#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T18:51:56 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T18:51:56	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/861/49/table2&-out=AGC,Name,Vhel,HIflux,e_HIflux,SNR,Dist,e_Dist,logMHI,e_logMHI,HI&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18610049
#Name: J/ApJ/861/49
#Title: ALFALFA extragalactic HI source catalog (Haynes+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	creator=Haynes M.P.	    First author or institution
#INFO	cites=bibcode:2018ApJ...861...49H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/861/49	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18610049	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_861_49_table2:
#Name: J/ApJ/861/49/table2
#Title: ALFALFA extragalactic HI source catalog; corrected version (August 2019)
#Column	AGC	(A6)	[1/749512] UGC/AGC number (1)	[ucd=meta.id;meta.main]
#Column	Name	(A8)	Common name of the optical counterpart	[ucd=meta.id]
#Column	Vhel	(I5)	[-430/17823] Heliocentric velocity of the HI profile midpoint	[ucd=spect.dopplerVeloc;em.line.HI]
#Column	HIflux	(F6.2)	[-7.7/999.9] HI line flux density	[ucd=phot.flux]
#Column	e_HIflux	(F5.2)	[0.02/1.2] Uncertainty in HIflux	[ucd=stat.error]
#Column	SNR	(F5.1)	[1.2/964] Ratio of peak flux to rms noise	[ucd=instr.det.noise]
#Column	Dist	(F5.1)	[0.3/259.6] Adopted distance, where applicable	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F4.1)	[0/31] Uncertainty in Dist	[ucd=stat.error]
#Column	logMHI	(F5.2)	[3.7/11] log HI mass where distance has been adopted	[ucd=phys.mass]
#Column	e_logMHI	(F5.2)	[0.04/1.2] Uncertainty in logMHI	[ucd=stat.error]
#Column	HI	(I1)	[1/2] HI source code (2)	[ucd=meta.code]
AGC	Name	Vhel	HIflux	e_HIflux	SNR	Dist	e_Dist	logMHI	e_logMHI	HI
184489	        	17376	  0.96	 0.07	  7.3	251.8	 2.3	10.16	 0.05	1
004669	090-036 	 4098	  2.93	 0.07	 23.8	 60.8	 2.2	 9.41	 0.05	1
180544	F563-1  	 3492	  5.84	 0.08	 44.9	 52.2	 2.2	 9.57	 0.06	1
738920	        	 4194	  1.00	 0.06	  9.5	 62.3	 2.5	 8.96	 0.06	1
184498	        	12872	  0.76	 0.07	  6.0	187.3	 2.3	 9.80	 0.06	1
180546	061-021 	 9082	  1.54	 0.10	  8.6	133.8	 2.2	 9.81	 0.05	1
738921	        	11314	  0.86	 0.03	 19.4	165.6	 2.4	 9.74	 0.05	1
717070	        	 3945	  2.02	 0.14	  7.7	 58.6	 2.3	 9.21	 0.06	1
738922	        	 4365	  0.66	 0.07	  5.5	 64.6	 2.3	 8.81	 0.07	1
181634	        	 9009	  0.56	 0.07	  5.1	132.9	 2.2	 9.37	 0.07	2
180545	CG 4    	 2086	  0.71	 0.07	  5.4	 31.5	 2.4	 8.22	 0.09	2
717074	        	10232	  0.66	 0.08	  4.6	150.1	 2.3	 9.54	 0.07	2
188784	        	 4246	  1.08	 0.07	  9.2	 63.1	 2.3	 9.01	 0.06	1
182092	        	 9804	  1.10	 0.11	  5.5	144.3	 2.3	 9.73	 0.06	2
181794	        	16925	  0.88	 0.08	  6.9	246.0	 2.2	10.10	 0.06	1
188812	        	 4027	  1.01	 0.06	 11.8	 60.2	 2.3	 8.94	 0.06	1
181201	005-032 	12456	  2.63	 0.15	  9.4	182.3	 2.3	10.31	 0.05	1
182212	        	 8184	  1.13	 0.07	 10.4	121.2	 2.4	 9.59	 0.05	1
184513	        	12855	  0.59	 0.08	  4.0	187.1	 2.3	 9.69	 0.07	2
004673	033-026 	 3818	  7.18	 0.08	 55.3	 57.8	 2.2	 9.75	 0.05	1
180548	061-023 	 4191	  1.78	 0.08	 12.5	 62.5	 2.3	 9.21	 0.06	1
188834	        	 4353	  1.34	 0.11	  6.3	 64.7	 2.1	 9.12	 0.06	2
181202	        	 8256	  2.82	 0.10	 15.7	122.2	 2.3	10.00	 0.05	1
004670	061-022 	 4135	  1.88	 0.10	  9.7	 61.7	 2.3	 9.23	 0.06	1
184518	        	 6355	  0.84	 0.10	  4.6	 94.2	 2.4	 9.24	 0.07	2
184516	        	14841	  1.43	 0.10	  8.6	215.4	 2.2	10.19	 0.05	1
181897	        	 8588	  0.63	 0.07	  4.8	126.9	 2.3	 9.38	 0.07	2
184521	        	 8320	  0.97	 0.10	  5.2	122.5	 2.4	 9.53	 0.06	2
181575	F563-1  	 4163	  0.55	 0.04	 11.2	 61.8	 2.3	 8.69	 0.06	1
181635	        	14684	  0.57	 0.08	  3.9	213.9	 2.4	 9.79	 0.08	2
188785	        	 8935	  0.74	 0.06	  7.7	131.7	 2.3	 9.48	 0.06	1
180662	150-046 	16352	  1.13	 0.12	  5.2	237.0	 2.4	10.17	 0.06	2
184524	        	12767	  1.06	 0.08	  6.9	185.9	 2.3	 9.94	 0.06	1
749394	        	 3977	  0.89	 0.07	  7.0	 58.6	 2.3	 8.86	 0.06	1
181695	        	14758	  0.90	 0.09	  5.8	215.0	 2.3	 9.99	 0.06	2
004677	061-025 	 4136	  2.40	 0.08	 15.9	 48.3	 9.0	 9.12	 0.17	1
180553	061-024 	 8909	  1.77	 0.06	 17.7	131.4	 2.3	 9.86	 0.05	1
721336	        	14548	  2.25	 0.11	 12.2	211.3	 2.4	10.37	 0.05	1
180556	061-027b	 8931	  1.36	 0.07	  9.8	131.7	 2.2	 9.75	 0.05	1
717084	        	 9183	  1.80	 0.08	 11.7	135.1	 2.2	 9.89	 0.05	1
004684	005-039 	 2519	  9.72	 0.10	 60.9	 39.0	 2.3	 9.54	 0.07	1
188786	        	 8989	  2.25	 0.08	 18.1	132.5	 2.2	 9.97	 0.05	1
721337	        	 9927	  1.88	 0.11	  9.6	145.2	 2.1	 9.97	 0.05	1
180558	061-028 	 8509	  1.35	 0.05	 21.6	125.7	 2.3	 9.70	 0.05	1
004685	061-029 	 3982	  6.83	 0.10	 38.0	 59.6	 2.2	 9.76	 0.05	1
181696	        	 8478	  0.91	 0.10	  4.9	125.3	 2.4	 9.53	 0.07	2
182467	        	 3970	  0.55	 0.05	  9.2	 59.6	 2.1	 8.66	 0.07	1
182301	        	 3984	  0.59	 0.05	  8.7	 57.1	 4.4	 8.66	 0.09	1
188787	        	17360	  1.00	 0.08	  7.4	252.1	 2.1	10.18	 0.06	1
717094	        	 9528	  0.69	 0.07	  6.2	140.1	 2.2	 9.50	 0.06	2
184549	        	 6276	  0.57	 0.06	  5.8	 93.1	 2.3	 9.07	 0.07	1
717096	        	 6194	  0.49	 0.06	  4.5	 92.5	 2.2	 8.99	 0.07	2
188788	D634-01 	 8860	  0.70	 0.05	  9.8	130.7	 2.3	 9.45	 0.06	1
004691	N2713   	 3915	 11.01	 0.18	 26.1	 65.8	12.8	10.05	 0.17	1
184552	        	 3992	  1.50	 0.06	 15.5	 58.6	 2.2	 9.08	 0.06	1
004688	N2711   	 6148	  4.58	 0.07	 47.3	 91.8	 2.2	 9.96	 0.05	1
717101	        	16339	  0.77	 0.08	  5.1	237.4	 2.3	10.01	 0.06	2
721339	        	 9869	  1.16	 0.09	  7.0	144.4	 2.2	 9.76	 0.06	1
184554	        	14396	  1.47	 0.08	 10.4	209.2	 2.3	10.18	 0.05	1
717103	        	 9401	  1.16	 0.07	 11.0	138.2	 2.1	 9.72	 0.05	1
182302	        	16099	  1.16	 0.13	  4.8	234.3	 2.3	10.18	 0.07	2
181639	        	12017	  0.68	 0.09	  4.4	175.9	 2.3	 9.70	 0.07	2
184559	        	 6022	  0.97	 0.12	  4.3	 89.7	 2.3	 9.26	 0.07	2
184561	        	 4010	  0.77	 0.05	  8.3	 59.1	 2.3	 8.80	 0.06	1
181638	        	11286	  1.27	 0.08	  8.6	165.4	 2.3	 9.91	 0.05	1
181699	        	12760	  0.76	 0.09	  4.7	186.5	 2.2	 9.79	 0.07	2
181207	        	 6154	  4.63	 0.09	 30.0	 91.9	 2.1	 9.96	 0.05	1
004694	061-030 	 5752	  4.02	 0.09	 26.5	 86.3	 2.3	 9.85	 0.05	1
181900	        	16283	  0.62	 0.07	  5.8	236.9	 2.3	 9.91	 0.07	2
184567	        	14518	  1.37	 0.11	  6.8	210.9	 2.3	10.16	 0.06	1
182601	        	 1898	  0.75	 0.05	  9.3	 29.1	 2.2	 8.17	 0.08	1
180567	061-031 	 9065	  0.97	 0.09	  5.7	133.6	 2.2	 9.61	 0.06	2
181704	        	 9230	  0.59	 0.08	  4.0	136.1	 2.1	 9.41	 0.07	2
189094	        	 3397	  0.73	 0.06	  8.0	 51.9	 2.2	 8.67	 0.07	1
188789	        	12086	  2.43	 0.11	 12.9	176.7	 2.4	10.25	 0.05	1
182222	        	 7410	  0.86	 0.09	  5.4	110.2	 2.2	 9.39	 0.07	2
182220	        	 7186	  1.45	 0.08	 11.0	107.0	 2.4	 9.59	 0.05	1
004703	033-032 	 3534	  2.43	 0.07	 23.7	 53.6	 2.2	 9.22	 0.06	1
184578	        	13117	  1.72	 0.15	  7.0	190.8	 2.2	10.17	 0.06	1
004698	150-053 	 7998	  6.63	 0.14	 21.6	117.8	 2.3	10.34	 0.05	1
188790	        	 5031	  2.41	 0.08	 17.3	 74.1	 2.2	 9.49	 0.05	1
717126	        	 9516	  1.90	 0.10	 10.7	139.9	 2.3	 9.94	 0.05	1
184579	        	 7991	  0.69	 0.08	  5.8	117.5	 2.2	 9.35	 0.07	2
182304	        	 2449	  1.74	 0.07	 16.0	 37.9	 2.2	 8.77	 0.07	1
180608	FGC819  	 9152	  1.17	 0.10	  6.6	134.1	 2.2	 9.70	 0.06	1
180570	061-032 	 9003	  0.94	 0.08	  6.7	132.7	 2.2	 9.59	 0.06	1
189001	        	 2018	  1.06	 0.05	 17.0	 31.5	 2.3	 8.39	 0.08	1
184586	        	11923	  0.95	 0.09	  6.2	173.7	 2.3	 9.83	 0.06	2
004707	N2718   	 3843	 15.67	 0.08	124.8	 58.0	 2.4	10.09	 0.06	1
182489	        	 1977	  3.93	 0.07	 35.6	 30.9	 2.4	 8.95	 0.08	1
181606	        	10850	  0.67	 0.09	  3.9	159.2	 2.5	 9.60	 0.07	2
721344	        	12743	  1.68	 0.10	  8.9	185.5	 2.3	10.13	 0.05	1
180571	061-033 	 9024	  1.55	 0.13	  6.4	133.1	 2.2	 9.81	 0.06	2
184591	        	 6498	  1.37	 0.06	 12.7	 96.3	 2.3	 9.48	 0.05	1
184595	        	 8124	  0.70	 0.07	  5.9	119.6	 2.2	 9.37	 0.06	1
182223	        	 3687	  0.72	 0.06	  6.5	 57.1	 4.1	 8.74	 0.08	1
184599	        	 8174	  1.00	 0.07	  8.7	120.5	 2.2	 9.53	 0.06	1
182480	        	 9153	  1.71	 0.08	 12.6	134.9	 2.3	 9.87	 0.05	1
188791	        	 5756	  0.45	 0.04	  8.1	 86.4	 2.2	 8.90	 0.06	1
182481	        	11116	  0.68	 0.06	  8.0	163.0	 2.3	 9.63	 0.06	1
182453	        	 3395	  2.88	 0.09	 17.7	 51.9	 2.4	 9.26	 0.06	1
181643	        	16372	  1.49	 0.11	  8.0	238.1	 2.4	10.30	 0.05	2
182482	        	 4388	  0.44	 0.05	  6.8	 65.4	 2.2	 8.65	 0.07	1
182224	        	 3649	  0.43	 0.06	  5.3	 55.4	 2.2	 8.49	 0.08	2
181212	005-045 	 3937	  3.19	 0.10	 17.2	 59.6	 2.3	 9.43	 0.06	1
188732	        	 2469	  1.58	 0.06	 17.0	 38.2	 2.4	 8.73	 0.07	1
004712	061-035 	 2015	  3.18	 0.07	 24.8	 31.3	 2.3	 8.87	 0.08	1
184606	        	 9209	  1.17	 0.09	  7.3	135.0	 2.2	 9.70	 0.06	1
184607	        	13739	  1.43	 0.10	  8.0	199.9	 2.4	10.13	 0.05	1
182225	033-035 	 8246	  2.02	 0.12	  8.8	122.1	 2.2	 9.85	 0.05	1
181708	        	14878	  0.93	 0.08	  6.7	216.8	 2.1	10.01	 0.06	1
184611	        	 6564	  0.48	 0.06	  4.8	 97.2	 2.3	 9.03	 0.07	2
184617	        	12808	  0.85	 0.10	  5.5	186.7	 2.2	 9.84	 0.07	2
180574	033-037 	 3755	  4.63	 0.09	 29.1	 56.8	 2.4	 9.55	 0.06	1
181644	        	11556	  1.22	 0.09	  7.5	169.3	 2.2	 9.92	 0.06	1
189205	        	 6109	  2.20	 0.08	 14.9	 91.3	 2.4	 9.64	 0.05	1
721346	        	 8004	  1.62	 0.11	  8.2	117.8	 2.2	 9.72	 0.05	1
194107	        	14139	  0.58	 0.08	  4.0	205.6	 2.1	 9.76	 0.07	2
004721	090-048 	 6254	  4.29	 0.08	 31.4	 93.3	 2.2	 9.94	 0.05	1
181217	033-038 	 8688	  2.25	 0.12	 10.1	128.4	 2.3	 9.94	 0.05	1
180575	150-056 	 1970	  1.29	 0.06	 12.6	 29.8	 2.4	 8.43	 0.08	1
191807	F564-12 	 3831	  2.03	 0.06	 18.3	 57.2	 2.3	 9.19	 0.06	1
181216	090-049 	 6125	  3.63	 0.09	 23.5	 91.5	 2.4	 9.85	 0.05	1
738959	        	16251	  3.48	 0.33	 11.7	236.2	 2.2	10.66	 0.06	1
192542	        	17651	  2.72	 0.11	 13.3	256.4	 2.3	10.62	 0.05	1
194114	        	 8032	  2.72	 0.10	 16.6	118.3	 2.2	 9.95	 0.05	1
181215	150-057 	14512	  2.01	 0.12	  9.4	210.8	 2.2	10.32	 0.05	1
004722	120-056 	 1790	 13.98	 0.07	118.5	 27.6	 2.2	 9.40	 0.08	1
192289	        	 9022	  0.38	 0.07	  3.2	133.1	 2.3	 9.20	 0.09	2
194118	        	15194	  1.09	 0.08	  9.5	220.7	 2.4	10.10	 0.05	1
194119	        	16346	  1.62	 0.13	  6.2	237.0	 2.4	10.33	 0.06	2
004724	090-051 	 3869	  3.33	 0.08	 25.3	 57.8	 4.2	 9.42	 0.08	1
192860	033-041 	 8113	  1.13	 0.09	  6.7	120.2	 2.3	 9.59	 0.06	1
194120	        	 8083	  1.01	 0.09	  6.5	119.0	 2.3	 9.53	 0.06	1
004729	090-052 	 3910	  4.34	 0.08	 44.5	 57.8	 4.4	 9.53	 0.08	1
194121	        	17533	  1.42	 0.12	  6.8	254.0	 2.3	10.33	 0.06	2
194122	        	16291	  0.49	 0.06	  4.9	236.2	 2.2	 9.81	 0.07	2
198345	        	17461	  1.47	 0.08	 10.3	253.6	 2.2	10.35	 0.05	1
193377	        	 5775	  1.12	 0.11	  6.1	 86.9	 2.2	 9.30	 0.06	1
193146	        	 4674	  0.75	 0.09	  4.6	 69.7	 2.3	 8.93	 0.07	2
192771	        	12543	  0.48	 0.06	  4.7	183.5	 2.4	 9.58	 0.07	2
004725	150-059 	 1998	  3.77	 0.07	 35.8	 41.3	 8.0	 9.18	 0.17	1
193149	        	17394	  2.30	 0.19	  6.8	252.9	 2.2	10.54	 0.06	2
193789	        	 4212	  0.89	 0.06	  9.4	 62.9	 2.3	 8.92	 0.06	1
192974	        	 7128	  0.68	 0.08	  5.1	106.2	 2.4	 9.26	 0.07	2
194130	        	 9108	  1.37	 0.10	  7.7	133.6	 2.3	 9.76	 0.06	1
004732	N2725   	 2076	  5.07	 0.08	 38.3	 32.2	 2.1	 9.09	 0.07	1
194137	        	 8143	  1.21	 0.06	 11.5	119.9	 2.3	 9.61	 0.05	1
180584	061-039 	 8903	  1.84	 0.10	  9.8	131.3	 2.2	 9.87	 0.05	1
194134	        	14007	  1.07	 0.09	  7.1	203.7	 2.1	10.02	 0.06	1
192862	        	10121	  1.27	 0.09	  8.6	148.9	 2.3	 9.82	 0.05	1
194144	        	12170	  0.34	 0.04	  6.6	177.5	 2.5	 9.40	 0.07	1
194143	        	 6497	  1.08	 0.07	  8.4	 96.3	 2.3	 9.37	 0.06	1
004733	033-044 	 8432	  2.70	 0.11	 13.3	124.8	 2.3	10.00	 0.05	1
194145	        	11874	  0.71	 0.08	  4.9	173.1	 2.4	 9.70	 0.07	2
194147	        	12603	  0.86	 0.06	  8.4	183.6	 2.2	 9.83	 0.05	1
194152	        	14147	  1.04	 0.10	  5.9	205.7	 2.2	10.02	 0.06	2
004734	090-053 	 9606	  2.22	 0.09	 12.8	141.2	 2.3	10.02	 0.05	1
180586	061-041 	11043	  2.10	 0.06	 19.6	162.0	 2.3	10.11	 0.05	1
198450	        	 9740	  1.06	 0.07	  8.9	143.4	 2.4	 9.71	 0.05	1
193156	        	17505	  1.31	 0.11	  7.0	254.4	 2.2	10.30	 0.06	2
194164	        	12240	  0.49	 0.04	  7.4	178.5	 2.2	 9.57	 0.06	1
198346	        	 4264	  0.60	 0.05	  7.4	 63.6	 2.2	 8.76	 0.06	1
004738	N2728   	 5745	  6.15	 0.09	 37.8	 86.3	 2.1	10.03	 0.05	1
193575	005-048 	 5557	  1.87	 0.11	 10.1	 81.9	 2.3	 9.47	 0.06	1
721349	        	12602	  2.18	 0.11	 10.0	183.6	 2.4	10.24	 0.05	1
198378	        	 3947	  0.79	 0.06	  8.7	 59.4	 2.4	 8.82	 0.06	1
180589	061-043 	 8768	  3.76	 0.10	 19.9	129.4	 2.2	10.17	 0.05	1
738967	        	 3899	  0.74	 0.07	  7.1	 58.1	 2.3	 8.77	 0.07	1
191908	        	11113	  1.81	 0.09	 12.7	163.0	 2.3	10.05	 0.05	1
193380	        	 5790	  1.88	 0.16	  6.8	 87.1	 2.3	 9.53	 0.06	1
198317	        	 8871	  0.50	 0.04	  7.8	130.9	 2.2	 9.30	 0.06	1
192548	        	17765	  1.06	 0.07	  9.0	258.1	 2.3	10.22	 0.05	2
194174	        	11537	  0.84	 0.07	  6.2	168.4	 2.4	 9.75	 0.06	1
192772	        	10062	  1.57	 0.09	 10.0	148.1	 2.2	 9.91	 0.05	1
192980	        	 8428	  1.11	 0.10	  6.5	124.8	 2.3	 9.61	 0.06	1
180590	061-044 	17437	  2.05	 0.14	  6.6	253.3	 2.4	10.49	 0.05	2
004741	N2731   	 2582	  2.32	 0.07	 19.8	 25.9	 5.6	 8.56	 0.19	1
192981	        	17253	  1.38	 0.13	  6.3	250.8	 2.2	10.31	 0.06	2
194179	        	 9190	  0.80	 0.08	  6.6	134.8	 2.3	 9.53	 0.06	1
004743	N2730   	 3827	  5.13	 0.12	 25.1	 57.8	 4.4	 9.61	 0.08	1
180592	090-058 	 8993	  3.53	 0.15	 11.7	132.6	 2.4	10.16	 0.05	1
192457	        	 9260	  0.30	 0.04	  5.6	136.6	 2.2	 9.12	 0.07	2
198318	        	 5134	  1.31	 0.07	 11.0	 75.6	 2.3	 9.25	 0.06	1
004742	090-056 	 9057	  1.81	 0.13	  7.6	133.5	 2.3	 9.88	 0.06	2
192985	        	 8173	  0.71	 0.08	  4.9	121.1	 2.2	 9.39	 0.07	2
194184	        	14035	  0.67	 0.08	  5.1	204.1	 2.4	 9.82	 0.07	2
004744	N2735   	 2450	 16.23	 0.11	 85.2	 40.2	 4.2	 9.79	 0.10	1
192292	        	16458	  0.85	 0.09	  5.4	239.4	 2.4	10.06	 0.06	2
198319	        	 5169	  0.91	 0.05	 12.4	 76.1	 2.4	 9.09	 0.06	1
194187	        	 5920	  2.42	 0.07	 18.1	 88.3	 2.3	 9.65	 0.05	1
180596	I 526   	 5833	  3.23	 0.09	 19.3	 87.5	 2.2	 9.77	 0.05	1
180595	061-047 	 4972	  6.86	 0.10	 37.2	 73.4	 2.2	 9.94	 0.05	1
004745	121-004 	 6005	  4.19	 0.10	 23.5	 89.5	 2.3	 9.90	 0.05	1
194189	        	11919	  0.98	 0.10	  5.8	173.7	 2.4	 9.84	 0.06	1
004746	121-005 	 6038	  6.25	 0.08	 40.8	 90.0	 2.2	10.08	 0.05	1
198320	        	 8981	  1.17	 0.10	  6.6	132.4	 2.4	 9.68	 0.06	1
194195	        	10335	  0.73	 0.09	  4.6	151.2	 2.4	 9.59	 0.07	2
191794	D564-08 	  483	  1.71	 0.05	 24.4	  8.7	 0.8	 7.48	 0.09	1
191713	FGC 828 	 8910	  1.27	 0.11	  5.7	131.3	 2.3	 9.71	 0.06	2
193587	        	 3826	  1.93	 0.08	 13.5	 58.0	 2.2	 9.19	 0.06	1
192870	        	17541	  0.72	 0.08	  5.0	254.9	 2.3	10.04	 0.07	2
190007	061-050a	 8891	  1.86	 0.07	 15.5	131.3	 2.4	 9.88	 0.05	1
190008	061-049a	 9057	  0.85	 0.10	  4.8	133.6	 2.3	 9.55	 0.07	2
191808	564-13  	 4298	  0.49	 0.06	  4.8	 63.7	 2.3	 8.67	 0.08	2
004747	I2428   	 4311	  3.82	 0.09	 23.0	 56.8	12.0	 9.46	 0.19	1
190003	MK1221  	 3446	  1.54	 0.09	  9.4	 51.5	 4.2	 8.98	 0.09	1
190010	061-053 	 8960	  1.04	 0.09	  6.4	132.2	 2.5	 9.63	 0.06	2
190012	061-054 	 8359	  1.19	 0.07	  9.3	123.6	 2.3	 9.63	 0.05	1
194216	        	 8044	  1.11	 0.07	  9.8	118.5	 2.2	 9.56	 0.05	1
192659	        	12532	  0.76	 0.07	  6.3	183.4	 2.3	 9.78	 0.06	1
738979	        	 4252	  0.69	 0.05	  7.3	 63.1	 2.3	 8.81	 0.06	1
190013	I2429   	 3055	  1.03	 0.07	  7.3	 45.3	 2.2	 8.70	 0.07	1
190017	033-053 	 3739	  2.80	 0.07	 23.2	 57.0	 4.3	 9.33	 0.08	1
749395	        	 2954	  3.32	 0.07	 28.4	 44.2	 2.3	 9.18	 0.06	1
194002	        	 2525	  0.98	 0.05	 11.9	 38.1	 2.2	 8.52	 0.07	1
194224	        	 6790	  0.66	 0.08	  4.8	100.5	 2.3	 9.20	 0.07	2
198686	        	 1980	  0.83	 0.05	  9.6	 30.0	 2.4	 8.25	 0.09	1
198307	        	 5031	  1.24	 0.06	 10.7	 74.2	 2.3	 9.21	 0.06	1
191912	        	10986	  0.63	 0.09	  4.1	161.2	 2.3	 9.59	 0.08	2
193845	        	 8413	  1.74	 0.09	 11.9	124.3	 2.2	 9.80	 0.05	1
198426	033-054 	17260	  1.26	 0.08	  9.5	250.9	 2.4	10.27	 0.05	1
193846	        	 4445	  1.57	 0.07	 14.0	 66.0	 2.4	 9.21	 0.06	1
190021	033-055 	 7991	  1.18	 0.10	  6.4	118.5	 2.3	 9.59	 0.06	2
193160	        	16361	  1.58	 0.15	  5.5	238.1	 2.4	10.32	 0.06	2
190019	151-007 	 6868	  2.87	 0.09	 19.0	101.6	 2.2	 9.84	 0.05	1
193847	        	 8566	  0.53	 0.06	  5.4	126.5	 2.2	 9.30	 0.07	2
194232	        	 6590	  0.59	 0.06	  5.7	 97.7	 2.2	 9.12	 0.06	2
192994	        	17181	  1.50	 0.11	  7.4	249.8	 2.3	10.34	 0.05	1
193778	D634-02 	 9041	  0.57	 0.04	  9.1	133.3	 2.3	 9.38	 0.06	1
198559	        	 6584	  0.81	 0.07	  6.5	 97.6	 2.3	 9.26	 0.06	1
194233	        	 6584	  0.89	 0.08	  6.1	 97.6	 2.3	 9.30	 0.06	1
004755	I2430   	 3002	  3.59	 0.08	 24.2	 44.7	 2.3	 9.23	 0.06	1
192876	        	17222	  1.61	 0.13	  7.1	250.4	 2.3	10.38	 0.06	1
717216	        	 6122	  0.66	 0.08	  4.7	 91.5	 2.3	 9.11	 0.07	2
194241	        	 6653	  0.33	 0.04	  5.0	 98.6	 2.2	 8.88	 0.07	2
194242	M+522006	 7893	  1.63	 0.07	 12.2	116.3	 2.2	 9.72	 0.05	1
190024	061-056 	 8169	  0.55	 0.05	  5.9	120.9	 2.3	 9.28	 0.06	2
192550	        	 8570	  0.66	 0.07	  5.5	126.7	 2.3	 9.40	 0.07	2
190759	I2431   	14871	  0.57	 0.07	  5.0	216.6	 2.4	 9.80	 0.07	2
190535	        	 8227	  0.28	 0.04	  4.8	 30.0	 4.3	 7.77	 0.15	2
193848	        	 9247	  2.06	 0.09	 13.9	136.3	 2.5	 9.95	 0.05	1
004757	N2744a  	 3420	  6.24	 0.11	 31.9	 51.5	 4.3	 9.59	 0.09	1
191064	I2432   	10003	  2.02	 0.12	  8.8	147.3	 2.2	10.01	 0.05	1
191915	        	 5789	  1.10	 0.08	  8.7	 87.0	 2.3	 9.29	 0.06	1
004760	N2743   	 2986	  2.56	 0.07	 21.5	 40.2	 4.3	 8.99	 0.10	1
194249	        	12194	  0.57	 0.07	  5.0	177.9	 2.3	 9.63	 0.07	2
193790	        	 5430	  0.90	 0.06	 11.5	 79.8	 2.3	 9.13	 0.06	1
749286	        	 7748	  1.16	 0.08	  8.1	114.3	 2.3	 9.55	 0.06	1
193849	090-067 	11988	  1.92	 0.09	 12.1	175.4	 2.4	10.14	 0.05	1
194255	        	14617	  1.13	 0.11	  6.2	212.4	 2.4	10.08	 0.06	2
717228	        	14666	  0.66	 0.08	  4.7	213.6	 2.3	 9.85	 0.07	2
192552	        	12482	  1.06	 0.09	  6.4	182.6	 2.3	 9.92	 0.06	2
192776	        	 3887	  2.02	 0.06	 18.9	 58.7	 2.4	 9.21	 0.06	1
191916	        	 2064	  0.50	 0.07	  4.3	 32.1	 2.3	 8.08	 0.10	2
192294	        	 9067	  1.30	 0.08	  9.2	133.8	 2.3	 9.74	 0.05	1
004764	121-015 	 2939	  7.03	 0.07	 58.4	 40.2	 4.2	 9.43	 0.10	1
191917	        	10973	  0.83	 0.07	  6.2	161.0	 2.4	 9.70	 0.06	2
193850	        	 8489	  1.45	 0.09	  8.7	125.4	 2.3	 9.73	 0.05	1
192998	        	 8448	  1.47	 0.13	  6.1	125.1	 2.3	 9.73	 0.06	2
198347	        	 2473	  1.63	 0.06	 15.3	 38.1	 2.4	 8.75	 0.07	1
191733	ADBS    	 2894	  2.30	 0.05	 26.9	 43.3	 2.3	 9.01	 0.06	1
004772	N2752   	 8863	  7.83	 0.29	 11.1	130.6	 2.4	10.50	 0.05	1
004769	N2750   	 2674	 22.24	 0.08	189.5	 40.2	 4.2	 9.93	 0.10	1
749396	        	 2522	  1.64	 0.06	 19.0	 38.1	 2.2	 8.75	 0.07	1
192295	        	 5591	  0.71	 0.08	  5.0	 82.1	 2.3	 9.05	 0.07	2
194009	        	 2790	  1.91	 0.04	 23.5	 41.9	 2.2	 8.90	 0.06	1
193595	        	 8162	  1.04	 0.10	  5.6	121.1	 2.5	 9.56	 0.06	2
004773	090-073 	 3439	  3.58	 0.10	 19.9	 51.4	 4.1	 9.35	 0.08	1
194279	        	 6863	  2.81	 0.08	 21.2	101.6	 2.2	 9.83	 0.05	1
194281	        	16102	  1.20	 0.11	  6.7	233.7	 2.3	10.19	 0.06	1
194010	        	 2619	  1.12	 0.06	  9.8	 39.4	 2.4	 8.61	 0.07	1
717260	        	 8496	  0.79	 0.07	  6.6	125.4	 2.2	 9.47	 0.06	1
