#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m0717cla&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m0717cla:
#Name: J/A+A/607/A30/m0717cla
#Title: Photometric catalogue (magnitudes) of MACSJ-0717 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	ID Source identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	l_B435	(A1)	[-] "-' for upper limit flag on B435	[ucd=meta.code.error]
#Column	B435	(F9.6)	? Magnitude in B435 band (AB)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] "-' for upper limit flag on V606	[ucd=meta.code.error]
#Column	V606	(F9.6)	? Magnitude in V606 band (AB)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] "-' for upper limit flag on I814	[ucd=meta.code.error]
#Column	I814	(F9.6)	? Magnitude in I814 band (AB)	[ucd=phot.mag;em.opt.I]
#Column	Y105	(D12.5)	? Magnitude in Y105 band (AB) (negative values are upper limit)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] "-' for upper limit flag on J125	[ucd=meta.code.error]
#Column	J125	(F9.6)	? Magnitude in J125 band (AB)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] "-' for upper limit flag on JH140	[ucd=meta.code.error]
#Column	JH140	(F9.6)	? Magnitude in JH140 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] "-' for upper limit flag on H160	[ucd=meta.code.error]
#Column	H160	(F9.6)	? Magnitude in H160 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] "-' for upper limit flag on Ks	[ucd=meta.code.error]
#Column	Ks	(F9.6)	? Magnitude in Ks band (AB)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] "-' for upper limit flag on IRAC1	[ucd=meta.code.error]
#Column	IRAC1	(F9.6)	? Magnitude in IRAC1 band (AB)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	l_IRAC2	(A1)	[-] "-' for upper limit flag on IRAC2	[ucd=meta.code.error]
#Column	IRAC2	(F9.6)	? Magnitude in IRAC2 band (AB)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_B435	(F9.6)	? Magnitude error on B435 band (AB)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Magnitude error on V606 band (AB)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Magnitude error on I814 band (AB)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Magnitude error on Y105 band (AB)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Magnitude error on J125 band (AB)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Magnitude error on JH140 band (AB)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Magnitude error on H160 band (AB)	[ucd=stat.error]
#Column	e_Ks	(D15.8)	? Magnitude error on Ks band (AB)	[ucd=stat.error]
#Column	e_IRAC1	(D15.8)	? Magnitude error on IRAC1 band (AB)	[ucd=stat.error]
#Column	e_IRAC2	(F12.9)	? Magnitude error on IRAC2 band (AB)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	l_B435	B435	l_V606	V606	l_I814	I814	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2
     728	   728	109.383408	+37.737747	 	27.460800	 	26.865000	 	27.217600	 2.71315e+01	 	27.009300	 	26.492400	 	26.246400	-	24.282621	-	27.840704	-	27.934837	 0.240100	 1.34800e-01	 1.34000e-01	 8.33700e-02	 1.05700e-01	 6.14800e-02	 6.36000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
     729	   729	109.383171	+37.737839	-	29.842300	 	29.550800	 	29.110300	 2.84984e+01	 	28.517100	 	28.219800	 	27.854100	-	24.392244	-	28.312832	-	28.307043	 1.086000	 7.92000e-01	 3.98700e-01	 1.54500e-01	 1.99000e-01	 1.59800e-01	 1.83100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     730	   730	109.403114	+37.737526	-	28.857500	 	26.314700	 	25.278900	 2.48057e+01	 	24.650000	 	24.559000	 	24.354200	 	24.565840	 	24.652210	 	24.002077	 1.086000	 9.59100e-02	 2.64700e-02	 1.19100e-02	 1.36700e-02	 1.30100e-02	 1.23000e-02	 4.61522100e-01	 4.02607900e-01	 0.205686900
     731	   731	109.404778	+37.737392	 	26.587200	 	25.035500	 	24.311100	 2.39131e+01	 	23.715200	 	23.600400	 	23.424100	 	23.097986	 	23.725191	 	23.727852	 0.139100	 3.23100e-02	 1.12400e-02	 5.37600e-03	 6.69100e-03	 5.55700e-03	 4.50000e-03	 1.37243800e-01	 5.00910600e-01	 0.325260800
     732	   732	109.383453	+37.737873	 	27.112000	 	26.529100	 	26.757300	 2.67804e+01	 	26.712100	 	26.571800	 	26.575400	-	24.327538	-	28.127846	-	28.097559	 0.127500	 7.27400e-02	 6.22800e-02	 4.24000e-02	 6.14600e-02	 4.68400e-02	 6.22000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
     733	   733	109.401749	+37.737892	-	29.738800	 	29.714700	 	28.623600	 2.84351e+01	 	28.001800	 	27.743300	 	27.460500	 	26.016047	-	27.859821	-	28.017345	 1.086000	 9.44300e-01	 2.56700e-01	 1.46200e-01	 1.31500e-01	 1.05100e-01	 1.08600e-01	 9.22628000e-01	 1.08570000e+00	 1.085700000
     734	   734	109.396591	+37.737717	-	29.289000	 	27.691900	 	27.132100	 2.66833e+01	 	26.552900	 	26.490200	 	26.435100	-	24.178562	 	26.678581	 	26.187319	 1.086000	 2.23300e-01	 9.58700e-02	 4.10200e-02	 4.91400e-02	 4.59200e-02	 5.96000e-02	 1.08570000e+00	 9.12472700e-01	 0.753211500
     735	   735	109.421387	+37.737720	 	26.974400	 	26.546900	 	26.480500	 2.62034e+01	 	25.821900	 	25.695900	 	25.591100	-	24.261097	-	28.973640	-	28.637554	 0.191600	 1.18100e-01	 7.80400e-02	 6.46100e-02	 6.00000e-02	 5.24500e-02	 8.67000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
     736	   736	109.405594	+37.737930	 	29.113900	 	28.365700	 	27.847600	 2.77265e+01	 	28.008100	 	27.305200	 	27.411800	-	23.045490	-	26.180141	-	26.653376	 0.818200	 3.74700e-01	 1.70300e-01	 1.09800e-01	 1.94600e-01	 1.02700e-01	 1.55800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     737	   737	109.366890	+37.737957	-	29.556000	 	27.998500	 	26.674800	 2.63291e+01	 	26.120300	 	25.960300	 	26.091100	 	25.975048	 	24.905855	 	25.136448	 1.086000	 2.58300e-01	 5.54000e-02	 1.44700e-01	 2.21600e-01	 1.31400e-01	 1.89700e-01	 5.69522100e-01	 3.38272000e-01	 0.448943200
     738	   738	109.380875	+37.737961	-	29.721500	-	29.770200	 	29.069600	 2.88879e+01	 	28.412200	 	27.958500	 	28.376500	-	24.566973	-	29.160225	-	28.890825	 1.086000	 1.08600e+00	 4.24600e-01	 2.41800e-01	 1.65000e-01	 1.38200e-01	 1.78100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     739	   739	109.405167	+37.737637	-	28.869700	 	27.096300	 	25.922500	 2.54225e+01	 	25.285200	 	25.181200	 	24.890800	 	24.783567	 	24.532761	 	24.026915	 1.086000	 1.93700e-01	 4.80300e-02	 2.13600e-02	 2.49600e-02	 2.37200e-02	 2.21000e-02	 8.47191300e-01	 1.02574100e+00	 0.443165200
     740	   740	109.378937	+37.737926	 	29.018400	 	27.679200	 	27.380900	 2.69642e+01	 	26.712600	 	26.785500	 	26.615500	 	25.830154	-	29.196526	-	28.929539	 0.961700	 2.68800e-01	 1.48400e-01	 6.94000e-02	 7.20100e-02	 7.85100e-02	 9.74000e-02	 6.19931900e-01	 1.08570000e+00	 1.085700000
     741	   741	109.406013	+37.737919	 	26.305700	 	26.494200	 	26.692300	 2.66756e+01	 	26.649500	 	26.595900	 	26.450900	-	22.833002	-	26.354450	-	26.731291	 0.075140	 7.78600e-02	 6.50800e-02	 4.48800e-02	 7.12300e-02	 5.78300e-02	 6.78000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
     742	   742	109.370819	+37.737614	 	26.162000	 	25.909200	 	25.736100	 2.48978e+01	 	24.603200	 	24.524000	 	24.428900	 	24.623823	 	25.329988	 	24.410738	 0.100800	 7.66400e-02	 4.68200e-02	 3.02500e-02	 3.39000e-02	 2.82200e-02	 4.97000e-02	 2.32669800e-01	 1.04122700e+00	 0.333569800
     743	   743	109.403488	+37.738029	-	29.837600	 	28.690300	 	27.978700	 2.77416e+01	 	27.799500	 	27.409000	 	27.691000	 	25.357267	 	24.469799	 	23.964327	 1.086000	 3.46400e-01	 1.30200e-01	 7.44900e-02	 1.07600e-01	 7.52600e-02	 1.35600e-01	 8.16091500e-01	 6.16522300e-01	 0.313340300
     744	   744	109.405800	+37.738026	 	28.167800	 	28.188700	 	28.101200	 2.78591e+01	 	28.253600	 	27.980400	 	27.813700	-	22.947611	-	25.822632	-	26.304773	 0.315600	 2.91100e-01	 1.91300e-01	 1.10600e-01	 2.48400e-01	 1.71000e-01	 1.81800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     745	   745	109.403030	+37.738041	-	29.855900	 	28.564700	 	27.968500	 2.77974e+01	 	27.741600	 	27.405100	 	27.384800	-	23.728800	-	27.657312	 	23.889484	 1.086000	 3.04500e-01	 1.26700e-01	 7.36400e-02	 9.58700e-02	 7.04000e-02	 9.33000e-02	 1.08570000e+00	 1.08570000e+00	 0.241015800
     746	   746	109.401695	+37.737617	 	26.788500	 	26.172500	 	26.293600	 2.60986e+01	 	26.117700	 	25.927200	 	25.295400	 	25.650143	-	27.903212	-	28.001451	 0.180600	 9.16800e-02	 7.28400e-02	 4.11000e-02	 5.97100e-02	 4.74000e-02	 3.16000e-02	 9.82535200e-01	 1.08570000e+00	 1.085700000
     747	   747	109.405121	+37.738037	-	29.508900	 	28.549100	 	28.212100	 2.78420e+01	 	28.052600	 	27.665400	 	27.581000	-	23.060074	-	25.950470	-	26.466923	 1.086000	 4.18100e-01	 2.22100e-01	 1.18600e-01	 2.16500e-01	 1.43000e-01	 1.80400e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     748	   748	109.374680	+37.738071	-	29.400300	-	29.459400	 	28.939700	 2.89659e+01	 	29.611800	 	28.530400	 	28.339000	-	24.612885	-	29.350746	-	29.044792	 1.086000	 1.08600e+00	 4.98800e-01	 3.54100e-01	 8.02300e-01	 3.17000e-01	 2.52100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     749	   749	109.395683	+37.738071	-	29.422200	 	28.427700	 	27.388800	 2.70348e+01	 	26.792500	 	26.670400	 	26.484000	 	26.001354	 	25.894110	 	25.659477	 1.086000	 3.83100e-01	 1.08500e-01	 5.04600e-02	 6.20700e-02	 4.83400e-02	 5.21000e-02	 7.40366600e-01	 9.85620900e-01	 0.833583100
     750	   750	109.376556	+37.736900	 	25.455200	 	25.243000	 	24.593900	 2.41102e+01	 	24.012600	 	23.979600	 	23.908300	 	23.919226	 	23.947081	 	23.829151	 0.066220	 5.19200e-02	 2.04600e-02	 9.04200e-03	 1.22500e-02	 1.07100e-02	 1.20000e-02	 1.48067200e-01	 7.03800000e-02	 0.078914010
     751	   751	109.400200	+37.738087	-	29.963800	 	29.161700	 	28.408300	 2.83684e+01	 	28.244600	 	28.034800	 	27.919000	-	24.320524	-	28.762627	-	28.656887	 1.086000	 4.65400e-01	 1.69600e-01	 1.08800e-01	 1.60400e-01	 1.06900e-01	 1.33200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     752	   752	109.393356	+37.737598	 	         	 	         	 	         	            	 	         	 	         	-	27.803700	 	19.266972	 	19.089008	-	23.050308	         	            	            	            	            	            	 1.08600e+00	 5.62478700e-02	 3.94990000e-01	 1.085700000
     753	   753	109.408836	+37.738129	-	30.021900	 	29.210400	 	28.452400	 2.82448e+01	 	28.200800	 	27.870000	 	27.827000	-	24.040138	-	28.164450	 	24.617088	 1.086000	 4.65800e-01	 1.69300e-01	 9.50200e-02	 1.66100e-01	 9.14700e-02	 1.12700e-01	 1.08570000e+00	 1.08570000e+00	 0.328654700
     754	   754	109.404861	+37.738125	-	29.883000	 	29.531500	 	28.904800	 2.85331e+01	 	29.125100	 	28.463600	 	28.035400	-	22.986261	-	25.731241	-	26.258827	 1.086000	 7.16600e-01	 2.94800e-01	 1.57700e-01	 3.97700e-01	 2.08200e-01	 2.05100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     755	   755	109.385109	+37.738171	-	29.934600	 	29.550800	 	29.450800	 2.90350e+01	 	28.849600	 	28.395200	 	28.361900	-	24.536165	-	28.905182	 	26.043839	 1.086000	 7.08900e-01	 4.87600e-01	 2.18700e-01	 1.86700e-01	 1.61500e-01	 2.06800e-01	 1.08570000e+00	 1.08570000e+00	 0.727574200
     756	   756	109.388123	+37.738152	-	28.531200	-	28.600800	 	27.982100	 2.71607e+01	 	27.019600	 	26.455200	 	26.325900	-	24.317019	-	28.574188	 	26.150620	 1.086000	 1.08600e+00	 4.47100e-01	 1.13800e-01	 1.46500e-01	 7.93400e-02	 8.94000e-02	 1.08570000e+00	 1.08570000e+00	 0.967166800
     757	   757	109.420616	+37.738197	-	29.314500	-	29.443100	 	29.236200	 2.78559e+01	 	27.370100	 	27.234100	 	27.118900	-	24.425842	-	28.581858	-	28.314110	 1.086000	 1.08600e+00	 6.60500e-01	 1.63600e-01	 1.52000e-01	 1.21900e-01	 1.35400e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     758	   758	109.398834	+37.737835	 	28.144600	 	26.975200	 	26.108600	 2.55008e+01	 	25.288000	 	25.110900	 	24.873300	 	24.996117	-	28.660025	-	28.586924	 0.599400	 1.81500e-01	 5.92200e-02	 2.20400e-02	 2.38700e-02	 2.06300e-02	 1.73000e-02	 4.05996700e-01	 1.08570000e+00	 1.085700000
     759	   759	109.414566	+37.738201	-	29.733300	 	29.317000	 	28.388600	 2.82217e+01	 	28.452800	 	27.974500	 	27.824500	-	24.456100	 	25.686707	 	24.581196	 1.086000	 6.52300e-01	 2.06200e-01	 1.19300e-01	 2.20600e-01	 1.28900e-01	 1.35900e-01	 1.08570000e+00	 4.49968600e-01	 0.194915700
     760	   760	109.405273	+37.738213	-	28.185900	 	27.866500	 	28.383000	 2.74599e+01	 	27.976800	 	27.195700	 	27.086400	-	22.825039	 	23.256018	-	26.419296	 1.086000	 7.44400e-01	 8.79400e-01	 2.79800e-01	 7.94200e-01	 3.08800e-01	 1.62800e-01	 1.08570000e+00	 7.90293800e-01	 1.085700000
     761	   761	109.397629	+37.737671	 	27.379600	 	27.098300	 	28.058500	 2.71791e+01	 	26.776700	 	26.960300	 	25.443400	-	23.780134	-	28.762892	-	28.603130	 0.756200	 5.10100e-01	 9.08300e-01	 2.59200e-01	 2.55200e-01	 2.83700e-01	 9.12000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
     762	   762	109.400757	+37.738255	 	28.644100	 	28.413900	 	28.217600	 2.77303e+01	 	27.736700	 	27.574700	 	27.135100	 	25.990444	-	28.117579	-	28.128496	 0.772800	 5.53600e-01	 3.33200e-01	 1.42700e-01	 2.06900e-01	 1.66200e-01	 1.36100e-01	 7.98234300e-01	 1.08570000e+00	 1.085700000
     763	   763	109.417725	+37.738285	 	29.577700	 	29.426300	 	28.865500	 2.83876e+01	 	28.573200	 	28.296400	 	28.067100	-	24.518396	 	26.019493	 	26.158459	 0.852400	 6.70600e-01	 2.85000e-01	 1.26300e-01	 2.46700e-01	 1.56500e-01	 1.55800e-01	 1.08570000e+00	 5.21380000e-01	 0.773982700
     764	   764	109.415802	+37.738300	-	29.969700	 	29.703000	 	28.678300	 2.87055e+01	 	28.959800	 	29.093700	 	28.326500	-	24.458080	 	25.933498	-	28.472107	 1.086000	 7.52000e-01	 2.15900e-01	 1.49600e-01	 3.07800e-01	 2.87800e-01	 2.08200e-01	 1.08570000e+00	 8.20718100e-01	 1.085700000
     765	   765	109.378471	+37.738041	-	29.236000	 	26.776400	 	25.402200	 2.48241e+01	 	24.643500	 	24.648200	 	24.484400	 	24.894548	 	26.249474	 	25.399567	 1.086000	 1.10400e-01	 2.27000e-02	 9.05600e-03	 1.06100e-02	 1.02100e-02	 9.70000e-03	 2.34083300e-01	 6.38750000e-01	 0.365500500
     766	   766	109.394547	+37.736942	 	26.895300	 	25.383200	 	24.836500	 2.35175e+01	 	23.284100	 	23.071300	 	22.979100	 	22.777363	 	22.686314	 	22.541534	 0.401000	 8.82400e-02	 3.89200e-02	 7.55100e-03	 7.36000e-03	 6.67200e-03	 1.36000e-02	 1.02095300e-01	 4.50129500e-01	 0.328328400
     767	   767	109.402206	+37.737972	 	28.033400	 	26.985500	 	25.954600	 2.54289e+01	 	25.257600	 	25.219000	 	25.062700	 	24.228168	 	24.911207	 	24.719242	 0.434700	 1.48800e-01	 4.15200e-02	 1.71600e-02	 1.86700e-02	 1.92600e-02	 2.13000e-02	 3.02200700e-01	 7.22773600e-01	 0.557166600
     768	   768	109.390488	+37.737877	 	27.388400	 	26.657600	 	26.688800	 2.59692e+01	 	26.145800	 	25.643100	 	25.188700	-	23.809681	 	25.161795	 	26.107052	 0.350000	 1.57200e-01	 1.18200e-01	 3.92400e-02	 6.62600e-02	 3.86800e-02	 3.84000e-02	 1.08570000e+00	 4.74313900e-01	 1.082652000
     769	   769	109.410439	+37.737015	 	24.129100	 	23.828400	 	23.844900	 2.35067e+01	 	23.340200	 	23.322500	 	23.090600	 	23.429554	 	23.385893	 	23.489292	 0.030160	 2.04600e-02	 1.40500e-02	 6.95100e-03	 8.71800e-03	 7.88200e-03	 6.80000e-03	 1.60474800e-01	 1.11278300e-01	 0.129777700
     770	   770	109.395859	+37.738197	-	29.195700	 	28.325700	 	27.792600	 2.71230e+01	 	26.871900	 	26.520700	 	26.718100	-	24.238607	 	25.669264	-	28.299282	 1.086000	 4.28900e-01	 1.93600e-01	 6.82900e-02	 8.13600e-02	 5.24000e-02	 7.39000e-02	 1.08570000e+00	 7.78083600e-01	 1.085700000
     771	   771	109.376129	+37.738373	-	29.420700	 	29.364100	 	28.522200	 2.77457e+01	 	27.440900	 	27.233000	 	27.045300	 	25.939980	-	28.696030	-	28.492973	 1.086000	 9.87800e-01	 3.39000e-01	 1.16000e-01	 1.31500e-01	 9.66800e-02	 1.46300e-01	 6.59911800e-01	 1.08570000e+00	 1.085700000
     772	   772	109.393852	+37.737339	 	         	 	         	 	         	            	 	         	 	         	-	27.033000	 	20.110682	-	23.170250	-	23.657013	         	            	            	            	            	            	 1.08600e+00	 2.63895200e-02	 1.08570000e+00	 1.085700000
     773	   773	109.383949	+37.738392	 	28.143600	 	26.880600	 	26.434800	 2.66148e+01	 	26.596500	 	26.606000	 	26.500600	 	25.016819	 	25.877544	 	25.592785	 0.304000	 9.38800e-02	 4.44700e-02	 3.43400e-02	 4.94000e-02	 4.55200e-02	 5.53000e-02	 2.71896500e-01	 4.98811300e-01	 0.461220300
     774	   774	109.379036	+37.738388	-	29.774500	-	29.837800	 	29.983400	 2.83790e+01	 	28.319900	 	28.182800	 	28.067100	 	26.629871	-	29.080496	 	26.148048	 1.086000	 1.08600e+00	 9.07800e-01	 1.44300e-01	 2.22200e-01	 1.59400e-01	 1.64000e-01	 1.08525200e+00	 1.08570000e+00	 0.759920800
     775	   775	109.393997	+37.738377	-	29.125200	-	29.257000	-	29.593100	-3.00464e+01	 	28.554600	 	27.606700	 	27.301200	-	24.319817	 	23.334053	-	27.131310	 1.086000	 1.08600e+00	 1.08600e+00	 1.08600e+00	 3.65400e-01	 1.53700e-01	 1.40200e-01	 1.08570000e+00	 2.71080300e-01	 1.085700000
     776	   776	109.395126	+37.737228	-	28.635300	 	28.447100	 	25.311300	 2.47324e+01	 	24.554800	 	24.442300	 	24.322700	-	23.548542	 	23.980658	-	28.097303	 1.086000	 8.03100e-01	 3.32200e-02	 1.29700e-02	 1.48200e-02	 1.33800e-02	 2.51000e-02	 1.08570000e+00	 1.86543900e-01	 1.085700000
     777	   777	109.406158	+37.738274	-	29.182600	 	28.266000	 	27.019700	 2.66160e+01	 	26.574000	 	26.497800	 	26.301100	 	24.414454	 	23.652948	-	26.723755	 1.086000	 4.22000e-01	 9.89900e-02	 4.89600e-02	 7.35200e-02	 6.13100e-02	 6.17000e-02	 9.60407600e-01	 7.68913000e-01	 1.085700000
     778	   778	109.391022	+37.737656	 	27.945700	 	25.332200	 	24.067200	 2.34420e+01	 	23.175300	 	23.117900	 	22.964900	 	22.760723	 	23.067467	 	23.397274	 0.661000	 5.42500e-02	 1.21800e-02	 4.44300e-03	 4.82000e-03	 4.40500e-03	 3.90000e-03	 4.44676400e-02	 4.35648100e-02	 0.067012050
     779	   779	109.412857	+37.738132	 	26.488300	 	26.368000	 	26.052100	 2.57376e+01	 	25.447400	 	25.340200	 	25.158100	 	25.459538	 	25.057358	-	28.362661	 0.133400	 1.05000e-01	 5.69000e-02	 2.91300e-02	 3.36700e-02	 2.71300e-02	 2.74000e-02	 5.94326600e-01	 3.90545900e-01	 1.085700000
     780	   780	109.393799	+37.737629	 	         	 	         	 	         	            	 	         	 	         	-	27.317700	 	20.689659	 	20.319323	 	20.339067	         	            	            	            	            	            	 1.08600e+00	 2.91639700e-02	 5.99774400e-01	 0.383840200
     781	   781	109.398422	+37.738132	 	24.016700	 	22.464900	 	21.910000	 2.14990e+01	 	21.371100	 	21.289100	 	21.111600	 	20.846087	 	21.749348	 	21.964125	 0.045840	 1.03200e-02	 4.21600e-03	 1.86800e-03	 2.56400e-03	 2.06100e-03	 1.60000e-03	 1.59747200e-02	 1.90691900e-02	 0.025247660
     782	   782	109.365334	+37.738426	 	25.725200	 	25.620900	 	25.748500	 2.54019e+01	 	 1.488100	 	25.063000	 	25.230900	 	24.861168	 	26.507416	-	29.038736	 0.043920	 3.83700e-02	 2.57600e-02	 8.45200e-02	 1.08600e+00	 7.79700e-02	 8.93000e-02	 2.34876800e-01	 7.37641800e-01	 1.085700000
     783	   783	109.382019	+37.738434	-	29.824800	 	27.534800	 	27.017400	 2.72274e+01	 	27.258000	 	27.142100	 	27.328000	-	24.485174	 	25.233356	-	28.909359	 1.086000	 1.33500e-01	 5.88100e-02	 4.79200e-02	 6.27000e-02	 5.89000e-02	 9.67000e-02	 1.08570000e+00	 2.75944900e-01	 1.085700000
     784	   784	109.374084	+37.738289	 	28.879800	 	28.011600	 	26.835400	 2.63100e+01	 	26.111800	 	25.994100	 	25.851000	 	26.221563	 	25.243319	-	29.097725	 0.809000	 3.49700e-01	 8.75200e-02	 3.70300e-02	 4.43700e-02	 3.67100e-02	 4.06000e-02	 8.72339900e-01	 2.09478800e-01	 1.085700000
     785	   785	109.399658	+37.738483	-	29.618700	 	28.960100	 	28.162900	 2.78153e+01	 	27.598500	 	27.511900	 	27.452600	-	24.238125	 	25.889944	-	28.674282	 1.086000	 5.29000e-01	 1.85200e-01	 8.78700e-02	 8.49400e-02	 8.90500e-02	 1.20200e-01	 1.08570000e+00	 6.33006700e-01	 1.085700000
     786	   786	109.385399	+37.738388	 	28.419200	 	27.564500	 	26.895900	 2.61641e+01	 	26.109000	 	26.125000	 	25.999900	 	26.222395	 	25.470339	 	26.129381	 0.553300	 2.37900e-01	 9.51700e-02	 3.25500e-02	 4.66600e-02	 4.17700e-02	 4.54000e-02	 9.65048000e-01	 4.74728400e-01	 0.968728500
     787	   787	109.392967	+37.737293	 	26.846000	 	24.741400	 	23.366100	 2.26073e+01	 	21.577400	 	21.410600	 	21.689300	 	21.071825	-	24.114981	-	24.569277	 0.340700	 4.41700e-02	 9.00400e-03	 3.07400e-03	 1.78500e-03	 1.39200e-03	 1.70000e-03	 2.64419400e-02	 1.08570000e+00	 1.085700000
     788	   788	109.382294	+37.737858	 	27.937400	 	26.142800	 	24.917900	 2.42945e+01	 	24.104100	 	23.996300	 	23.823800	 	23.672232	 	23.897383	 	24.338612	 0.496100	 9.21300e-02	 2.18400e-02	 8.35500e-03	 9.78200e-03	 8.43500e-03	 7.60000e-03	 9.27481100e-02	 6.86196900e-02	 0.130480800
     789	   789	109.378365	+37.738503	 	28.945000	 	28.661200	 	27.945700	 2.77312e+01	 	27.498100	 	27.415400	 	27.411000	-	24.481112	-	28.729115	-	28.514978	 0.544300	 4.02100e-01	 1.51700e-01	 8.51700e-02	 8.46600e-02	 8.43000e-02	 1.14100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     790	   790	109.420242	+37.738373	-	29.293300	-	29.407600	 	26.558200	 2.57122e+01	 	25.529800	 	25.550900	 	25.518000	 	25.769867	-	28.946037	-	28.547211	 1.086000	 1.08600e+00	 5.80300e-02	 1.82000e-02	 2.44100e-02	 2.13300e-02	 2.49000e-02	 5.40650800e-01	 1.08570000e+00	 1.085700000
     791	   791	109.404633	+37.738014	 	27.792100	 	25.958300	 	24.909400	 2.44894e+01	 	24.367800	 	24.317400	 	24.052800	 	23.759001	 	22.700857	 	23.054619	 0.435900	 7.54800e-02	 2.04900e-02	 9.99400e-03	 1.24300e-02	 1.19200e-02	 9.90000e-03	 4.44806800e-01	 3.23211200e-01	 0.321812900
     792	   792	109.408203	+37.738472	 	28.909200	 	28.759800	 	28.228600	 2.73927e+01	 	27.411200	 	27.388300	 	26.928900	-	23.650034	 	24.035797	 	24.090155	 0.728900	 5.62700e-01	 2.55400e-01	 8.25300e-02	 9.55700e-02	 1.11300e-01	 8.14000e-02	 1.08570000e+00	 3.50538200e-01	 0.305433700
