#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m0717clz&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m0717clz:
#Name: J/A+A/607/A30/m0717clz
#Title: Multi wavelength catalog and photometric redshift information of the MACSJ-0717 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Identification number input photometric catalog (ID)	[ucd=meta.id;meta.main]
#Column	zbest	(F20.17)	? Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift.phot]
#Column	e_zbest	(D12.5)	? Median photometric redshift uncertainty range (equal to = for spectroscopic sources) (ZBEST_SIQR)	[ucd=stat.error]
#Column	magnif	(F14.11)	? Median magnification (cluster fields), or magnification from the Merten model (parallel fields) (MAGNIF)	[ucd=phot.flux;arith.ratio]
#Column	f_zbest	(F4.1)	[0/1]? the value is set =1 for sources with spectroscopic redshift, =0 otherwise (ZSPECFLAG)	[ucd=meta.code]
#Column	chi2	(D13.6)	chi^2^ of the SED fitting with stellar only templates at redshift fixed to ZBEST (chi2)	[ucd=stat.fit.chi2;stat.fit]
#Column	Mstar	(D12.5)	Stellar mass (assuming Salpeter IMF) and relevant uncertainty range. (MSTAR)	[ucd=stat.error;phys.mass]
#Column	e_Mstar	(D13.6)	Lower uncertainty on Mstar (MASTAR_MIN)	[ucd=stat.error]
#Column	E_Mstar	(D12.5)	Upper uncertainty on Mstar (MSTAR_MAX)	[ucd=stat.error;stat.max]
#Column	SFR	(D12.5)	Star-formation rate (SFR)	[ucd=phys.SFR]
#Column	e_SFR	(D12.5)	Lower uncertainty on SFR (SFR_MIN)	[ucd=stat.error;phys.SFR]
#Column	E_SFR	(D12.5)	Upper uncertainty on SFRX (SFR_MA)	[ucd=stat.error;stat.max]
#Column	chi2Neb	(D13.6)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(D12.5)	Stellar mass estimated from stellar plus nebular fits. (MASTAR_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(D12.5)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(D12.5)	star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(D12.5)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(D12.5)	Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	relFlag	(F14.11)	[0/1]? This flag is meant to provide a combined indication of the robustness of photometric and photo-z estimates (RELFLAG) (1)	[ucd=meta.code]
recno	ID	zbest	e_zbest	magnif	f_zbest	chi2	Mstar	e_Mstar	E_Mstar	SFR	e_SFR	E_SFR	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb	relFlag
     198	   198	 0.36549999999999999	 1.25500e-01	 1.00000000000	 0.0	 2.228700e-01	 1.95400e+00	 1.618000e-01	 4.12500e+00	 3.01800e-10	 0.00000e+00	 7.00900e-01	 2.238400e-01	 1.95200e+00	 1.61800e-01	 4.12500e+00	 3.01600e-10	 0.00000e+00	 7.00900e-01	 1.00000000000
     199	   199	 8.94999800000000079	 2.28000e-02	 2.06649400000	 0.0	 4.932200e-01	 2.25700e+01	 2.429000e-02	 9.90600e+01	 8.38500e+01	 4.56000e-01	 2.73200e+03	 4.927200e-01	 3.84400e+00	 2.42900e-02	 9.90600e+01	 1.68000e+02	 4.56000e-01	 2.73200e+03	 1.00000000000
     200	   200	 1.56400000000000006	 5.10000e-02	 2.72149100000	 0.0	 4.124300e+00	 2.55100e+00	 1.781000e+00	 3.22600e+00	 3.96400e-01	 1.80200e-01	 5.01200e-01	 4.140000e+00	 2.46800e+00	 1.78100e+00	 3.22600e+00	 3.83500e-01	 1.80200e-01	 5.01200e-01	 1.00000000000
     201	   201	 0.24500000000000000	 2.50000e-03	 1.00000000000	 0.0	 5.597000e-01	 1.05500e-02	 5.202000e-04	 1.04500e-01	 2.00000e-02	 0.00000e+00	 1.35300e+00	 6.670500e-01	 1.30800e-02	 5.20200e-04	 1.04500e-01	 7.91400e-03	 0.00000e+00	 1.35300e+00	 0.00000000000
     202	   202	 0.98699999999999999	 1.00000e-01	 1.46980200000	 0.0	 1.230100e+00	 3.38000e-01	 3.489000e-01	 1.78900e+00	 3.46700e+01	 1.22200e+00	 5.36100e+01	 1.487100e+00	 1.23000e+00	 2.91900e-01	 2.22700e+00	 1.98500e+00	 3.48200e-01	 5.36100e+01	 1.00000000000
     203	   203	 6.25499999999999989	 2.92500e-02	 1.98519600000	 0.0	 6.531900e+00	 3.62800e-01	 3.256000e-01	 1.79300e+00	 3.71400e+01	 1.57100e+01	 6.40500e+01	 8.147200e+00	 5.75600e-01	 3.13200e-01	 4.58100e+00	 2.15400e+01	 1.13400e+01	 9.39600e+01	 1.00000000000
     204	   204	 0.04100000000000000	 3.75000e-02	 1.00000000000	 0.0	 5.822800e-01	 1.52700e-03	 5.814000e-04	 3.92600e-02	 0.00000e+00	 0.00000e+00	 5.07100e-03	 5.836800e-01	 1.52700e-03	 5.81400e-04	 3.92600e-02	 0.00000e+00	 0.00000e+00	 5.07100e-03	 1.00000000000
     205	   205	 0.47199999999999998	 1.64500e-02	 1.00000000000	 0.0	 4.701900e-01	 3.78400e+00	 1.113000e+00	 6.23000e+00	 1.28000e-01	 4.80300e-02	 6.12000e-01	 3.764900e-01	 3.47300e+00	 1.11300e+00	 6.23000e+00	 1.95100e-01	 4.80300e-02	 6.12000e-01	 1.00000000000
     206	   206	 1.32650000000000001	 3.45000e-02	 1.65029000000	 0.0	 1.959000e-01	 2.12000e+02	 1.265000e+02	 3.07800e+02	 1.07400e+01	 2.82500e+00	 2.59700e+01	 2.066100e-01	 2.05800e+02	 1.26500e+02	 3.07800e+02	 1.04300e+01	 2.82500e+00	 2.59700e+01	 1.00000000000
     207	   207	 3.12015000000000020	 9.15000e-02	 3.07466700000	 0.0	 3.225200e-01	 2.66700e+00	 2.339000e-02	 9.39800e+00	 1.02000e+00	 1.92800e-07	 1.94400e+02	 3.228500e-01	 2.49200e+00	 2.33900e-02	 9.39800e+00	 9.52900e-01	 1.92800e-07	 1.94400e+02	 1.00000000000
     208	   208	 6.17499999999999982	 1.39500e-01	 1.96421400000	 0.0	 3.345700e+01	 1.95900e-01	 1.557000e-01	 1.20600e+01	 2.00600e+01	 3.15800e+00	 1.03100e+02	 3.352800e+01	 1.71400e-01	 1.55700e-01	 1.22300e+01	 1.75100e+01	 3.15800e+00	 1.03100e+02	 1.00000000000
     209	   209	 0.06650000000000000	 4.75000e-02	 1.00000000000	 0.0	 2.811500e-01	 1.14600e-02	 2.265000e-03	 3.28300e-01	 1.24700e-03	 0.00000e+00	 3.92500e-01	 2.586800e-01	 9.73000e-03	 2.26500e-03	 3.28300e-01	 2.26800e-03	 0.00000e+00	 3.92500e-01	 1.00000000000
     210	   210	 1.16025000000000000	 1.15000e-02	 1.47153800000	 0.0	 5.660900e-01	 3.40400e+00	 2.485000e+00	 4.87100e+00	 1.30700e+00	 1.03100e+00	 3.47000e+00	 3.173100e-01	 3.20900e+00	 2.48500e+00	 4.87100e+00	 1.23200e+00	 1.03100e+00	 3.47000e+00	 1.00000000000
     211	   211	 0.27200000000000002	 7.28850e-01	 1.00000000000	 0.0	 5.825900e-01	 5.13300e-03	 8.784000e-04	 1.93400e-01	 5.74900e-02	 0.00000e+00	 1.63400e+00	 4.764900e-01	 4.68000e-03	 8.78400e-04	 1.93400e-01	 5.24200e-02	 0.00000e+00	 1.63400e+00	 1.00000000000
     212	   212	 0.62875000000000003	 3.25000e-02	 1.07549900000	 0.0	 4.168300e+00	 2.03300e-01	 3.731000e-02	 4.08500e-01	 2.77000e-02	 4.33500e-03	 6.52300e+00	 2.527300e+00	 1.90400e-02	 0.00000e+00	 0.00000e+00	 1.96200e+00	 0.00000e+00	 0.00000e+00	 0.00000000000
     213	   213	 2.73450000000000015	 3.30000e-01	 3.01543100000	 0.0	 2.371900e+00	 5.46600e+00	 1.592000e+00	 1.24000e+01	 2.54900e+01	 6.67700e+00	 1.88900e+02	 2.495100e+00	 3.51800e+00	 1.59200e+00	 1.59900e+01	 9.68200e+00	 4.22500e+00	 1.98000e+02	 1.00000000000
     214	   214	 0.50000000000000000	 1.26000e-02	 1.00000000000	 0.0	 8.415300e-01	 8.93300e+00	 7.661000e+00	 1.32600e+01	 1.42300e-01	 1.60600e-02	 3.43500e-01	 8.181700e-01	 8.86700e+00	 7.66100e+00	 1.32600e+01	 1.41200e-01	 1.60600e-02	 3.43500e-01	 1.00000000000
     215	   215	 0.61809999999999998	 4.50000e-02	 1.06746200000	 0.0	 6.476600e-01	 5.52600e+00	 1.329000e+00	 8.35000e+00	 7.00000e+00	 3.16800e+00	 1.50000e+02	 6.218000e-01	 4.73400e+00	 1.32900e+00	 8.35000e+00	 8.98000e+00	 3.16800e+00	 1.50000e+02	 1.00000000000
     216	   216	 2.23499999999999988	 3.00000e-02	 1.73012400000	 0.0	 1.626600e+00	 3.11800e-01	 1.450000e-01	 4.56200e-01	 1.09000e+00	 5.78100e-01	 1.37400e+00	 1.884200e+00	 1.91500e-01	 8.49000e-02	 5.32900e-01	 7.87800e-01	 4.19700e-01	 1.34100e+01	 1.00000000000
     217	   217	 2.27625000000000011	 7.50000e-02	 2.21386500000	 0.0	 5.804700e-01	 8.38500e-02	 7.375000e-03	 8.30500e-01	 1.22700e-01	 2.79300e-02	 9.42500e+00	 6.677800e-01	 7.44700e-02	 7.37500e-03	 8.30500e-01	 1.08900e-01	 2.79300e-02	 9.42500e+00	 1.00000000000
     218	   218	 1.48999999999999999	 5.02000e-02	 2.61257300000	 0.0	 2.746300e-02	 5.84400e-01	 8.485000e-02	 2.82000e+00	 1.30500e-01	 1.88700e-03	 4.61700e+01	 5.294100e-02	 5.73100e-01	 8.48500e-02	 2.82000e+00	 9.40300e-02	 1.88700e-03	 4.61700e+01	 1.00000000000
     219	   219	 0.34150000000000003	 1.00000e-02	 1.00000000000	 0.0	 5.103200e-01	 6.74000e-03	 8.316000e-04	 5.59100e-02	 6.76100e-03	 5.36700e-08	 6.93700e-01	 3.018100e-01	 1.77200e-03	 8.31600e-04	 5.59100e-02	 1.81500e-01	 5.36700e-08	 6.93700e-01	 1.00000000000
     220	   220	 0.20000000000000001	 1.89500e-01	 1.00000000000	 0.0	 1.371600e+00	 9.42500e-02	 1.923000e-02	 4.41300e-01	 1.24800e-02	 5.30600e-03	 3.61300e+00	 1.369200e+00	 1.10100e-01	 1.92300e-02	 4.41300e-01	 1.09400e-02	 5.47000e-03	 3.61300e+00	 1.00000000000
     221	   221	 2.00000000000000000	 0.00000e+00	 1.97514200000	 1.0	 1.658900e+00	 1.37000e+00	 1.369000e+00	 1.50500e+00	 1.40400e+02	 1.22900e+02	 1.40400e+02	 3.740700e+00	 7.38400e-01	 5.03800e-01	 1.55000e+00	 4.35800e+01	 3.39100e+01	 5.19200e+01	 1.00000000000
     222	   222	 5.04999999999999982	 8.47500e-01	 9.08355100000	 0.0	 1.416700e+00	 3.06600e+01	 7.019000e+00	 4.07700e+01	 1.85500e+01	 2.30200e+00	 1.79200e+02	 1.399700e+00	 2.01800e+01	 7.84200e+00	 4.00600e+01	 2.57600e+01	 2.46900e+00	 1.18300e+02	 1.00000000000
     223	   223	 0.50949999999999995	 9.50000e-03	 1.00000000000	 0.0	 6.059500e-01	 2.69200e+00	 1.597000e+00	 4.56100e+00	 1.17300e-01	 2.12600e-02	 8.85000e-01	 5.332900e-01	 2.65700e+00	 1.59700e+00	 4.56100e+00	 1.15700e-01	 2.12600e-02	 8.85000e-01	 1.00000000000
     224	   224	 1.39999999999999991	 6.03000e-02	 2.00792100000	 0.0	 2.134600e+00	 9.77700e-01	 7.139000e-01	 4.66300e+00	 9.94000e+01	 3.28200e-01	 1.46300e+02	 1.391200e+00	 3.43200e-01	 0.00000e+00	 0.00000e+00	 2.07000e+01	 0.00000e+00	 0.00000e+00	 1.00000000000
     225	   225	 0.20399999999999999	 2.52000e-01	 1.00000000000	 0.0	 1.116200e+01	 1.93600e-01	 3.905000e-02	 7.02100e-01	 0.00000e+00	 0.00000e+00	 7.13700e-03	 1.118800e+01	 1.93400e-01	 3.81700e-02	 7.02100e-01	 0.00000e+00	 0.00000e+00	 7.13700e-03	 0.00000000000
     226	   226	 0.40250000000000002	 3.64500e-01	 1.00000000000	 0.0	 6.954300e-01	 5.24800e-01	 4.150000e-02	 1.21500e+00	 8.10800e-11	 0.00000e+00	 9.90500e-02	 6.943800e-01	 5.24500e-01	 4.15000e-02	 1.21500e+00	 8.10300e-11	 0.00000e+00	 9.90500e-02	 1.00000000000
     227	   227	 0.10249999999999999	 2.25000e-01	 1.00000000000	 0.0	 6.104700e-01	 3.14700e-02	 3.898000e-03	 3.82800e-01	 3.42400e-03	 2.33200e-04	 2.26800e+00	 6.329000e-01	 3.37900e-02	 3.89800e-03	 3.82800e-01	 3.02000e-03	 2.33200e-04	 2.26800e+00	 1.00000000000
     228	   228	 1.25550000000000006	 2.05265e+00	 1.45212500000	 0.0	 3.299900e+00	 7.29900e-01	 2.071000e-01	 9.85800e-01	 6.68900e-01	 6.04700e-02	 2.62500e+01	 2.791700e+00	 5.57600e-01	 0.00000e+00	 0.00000e+00	 8.68100e-01	 0.00000e+00	 0.00000e+00	 1.00000000000
     229	   229	 3.64650000000000007	 8.35000e-02	 1.87984400000	 0.0	 1.264000e+00	 1.88800e+00	 4.942000e-01	 3.54600e+00	 7.74400e-01	 4.61300e-01	 1.47400e+00	 1.287700e+00	 1.44500e+00	 3.47000e-01	 3.54600e+00	 5.92800e-01	 3.48700e-01	 1.51300e+00	 1.00000000000
     230	   230	 4.32099999999999973	 1.00000e-02	 2.33346400000	 0.0	 4.768600e-01	 2.32000e+00	 1.353000e-02	 1.86700e+01	 9.84800e-02	 1.53100e-04	 3.37700e+02	 4.791500e-01	 2.28900e+00	 1.35300e-02	 1.86700e+01	 9.71800e-02	 1.53100e-04	 3.37700e+02	 1.00000000000
     231	   231	 4.57000000000000028	 1.55300e-01	 2.50978000000	 0.0	 5.760400e-01	 3.32900e+00	 7.159000e-02	 1.64700e+01	 6.09500e+00	 1.98800e-02	 2.20900e+02	 5.875000e-01	 2.62400e+00	 7.15900e-02	 1.64700e+01	 6.17900e+00	 1.98800e-02	 2.20900e+02	 1.00000000000
     232	   232	 2.14500000000000002	 3.55000e-02	 1.68248400000	 0.0	 3.709300e+00	 1.66200e+00	 1.029000e+00	 2.79800e+00	 5.28900e-01	 2.59300e-01	 1.89700e+00	 3.751500e+00	 1.56200e+00	 1.02900e+00	 2.79800e+00	 4.97100e-01	 2.59300e-01	 2.07700e+00	 1.00000000000
     233	   233	 0.01000000000000000	 0.00000e+00	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 4.716000e-04	 1.57800e-01	 0.00000e+00	 0.00000e+00	 5.39700e-02	 1.000000e+30	 0.00000e+00	 4.71600e-04	 1.57800e-01	 0.00000e+00	 0.00000e+00	 5.39700e-02	 0.00000000000
     234	   234	 0.75500000000000000	 1.10500e-01	 1.17914000000	 0.0	 4.748400e+00	 3.86500e-01	 6.932000e-02	 8.82600e-01	 1.95100e-01	 9.58200e-02	 1.51400e+01	 4.811100e+00	 3.59600e-01	 6.12400e-02	 8.82600e-01	 1.81500e-01	 8.86100e-02	 1.51400e+01	 0.00000000000
     235	   235	 2.94150000000000000	 5.07100e-01	 4.64246700000	 0.0	 2.129700e+00	 1.21600e+00	 3.184000e-01	 8.41800e+00	 1.36400e+01	 8.51200e-01	 9.38800e+01	 2.088200e+00	 5.71200e-01	 3.43200e-01	 8.41800e+00	 8.98100e+00	 8.51200e-01	 6.88600e+01	 1.00000000000
     236	   236	 0.21900000000000000	 1.60000e-02	 1.00000000000	 0.0	 6.402000e-01	 1.47000e-02	 8.103000e-04	 4.34400e-02	 3.04700e-03	 4.22100e-05	 5.76900e-01	 6.703800e-01	 1.60400e-02	 8.10300e-04	 4.34400e-02	 2.65200e-03	 4.22100e-05	 5.76900e-01	 1.00000000000
     237	   237	 2.79700000000000015	 4.30000e-02	 2.19690800000	 0.0	 8.600400e-01	 5.32600e-01	 2.247000e-01	 1.73600e+00	 5.05900e-01	 1.54600e-01	 2.15400e+00	 1.000700e+00	 4.93300e-01	 2.24700e-01	 1.73600e+00	 4.68500e-01	 1.54600e-01	 2.15400e+00	 1.00000000000
     238	   238	 6.61559999999999970	 1.14949e-01	 8.64197300000	 0.0	 2.406300e-01	 1.54300e-01	 1.028000e-01	 3.12500e+02	 1.59100e+01	 4.67600e-01	 2.54300e+03	 2.493100e-01	 1.36900e-01	 1.02800e-01	 3.12500e+02	 1.34300e+01	 4.67600e-01	 2.54300e+03	 0.00000000000
     239	   239	 2.20149999999999979	 2.92500e-02	 1.68867300000	 0.0	 2.586900e+01	 2.85100e+00	 1.100000e+00	 4.97100e+00	 4.43000e-01	 1.29700e-03	 5.19400e+00	 2.621400e+01	 2.74300e+00	 1.05700e+00	 5.33300e+00	 4.26200e-01	 4.07100e-04	 5.78000e+00	 1.00000000000
     240	   240	 1.93949900000000008	 7.50000e-02	 3.80519500000	 0.0	 5.075000e-01	 7.38800e-01	 1.206000e-01	 3.23500e+00	 1.70300e-01	 4.56000e-02	 3.97400e+01	 5.014700e-01	 1.13500e+00	 1.20600e-01	 3.23500e+00	 1.88900e-01	 4.56000e-02	 3.97400e+01	 1.00000000000
     241	   241	 3.13945000000000007	 7.00000e-02	 1.80258300000	 0.0	 5.787200e-01	 6.13400e+00	 6.351000e-01	 1.54600e+01	 6.34300e+00	 2.43100e-07	 3.69600e+02	 6.054200e-01	 6.76600e+00	 6.35100e-01	 1.54600e+01	 5.04500e+00	 2.43100e-07	 3.69600e+02	 1.00000000000
     242	   242	 2.36799999999999988	 1.30400e+00	 4.27641700000	 0.0	 5.711500e-01	 2.30000e-02	 7.122000e-03	 6.70400e-01	 7.74300e-01	 1.15100e-01	 7.41900e+00	 4.778100e-01	 1.05400e-02	 7.12200e-03	 6.70400e-01	 4.95800e-01	 1.15100e-01	 7.41900e+00	 1.00000000000
     243	   243	 0.86499999999999999	 5.80850e-01	 1.60351800000	 0.0	 4.363900e-01	 2.61300e-01	 1.049000e-02	 9.57600e-01	 5.46500e-02	 1.47700e-30	 1.17800e+01	 4.628000e-01	 2.88800e-01	 1.04900e-02	 9.57600e-01	 3.26700e-02	 1.47700e-30	 1.17800e+01	 0.00000000000
     244	   244	 0.51000000000000001	 1.63000e-02	 1.00000000000	 0.0	 5.439800e-01	 3.89500e-01	 1.658000e-01	 6.90900e-01	 7.75200e-04	 0.00000e+00	 5.52600e-02	 5.444600e-01	 3.89000e-01	 1.65800e-01	 6.90900e-01	 7.74100e-04	 0.00000e+00	 5.52600e-02	 1.00000000000
     245	   245	 0.84999999999999998	 5.70000e-01	 1.54336000000	 0.0	 3.202900e-01	 7.79000e-03	 2.073000e-03	 3.27200e-01	 3.79200e-01	 4.55300e-32	 4.06900e+00	 3.905600e-01	 5.66600e-02	 2.07300e-03	 3.27200e-01	 2.28500e-02	 4.55300e-32	 4.06900e+00	 1.00000000000
     246	   246	 5.60250000000000004	 3.37550e+00	 1.93552500000	 0.0	 2.684300e+01	 1.84400e+00	 2.155000e-01	 2.45500e+01	 1.90000e+02	 4.35300e+00	 8.28500e+02	 2.844200e+01	 1.37100e+00	 1.29200e-01	 3.49600e+01	 5.16600e+01	 9.07600e-01	 1.16200e+03	 1.00000000000
     247	   247	 0.01000000000000000	 0.00000e+00	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 5.290000e-04	 1.83000e-01	 0.00000e+00	 0.00000e+00	 6.06300e-02	 1.000000e+30	 0.00000e+00	 5.29000e-04	 1.83000e-01	 0.00000e+00	 0.00000e+00	 6.06300e-02	 1.00000000000
     248	   248	 5.41500100000000018	 5.26500e-01	 1.93456000000	 0.0	 3.663600e+00	 1.05600e+01	 3.467000e+00	 2.11300e+01	 2.36200e+00	 1.73100e-01	 3.04000e+01	 3.670000e+00	 1.01900e+01	 3.46700e+00	 2.11300e+01	 2.28000e+00	 1.73100e-01	 3.07900e+01	 1.00000000000
     249	   249	 5.85294999999999987	 7.50000e-02	 9.22902600000	 0.0	 1.443300e+00	 5.64500e-01	 3.944000e-01	 7.71900e+00	 5.53800e+01	 1.97300e+01	 1.78800e+02	 1.548300e+00	 6.56700e-01	 3.94400e-01	 1.59700e+01	 3.16400e+01	 1.30800e+01	 1.82300e+02	 0.00000000000
     250	   250	 7.19500000000000028	 1.32185e+00	 1.97660600000	 0.0	 3.390100e+00	 5.99100e-01	 1.171000e-01	 1.48300e+01	 6.17400e+01	 3.92800e-01	 4.02200e+02	 3.508900e+00	 3.30800e-01	 7.58200e-02	 1.91900e+01	 3.24500e+01	 3.55500e-01	 5.83300e+02	 1.00000000000
     251	   251	 0.34250000000000003	 1.70750e-01	 1.00000000000	 0.0	 2.789600e+00	 1.69800e-01	 6.800000e-02	 8.68300e-01	 2.52400e-01	 8.56700e-02	 9.03500e+00	 2.628400e+00	 1.55400e-01	 6.82600e-02	 7.87500e-01	 2.94800e-01	 9.83800e-02	 9.03500e+00	 1.00000000000
     252	   252	 8.98499799999999915	 3.38250e+00	 1.96741900000	 0.0	 6.701600e+01	 4.48500e-01	 3.933000e-01	 3.90000e+01	 4.23100e+01	 6.57500e+00	 8.27000e+02	 6.758700e+01	 6.70900e-01	 3.93300e-01	 4.29000e+01	 3.23300e+01	 6.57500e+00	 8.46700e+02	 1.00000000000
     253	   253	 0.21400000000000000	 9.00000e-02	 1.00000000000	 0.0	 2.074000e+01	 1.10000e-01	 7.869000e-03	 4.27600e-01	 1.19900e-02	 6.39400e-05	 5.85700e+00	 2.092900e+01	 1.21700e-01	 7.86100e-03	 4.27600e-01	 1.00500e-02	 6.39400e-05	 5.85700e+00	 0.00000000000
     254	   254	 2.25654999999999983	 3.25000e-02	 1.83569400000	 0.0	 1.261700e-01	 1.51600e-01	 1.511000e-02	 1.99700e+00	 8.64000e-02	 4.19100e-05	 3.85900e+01	 1.533300e-01	 1.57700e-01	 1.51100e-02	 1.99700e+00	 5.01800e-02	 4.19100e-05	 3.85900e+01	 1.00000000000
     255	   255	 2.23214999999999986	 1.34000e-01	 1.66718400000	 0.0	 3.753800e-01	 7.15100e-02	 1.687000e-02	 2.39900e-01	 4.54000e-01	 2.97000e-01	 3.78400e+00	 4.669400e-01	 6.33900e-02	 1.68700e-02	 2.39900e-01	 4.03800e-01	 2.97000e-01	 3.78400e+00	 1.00000000000
     256	   256	 7.16349999999999998	 1.43050e+00	 1.90573000000	 0.0	 4.506400e+00	 1.18200e+00	 4.022000e-01	 8.16300e+00	 1.21800e+02	 7.90800e+00	 2.01100e+02	 4.913700e+00	 6.45700e-01	 2.40200e-01	 1.12400e+01	 6.33400e+01	 3.20200e+00	 4.63200e+02	 1.00000000000
     257	   257	 1.00000000000000000	 1.39450e-01	 1.44298800000	 0.0	 1.875900e+00	 2.15400e+00	 4.116000e-01	 4.47700e+00	 1.31700e+00	 6.22100e-01	 5.62000e+01	 1.937300e+00	 2.52300e+00	 4.11600e-01	 4.47700e+00	 8.45600e-01	 6.22100e-01	 5.62000e+01	 1.00000000000
     258	   258	 1.59949999999999992	 5.00000e-03	 3.25159600000	 0.0	 3.500200e-02	 7.24100e-02	 5.777000e-03	 5.68200e-01	 3.86000e-02	 2.55300e-04	 1.00500e+01	 5.429100e-02	 1.06800e-01	 5.77700e-03	 5.68200e-01	 4.10400e-02	 2.55300e-04	 1.00500e+01	 1.00000000000
     259	   259	 2.39500000000000002	 7.50000e-02	 5.29896800000	 0.0	 5.856100e-01	 2.93800e-01	 3.115000e-02	 2.44100e+00	 1.66000e-01	 1.58400e-03	 3.15900e+01	 6.274300e-01	 2.76600e-01	 3.11500e-02	 2.44100e+00	 1.56300e-01	 1.58400e-03	 3.15900e+01	 1.00000000000
     260	   260	 2.38005000000000022	 3.35000e-02	 1.70571200000	 0.0	 1.707500e-01	 4.99500e-01	 2.479000e-01	 2.79500e+00	 3.69500e-01	 2.06100e-01	 3.10800e+00	 2.885000e-01	 4.65700e-01	 2.47900e-01	 2.79500e+00	 3.44600e-01	 2.06100e-01	 3.10800e+00	 1.00000000000
     261	   261	 1.67670000000000008	 9.66500e-01	 1.56126200000	 0.0	 1.677000e+00	 4.97600e-02	 2.049000e-02	 3.45800e-01	 1.67300e+00	 2.23000e-01	 5.46500e+00	 2.417700e+00	 5.89800e-02	 1.64400e-02	 5.90600e-01	 3.74800e-01	 1.49200e-01	 6.97000e+00	 1.00000000000
     262	   262	 9.10720000000000063	 1.03650e+00	 9.34524300000	 0.0	 2.351900e-01	 1.12700e+06	 3.383000e-01	 1.58400e+06	 8.40000e+05	 2.77200e+00	 3.32200e+06	 2.351600e-01	 1.09700e+06	 3.38300e-01	 1.58400e+06	 8.17900e+05	 2.77200e+00	 3.32200e+06	 1.00000000000
     263	   263	 0.99000000953674316	 0.00000e+00	 1.37523500000	 1.0	 7.223000e-01	 4.60200e+01	 1.366000e+01	 5.58400e+01	 3.13100e+01	 2.21600e+01	 5.79500e+02	 7.592700e-01	 3.04200e+01	 2.26800e+01	 6.50800e+01	 6.51500e+01	 2.04700e+01	 1.07400e+02	 1.00000000000
     264	   264	 0.01000000000000000	 1.90000e-01	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 1.572000e-04	 5.59500e-02	 0.00000e+00	 0.00000e+00	 1.87500e-02	 1.000000e+30	 0.00000e+00	 1.57200e-04	 5.59500e-02	 0.00000e+00	 0.00000e+00	 1.87500e-02	 1.00000000000
