#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:27 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m1149cla&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m1149cla:
#Name: J/A+A/607/A30/m1149cla
#Title: Photometric catalogue (magnitudes) of MACSJ-1149 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	ID Source identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	l_B435	(A1)	[-] "-' for upper limit flag on B435	[ucd=meta.code.error]
#Column	B435	(F9.6)	? Magnitude in B435 band (AB)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] "-' for upper limit flag on V606	[ucd=meta.code.error]
#Column	V606	(F9.6)	? Magnitude in V606 band (AB)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] "-' for upper limit flag on I814	[ucd=meta.code.error]
#Column	I814	(F9.6)	? Magnitude in I814 band (AB)	[ucd=phot.mag;em.opt.I]
#Column	Y105	(D12.5)	? Magnitude in Y105 band (AB) (negative values are upper limit)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] "-' for upper limit flag on J125	[ucd=meta.code.error]
#Column	J125	(F9.6)	? Magnitude in J125 band (AB)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] "-' for upper limit flag on JH140	[ucd=meta.code.error]
#Column	JH140	(F9.6)	? Magnitude in JH140 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] "-' for upper limit flag on H160	[ucd=meta.code.error]
#Column	H160	(F9.6)	? Magnitude in H160 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] "-' for upper limit flag on Ks	[ucd=meta.code.error]
#Column	Ks	(F9.6)	? Magnitude in Ks band (AB)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] "-' for upper limit flag on IRAC1	[ucd=meta.code.error]
#Column	IRAC1	(F9.6)	? Magnitude in IRAC1 band (AB)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	l_IRAC2	(A1)	[-] "-' for upper limit flag on IRAC2	[ucd=meta.code.error]
#Column	IRAC2	(F9.6)	? Magnitude in IRAC2 band (AB)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_B435	(F9.6)	? Magnitude error on B435 band (AB)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Magnitude error on V606 band (AB)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Magnitude error on I814 band (AB)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Magnitude error on Y105 band (AB)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Magnitude error on J125 band (AB)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Magnitude error on JH140 band (AB)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Magnitude error on H160 band (AB)	[ucd=stat.error]
#Column	e_Ks	(D15.8)	? Magnitude error on Ks band (AB)	[ucd=stat.error]
#Column	e_IRAC1	(D15.8)	? Magnitude error on IRAC1 band (AB)	[ucd=stat.error]
#Column	e_IRAC2	(F12.9)	? Magnitude error on IRAC2 band (AB)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	l_B435	B435	l_V606	V606	l_I814	I814	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2
     195	   195	177.409424	+22.377115	 	25.855100	 	24.582900	 	24.369000	 2.45974e+01	 	24.703000	 	         	 	24.648800	 	24.200701	 	24.391764	 	24.473534	 0.056250	 1.35600e-02	 8.14600e-03	 5.36100e-02	 2.81800e-02	            	 4.56000e-02	 1.60603300e-01	 7.84516900e-02	 0.082482090
     196	   196	177.391113	+22.376972	-	29.546000	 	27.782500	 	26.681800	 2.61683e+01	 	26.201100	 	         	 	25.920600	 	25.421654	-	29.385902	-	29.502968	 1.086000	 1.42800e-01	 4.59200e-02	 1.67300e-01	 6.46300e-02	            	 9.20000e-02	 4.73798200e-01	 1.08570000e+00	 1.085700000
     197	   197	177.379105	+22.376970	 	         	 	         	 	         	 2.57555e+01	 	26.163800	 	         	 	25.810200	 	25.658468	 	25.733627	-	29.559376	         	            	            	 4.97200e-01	 2.49000e-01	            	 1.80600e-01	 5.87794500e-01	 3.24012400e-01	 1.085700000
     198	   198	177.376343	+22.378029	 	         	 	         	 	         	 2.23505e+01	 	22.199300	 	         	 	21.999600	 	22.038136	 	22.434017	 	22.544872	         	            	            	 4.08400e-02	 1.20800e-02	            	 1.87000e-02	 4.08119300e-02	 2.24405300e-02	 0.020447800
     199	   199	177.408447	+22.376987	 	28.109800	 	27.972100	 	27.402500	 2.67689e+01	 	26.820700	 	         	 	26.459100	-	24.257904	 	25.751921	-	29.264812	 0.340400	 1.96000e-01	 9.97800e-02	 3.36800e-01	 1.77600e-01	            	 1.93600e-01	 1.08570000e+00	 3.52431800e-01	 1.085700000
     200	   200	177.382965	+22.376984	 	 0.900300	 	 1.357200	 	 0.584500	-2.77686e+01	-	28.763700	 	         	 	26.963300	 	25.792692	-	29.448835	-	29.581644	 1.086000	 1.08600e+00	 1.08600e+00	 1.08600e+00	 1.08600e+00	            	 2.44200e-01	 5.87226900e-01	 1.08570000e+00	 1.085700000
     201	   201	177.395859	+22.377010	-	29.577400	 	28.931100	 	27.898400	 2.76441e+01	 	27.763800	 	         	 	27.157400	-	24.251574	 	26.176945	 	26.656889	 1.086000	 3.96300e-01	 1.34200e-01	 6.20900e-01	 2.58000e-01	            	 2.05600e-01	 1.08570000e+00	 5.75178000e-01	 0.732991000
     202	   202	177.375076	+22.377079	 	         	 	         	 	         	-2.52919e+01	 	25.685900	 	         	 	25.282700	 	26.105078	 	26.119127	 	24.532421	         	            	            	 1.08600e+00	 6.93100e-01	            	 7.37600e-01	 9.08147300e-01	 4.62019600e-01	 0.093352210
     203	   203	177.414764	+22.377138	 	26.481900	 	26.507000	 	25.944500	 2.54916e+01	 	25.436500	 	         	 	25.252800	 	25.563911	 	24.544722	 	24.287323	 0.080220	 5.22600e-02	 2.62000e-02	 1.02500e-01	 6.85800e-02	            	 8.62000e-02	 5.23978200e-01	 1.11707500e-01	 0.078303880
     204	   204	177.408157	+22.377155	 	27.041200	 	27.299900	 	27.022200	 2.65259e+01	 	26.213600	 	         	 	26.180800	-	24.217297	 	25.371899	 	25.313515	 0.137600	 1.09600e-01	 7.12500e-02	 2.64500e-01	 1.00700e-01	            	 1.60500e-01	 1.08570000e+00	 3.04559700e-01	 0.277190400
     205	   205	177.392975	+22.377728	 	27.975800	 	26.450800	 	25.283300	 2.48807e+01	 	24.617300	 	         	 	24.323200	 	24.095043	 	24.019678	 	24.282898	 0.496700	 8.10000e-02	 2.44100e-02	 9.67100e-02	 2.72900e-02	            	 3.38000e-02	 1.95065000e-01	 1.04728600e-01	 0.118058200
     206	   206	177.382034	+22.377270	 	         	 	         	 	         	 2.60807e+01	 	25.994000	 	         	 	25.659900	 	25.245003	 	25.356419	 	25.442387	         	            	            	 2.87500e-01	 8.84600e-02	            	 1.38500e-01	 4.64325300e-01	 2.59708300e-01	 0.243165400
     207	   207	177.407089	+22.377600	 	24.501300	 	24.531100	 	24.142900	 2.38229e+01	 	23.937200	 	         	 	23.651300	 	23.629850	 	23.435534	 	23.786991	 0.025160	 1.59600e-02	 8.74900e-03	 3.72100e-02	 1.89800e-02	            	 2.41000e-02	 1.14272700e-01	 4.30519100e-02	 0.056790250
     208	   208	177.404633	+22.377283	 	25.997200	 	26.028400	 	25.445000	 2.52063e+01	 	25.264900	 	         	 	25.212300	 	25.815815	 	24.988878	 	25.519609	 0.068010	 4.40600e-02	 2.14400e-02	 9.86700e-02	 4.86700e-02	            	 7.23000e-02	 7.96969400e-01	 1.55540200e-01	 0.238072500
     209	   209	177.393555	+22.377337	 	27.416800	 	27.254300	 	26.991100	 2.65156e+01	 	26.784800	 	         	 	26.356000	-	24.184013	 	26.631004	-	29.551077	 0.215500	 1.20700e-01	 7.87500e-02	 3.02100e-01	 1.48200e-01	            	 1.70900e-01	 1.08570000e+00	 6.77876400e-01	 1.085700000
     210	   210	177.397278	+22.377367	 	27.244900	 	26.706200	 	26.358300	 2.62814e+01	 	26.204900	 	         	 	25.986700	 	25.615509	-	27.499928	-	27.915653	 0.236300	 9.57700e-02	 5.80600e-02	 3.24800e-01	 1.02800e-01	            	 1.55000e-01	 5.77598300e-01	 1.08570000e+00	 1.085700000
     211	   211	177.413406	+22.377399	 	27.692000	 	27.549200	 	26.945100	 2.67661e+01	 	26.685100	 	         	 	25.976500	-	24.178852	 	24.599909	 	25.593105	 0.254900	 1.45500e-01	 7.21400e-02	 3.65100e-01	 2.03100e-01	            	 1.39600e-01	 1.08570000e+00	 1.11069600e-01	 0.256995200
     212	   212	177.399155	+22.377394	 	28.555200	 	27.913600	 	27.389300	 2.76785e+01	 	27.551900	 	         	 	26.634300	-	24.253761	-	29.543831	-	29.566938	 0.478400	 1.75900e-01	 9.29500e-02	 7.12200e-01	 2.19900e-01	            	 1.67200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     213	   213	177.376740	+22.377439	 	         	 	         	 	         	 2.51877e+01	 	25.096000	 	         	 	24.180100	 	25.128752	 	24.445879	 	23.813700	         	            	            	 3.33800e-01	 1.02700e-01	            	 6.20000e-02	 4.74224200e-01	 2.12018300e-01	 0.070808700
     214	   214	177.401611	+22.377481	 	28.133700	 	27.978300	 	28.098500	-2.85395e+01	 	27.827200	 	         	 	27.141100	-	24.347656	 	26.250715	-	29.576645	 0.236000	 1.31400e-01	 1.20500e-01	 1.08600e+00	 2.18200e-01	            	 1.80900e-01	 1.08570000e+00	 4.84570300e-01	 1.085700000
     215	   215	177.390671	+22.377617	 	28.862000	 	28.109300	 	27.053100	 2.68460e+01	 	26.460600	 	         	 	26.088900	 	25.948463	-	28.529045	-	28.700024	 0.750300	 2.44900e-01	 8.17900e-02	 3.99700e-01	 8.87000e-02	            	 1.34000e-01	 8.60653400e-01	 1.08570000e+00	 1.085700000
     216	   216	177.412704	+22.377628	 	27.900200	 	27.002800	 	26.848500	 2.68072e+01	 	26.760400	 	         	 	25.987900	 	25.791065	 	24.846706	 	25.686069	 0.398900	 1.20400e-01	 8.59300e-02	 4.94200e-01	 2.77300e-01	            	 2.11400e-01	 7.30414700e-01	 1.46153200e-01	 0.275056600
     217	   217	177.394684	+22.378622	 	26.018900	 	23.624200	 	22.422100	 2.19572e+01	 	21.710300	 	         	 	21.372100	 	21.106659	 	21.263378	 	21.622364	 0.153400	 1.22700e-02	 3.54300e-03	 1.30200e-02	 2.99800e-03	            	 3.00000e-03	 1.39385000e-02	 1.60533600e-02	 0.013376870
     218	   218	177.399292	+22.381422	 	23.709300	 	21.554600	 	20.228900	 1.96890e+01	 	19.432900	 	 2.887400	 	19.101800	 	18.730297	 	18.958420	 	19.342934	 0.046980	 4.65600e-03	 1.19400e-03	 2.50000e-03	 7.16700e-04	 1.08600e+00	 6.00000e-04	 2.32652300e-03	 7.91984700e-03	 0.006760102
     219	   219	177.402283	+22.379831	 	24.183300	 	23.170500	 	21.675000	 2.10093e+01	 	20.634400	 	         	 	20.167600	 	19.469059	 	19.057650	 	19.440643	 0.049940	 1.32300e-02	 2.95300e-03	 9.21100e-03	 2.14900e-03	            	 1.80000e-03	 4.75765200e-03	 1.05506900e-02	 0.008873085
     220	   220	177.387039	+22.378740	 	23.597300	 	23.109000	 	22.715500	 2.26440e+01	 	22.783700	 	         	 	22.658300	 	22.745073	 	22.978605	 	23.170485	 0.026010	 1.09500e-02	 5.89300e-03	 2.31400e-02	 7.70500e-03	            	 1.04000e-02	 6.66857000e-02	 5.37065500e-02	 0.046049780
     221	   221	177.396790	+22.378498	 	25.094200	 	23.468100	 	22.483900	 2.21746e+01	 	21.990600	 	         	 	21.706000	 	21.521435	 	21.873337	 	22.039877	 0.058110	 9.61500e-03	 3.28400e-03	 1.36100e-02	 3.66400e-03	            	 3.80000e-03	 1.94544300e-02	 5.61235000e-02	 0.050169500
     222	   222	177.404846	+22.377708	 	28.232300	 	28.299000	 	27.996800	 2.73172e+01	 	27.525800	 	         	 	26.671600	-	24.270111	 	26.654881	-	29.429760	 0.465000	 3.21600e-01	 2.09200e-01	 6.71100e-01	 3.90200e-01	            	 1.81300e-01	 1.08570000e+00	 7.64004300e-01	 1.085700000
     223	   223	177.390472	+22.377693	 	27.684500	 	26.721500	 	26.516700	 2.68690e+01	 	26.487100	 	         	 	25.871200	 	25.899015	 	25.643435	 	24.968405	 0.253600	 7.02900e-02	 4.86800e-02	 3.89300e-01	 8.37500e-02	            	 1.10500e-01	 7.96984700e-01	 4.48472100e-01	 0.210289400
     224	   224	177.386368	+22.378956	 	22.546700	 	22.063100	 	21.790800	 2.17346e+01	 	21.766300	 	         	 	21.628300	 	21.573669	 	21.955551	 	22.309284	 0.009794	 4.26200e-03	 2.45200e-03	 1.04200e-02	 3.33200e-03	            	 3.90000e-03	 2.43432600e-02	 1.84732900e-02	 0.018262320
     225	   225	177.407974	+22.377928	 	26.028400	 	25.534500	 	25.300300	 2.47445e+01	 	24.320100	 	         	 	23.765100	 	23.632130	 	23.240437	 	23.247446	 0.081310	 3.47200e-02	 2.30300e-02	 8.21700e-02	 2.67200e-02	            	 2.36000e-02	 1.05167400e-01	 3.52005200e-02	 0.034830670
     226	   226	177.396454	+22.377739	 	26.834200	 	27.075800	 	26.572700	 2.60528e+01	 	25.900400	 	         	 	25.247300	 	25.843319	-	27.230995	-	27.489847	 0.265100	 2.13400e-01	 1.15500e-01	 4.34400e-01	 1.29100e-01	            	 1.34700e-01	 8.64064900e-01	 1.08570000e+00	 1.085700000
     227	   227	177.384079	+22.377672	 	26.853400	 	26.130400	 	25.229500	 2.52027e+01	 	25.067100	 	         	 	24.755100	 	25.073000	 	24.890703	 	25.734341	 0.154000	 5.32200e-02	 2.01300e-02	 1.15400e-01	 3.83500e-02	            	 5.87000e-02	 4.05090600e-01	 1.42639900e-01	 0.273917600
     228	   228	177.394073	+22.378199	 	25.088800	 	24.916400	 	24.344100	 2.36113e+01	 	23.561900	 	         	 	23.299500	 	23.212538	 	22.810051	 	23.072060	 0.044020	 2.39800e-02	 1.17600e-02	 3.59100e-02	 1.07500e-02	            	 1.31000e-02	 8.53235100e-02	 3.82539900e-02	 0.035005650
     229	   229	177.415176	+22.378170	 	26.917300	 	25.056600	 	23.753900	 2.33082e+01	 	23.066900	 	         	 	22.721300	 	22.582514	 	22.654850	 	22.853212	 0.231800	 2.96000e-02	 7.89300e-03	 3.10500e-02	 1.42900e-02	            	 1.38000e-02	 4.60342900e-02	 2.08561200e-02	 0.021536970
     230	   230	177.385071	+22.377724	 	28.203600	 	26.013100	 	25.364700	 2.54953e+01	 	25.354900	 	         	 	25.085600	 	25.000742	 	24.673626	 	24.538851	 0.466300	 4.44200e-02	 2.10400e-02	 1.34100e-01	 5.03800e-02	            	 7.55000e-02	 3.63613500e-01	 1.20215300e-01	 0.092835770
     231	   231	177.378448	+22.377827	 	         	 	         	 	         	 2.46242e+01	 	24.515100	 	         	 	24.423200	 	24.986801	 	25.431993	 	24.474031	         	            	            	 2.14100e-01	 6.59600e-02	            	 1.21400e-01	 4.00289900e-01	 9.69167400e-01	 0.256034600
     232	   232	177.380569	+22.378084	 	         	 	         	 	         	 2.51252e+01	 	24.924500	 	         	 	24.394200	 	24.522678	 	23.772753	 	24.200451	         	            	            	 1.40800e-01	 4.42900e-02	            	 5.10000e-02	 2.33178700e-01	 5.31077100e-02	 0.070272160
     233	   233	177.394699	+22.378033	 	27.631600	 	25.908600	 	25.198400	 2.48660e+01	 	24.795500	 	         	 	24.437900	 	24.643553	-	28.111013	 	24.551861	 0.457300	 6.33600e-02	 2.81400e-02	 1.24800e-01	 3.94300e-02	            	 5.56000e-02	 3.21739500e-01	 1.08570000e+00	 0.217230600
     234	   234	177.387115	+22.377741	 	26.452500	 	26.600300	 	26.589000	 2.68791e+01	 	26.533700	 	         	 	26.316000	 	25.803955	-	28.276581	-	28.650425	 0.073420	 5.13200e-02	 4.13700e-02	 3.12600e-01	 7.39500e-02	            	 1.42100e-01	 6.90265400e-01	 1.08570000e+00	 1.085700000
     235	   235	177.390808	+22.377806	 	28.374000	 	28.122700	 	27.827800	 2.74487e+01	 	28.089400	 	         	 	27.037300	 	26.196163	 	25.819210	 	25.156492	 0.397200	 2.00800e-01	 1.32800e-01	 5.43400e-01	 3.01100e-01	            	 2.42700e-01	 9.41368000e-01	 5.13572600e-01	 0.253840000
     236	   236	177.379837	+22.377844	 	         	 	         	 	         	 2.65534e+01	 	26.104600	 	         	 	25.731400	 	25.961838	 	26.568653	 	25.697750	         	            	            	 2.76500e-01	 8.48300e-02	            	 1.01100e-01	 6.75124000e-01	 6.80921600e-01	 0.267609900
     237	   237	177.394531	+22.377859	-	30.488000	 	29.577500	 	29.342500	 2.89984e+01	 	28.129300	 	         	 	27.393700	 	25.969473	 	25.521593	-	28.608791	 1.086000	 3.18900e-01	 2.17500e-01	 9.63000e-01	 1.45900e-01	            	 8.73000e-02	 7.82411300e-01	 6.96326900e-01	 1.085700000
     238	   238	177.393051	+22.377924	-	29.740600	 	29.988200	 	28.297000	 2.73504e+01	 	27.627800	 	         	 	27.137400	-	24.187433	-	28.659189	-	28.816744	 1.086000	 8.82000e-01	 1.63900e-01	 4.04200e-01	 1.68200e-01	            	 1.87800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     239	   239	177.401306	+22.379738	 	25.501700	 	24.714300	 	23.449900	 2.30180e+01	 	22.761900	 	         	 	22.506700	 	22.259077	 	22.669346	 	22.963823	 0.126000	 4.01000e-02	 1.08300e-02	 4.29600e-02	 1.16100e-02	            	 2.32000e-02	 6.87947400e-02	 8.67660200e-02	 0.089237430
     240	   240	177.399017	+22.380194	 	24.089100	 	22.161200	 	21.015500	 2.05501e+01	 	20.353000	 	         	 	20.059900	 	19.753599	 	19.980190	 	20.367447	 0.046270	 5.74100e-03	 1.71000e-03	 6.15700e-03	 1.49600e-03	            	 1.30000e-03	 4.89789000e-03	 9.33574000e-03	 0.008380531
     241	   241	177.408371	+22.377993	 	25.686400	 	25.493700	 	24.826600	 2.43667e+01	 	24.455600	 	         	 	24.500800	 	24.319710	 	24.128334	 	24.345718	 0.061640	 3.35100e-02	 1.50400e-02	 5.75300e-02	 3.22600e-02	            	 5.85000e-02	 1.96453300e-01	 8.81453900e-02	 0.106348600
     242	   242	177.416794	+22.378038	 	28.058400	 	27.932800	 	26.890500	 2.68750e+01	 	26.172800	 	         	 	25.927700	-	24.350655	-	29.463957	 	24.215734	 0.344300	 1.99600e-01	 6.72900e-02	 4.53100e-01	 3.39100e-01	            	 2.48800e-01	 1.08570000e+00	 1.08570000e+00	 0.066498400
     243	   243	177.393341	+22.378038	-	29.573000	-	30.041700	 	28.664000	 2.77039e+01	 	27.076800	 	         	 	26.732800	-	24.162693	 	24.820490	 	24.711535	 1.086000	 1.08600e+00	 2.70100e-01	 6.54200e-01	 1.19200e-01	            	 1.38500e-01	 1.08570000e+00	 1.93594600e-01	 0.151306200
     244	   244	177.392563	+22.378164	 	27.486700	 	27.458100	 	26.932200	 2.68691e+01	 	26.782200	 	         	 	26.268800	-	24.140863	 	25.158844	 	24.441793	 0.171000	 1.05000e-01	 5.53400e-02	 3.02000e-01	 8.22800e-02	            	 9.80000e-02	 1.08570000e+00	 1.76758000e-01	 0.083050250
     245	   245	177.373489	+22.378862	 	         	 	         	 	         	 2.37840e+00	 	 2.120900	 	         	 	20.458500	 	21.919802	 	20.609749	 	20.506794	         	            	            	 1.08600e+00	 1.08600e+00	            	 4.27400e-01	 2.10790300e-02	 1.73549800e-02	 0.014994830
     246	   246	177.408752	+22.378195	 	26.755400	 	26.341400	 	26.343900	 2.65751e+01	 	25.953000	 	         	 	25.401400	 	25.360102	 	25.051409	 	25.433302	 0.110800	 5.00700e-02	 4.06000e-02	 2.95400e-01	 8.58100e-02	            	 7.66000e-02	 4.40161800e-01	 1.67358600e-01	 0.234962900
     247	   247	177.419495	+22.378927	 	24.218200	 	22.621400	 	21.400600	 2.09686e+01	 	20.679400	 	         	 	20.410300	 	20.255478	 	20.416140	 	20.606939	 0.029820	 5.70700e-03	 1.63600e-03	 6.84200e-03	 5.56700e-03	            	 3.20000e-03	 6.88036400e-03	 3.63832700e-02	 0.027133110
     248	   248	177.374527	+22.378212	 	         	 	         	 	         	 2.45893e+01	 	24.377700	 	         	 	23.736400	 	24.884464	 	24.915112	 	24.344536	         	            	            	 6.09600e-01	 2.11900e-01	            	 1.40800e-01	 3.29482400e-01	 2.78722100e-01	 0.146735500
     249	   249	177.413956	+22.378250	 	26.948000	 	26.689900	 	26.113000	 2.60667e+01	 	25.858500	 	         	 	25.726200	 	25.501074	 	25.039543	 	25.241800	 0.109500	 5.67300e-02	 2.78900e-02	 1.54300e-01	 7.29600e-02	            	 1.04100e-01	 5.11250600e-01	 1.45613900e-01	 0.176428600
     250	   250	177.404907	+22.378126	 	28.968300	 	26.497000	 	25.290300	 2.47579e+01	 	24.571500	 	         	 	24.210900	 	24.209297	 	24.208138	 	24.760937	 1.066000	 7.54400e-02	 2.16200e-02	 7.74600e-02	 2.91300e-02	            	 3.41000e-02	 1.85349100e-01	 8.03829400e-02	 0.124460200
     251	   251	177.378525	+22.378328	 	         	 	         	 	         	 2.67986e+01	 	27.115000	 	         	 	26.219900	-	24.478868	-	27.699898	-	28.337999	         	            	            	 5.18400e-01	 2.39200e-01	            	 1.76800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     252	   252	177.391373	+22.378275	 	28.147400	 	28.286700	 	27.131100	 2.69732e+01	 	26.476300	 	         	 	26.053500	-	24.115086	 	25.461647	 	25.349543	 0.377700	 2.76100e-01	 8.42800e-02	 4.25200e-01	 7.87800e-02	            	 8.96000e-02	 1.08570000e+00	 2.28536100e-01	 0.191542200
     253	   253	177.395233	+22.378420	-	29.389700	 	28.714400	 	27.633200	 2.73663e+01	 	27.106500	 	         	 	26.873700	 	26.265739	-	28.532497	-	28.976400	 1.086000	 3.82900e-01	 1.23900e-01	 5.67500e-01	 1.55400e-01	            	 2.53400e-01	 1.00763100e+00	 1.08570000e+00	 1.085700000
     254	   254	177.395828	+22.378439	 	28.273300	 	28.334000	 	27.984000	 2.78863e+01	 	27.229600	 	         	 	26.911400	-	24.169193	 	26.252300	 	26.452553	 0.446300	 3.01400e-01	 1.87000e-01	 1.00400e+00	 1.94400e-01	            	 2.91500e-01	 1.08570000e+00	 6.81217400e-01	 0.765062300
     255	   255	177.378952	+22.378448	 	         	 	         	 	         	 2.67550e+01	 	26.750600	 	         	 	26.218900	 	26.173759	-	28.835428	-	29.116356	         	            	            	 5.85400e-01	 1.89800e-01	            	 2.35800e-01	 9.19364000e-01	 1.08570000e+00	 1.085700000
     256	   256	177.398178	+22.378481	-	29.473100	 	28.248600	 	27.587500	 2.74609e+01	 	27.109900	 	         	 	26.745300	-	24.200670	-	28.955963	-	29.076025	 1.086000	 2.37700e-01	 1.10000e-01	 5.74400e-01	 1.46800e-01	            	 2.00600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     257	   257	177.387268	+22.378460	-	28.322400	 	27.469500	 	26.473700	 2.53744e+01	 	25.753400	 	         	 	25.536300	 	25.571499	-	27.914917	 	25.576448	 1.086000	 3.24800e-01	 1.12900e-01	 2.43300e-01	 1.04200e-01	            	 9.95000e-02	 5.87754400e-01	 1.08570000e+00	 0.677994100
     258	   258	177.418182	+22.378521	 	28.683700	 	26.847400	 	25.709200	 2.54487e+01	 	25.198900	 	         	 	24.868800	 	24.947523	 	24.724937	 	24.029184	 0.586400	 7.70600e-02	 2.33400e-02	 1.27800e-01	 1.36400e-01	            	 8.63000e-02	 2.87721800e-01	 1.19529700e-01	 0.059128860
     259	   259	177.409332	+22.379490	 	24.334200	 	24.205800	 	23.113500	 2.28416e+01	 	22.665800	 	         	 	22.477600	 	22.369293	 	22.062304	 	22.458261	 0.034330	 1.96500e-02	 6.15200e-03	 2.78200e-02	 1.06500e-02	            	 1.42000e-02	 4.86387800e-02	 1.35461600e-02	 0.016732340
     260	   260	177.402679	+22.378710	 	27.033000	 	25.383400	 	24.038900	 2.36549e+01	 	23.429700	 	         	 	23.122400	 	23.055676	 	23.011408	 	23.349350	 0.305200	 4.50900e-02	 1.14100e-02	 4.66800e-02	 1.29400e-02	            	 1.52000e-02	 8.42393600e-02	 5.27450700e-02	 0.049296220
     261	   261	177.405426	+22.378536	 	26.232700	 	26.127000	 	25.420900	 2.49594e+01	 	24.808500	 	         	 	24.706300	 	24.579945	 	24.042166	 	24.605093	 0.079470	 4.61100e-02	 2.01700e-02	 7.72000e-02	 3.08400e-02	            	 4.46000e-02	 2.26259100e-01	 6.07030100e-02	 0.098831290
     262	   262	177.407135	+22.378738	 	27.957900	 	27.954500	 	27.909700	 2.83644e+01	 	27.950300	 	         	 	26.914300	-	24.438414	-	29.452618	-	29.459536	 0.175300	 1.12300e-01	 8.77500e-02	 7.88400e-01	 2.59400e-01	            	 2.55600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     263	   263	177.384567	+22.378756	 	28.760300	 	28.335600	 	28.248600	-2.83651e+01	 	28.404000	 	         	 	27.808700	-	24.323648	-	29.225107	-	29.362162	 0.486800	 2.16100e-01	 1.72400e-01	 1.08600e+00	 3.57500e-01	            	 3.18700e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     264	   264	177.409882	+22.378544	 	26.536500	 	26.108400	 	25.303100	 2.51345e+01	 	25.174200	 	         	 	24.912000	 	24.976624	 	24.811022	 	25.797951	 0.115200	 5.14800e-02	 2.08400e-02	 1.04600e-01	 5.01600e-02	            	 6.61000e-02	 3.77746600e-01	 1.38769800e-01	 0.319965200
