#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-29T01:02:52 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-29T01:02:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII%2F26D%2Fcatalog&-out=UGC%2C_RAJ2000%2C_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7026
#Name: VII/26D
#Title: Uppsala General Catalogue of Galaxies (UGC) (Nilson 1973)
#INFO	ivoid=ivo://cds.vizier/vii/26d	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/26d	    IVOID of underlying data collection
#INFO	creator=Nilson P.	    First author or institution
#INFO	cites=1973UGC...C......0N	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/26D	    Dataset landing page
#INFO	publication_date=2003-07-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_26D_catalog:
#Name: VII/26D/catalog
#Title: UGC catalogue
#Column	UGC	(I5)	[1/12921]+= UGC number	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
UGC	_RAJ2000	_DEJ2000
 3559	102.6746	+34.0576
 3560	102.6956	+33.4741
 3561	102.8385	+49.8738
 3562	102.7204	+33.4407
 3563	103.0766	+63.0898
 3564	102.6456	+16.3574
 3565	102.6370	 +9.6574
 3566	102.8835	+41.7567
 3567	102.9481	+48.5066
 3568	102.9945	+50.4064
 3569	103.1121	+57.1727
 3570	102.7780	+12.9068
 3571	102.9169	+29.0730
 3572	103.0865	+49.7226
 3573	102.9571	+27.4895
 3574	103.2871	+57.1885
 3575	103.6936	+70.7541
 3576	103.2896	+50.0216
 3577	103.5535	+65.2043
 3578	103.0898	+15.2553
 3579	103.3088	+47.1881
 3580	103.8699	+69.5865
 3581	104.6799	+80.0013
 3582	103.2494	+12.1879
 3583	103.2733	+16.9211
 3584	103.3295	+27.0877
 3585	103.4059	+27.3207
 3586	103.3622	+14.7540
 3587	103.4607	+19.3036
 3588	103.6438	+45.7199
 3589	103.6020	+26.6864
 3590	103.6477	+30.0696
 3591	103.6796	+34.8695
 3592	103.7958	+40.3357
 3593	103.8009	+40.9523
 3594	103.7086	+23.5025
 3595	104.0084	+55.4017
 3596	103.8661	+39.7687
 3597	103.9408	+47.9352
 3598	104.1224	+60.6514
 3599	103.7876	+24.2188
 3600	103.9106	+39.0685
 3601	103.9429	+40.0017
 3602	103.8680	+15.9350
 3603	104.0662	+45.5012
 3604	105.5887	+80.9474
 3605	103.9579	+13.9345
 3606	104.4627	+63.6833
 3607	104.0955	 +6.2671
 3608	104.3997	+46.4163
 3609	104.8303	+69.2819
 3610	104.5729	+57.9825
 3611	104.2914	+20.4330
 3612	104.4102	+39.0828
 3613	104.3059	+13.5496
 3614	104.5615	+45.0655
 3615	104.5100	+35.7322
 3616	104.4547	+22.8823
 3617	104.4311	+13.5990
 3617	111.2246	+87.7329
 3618	104.6628	+45.2150
 3619	104.6243	+34.2150
 3620	105.7224	+76.5954
 3621	104.7845	+14.2973
 3622	104.8909	+33.0137
 3623	104.9576	+35.4468
 3624	104.9564	+27.5633
 3625	105.2275	+51.3459
 3626	105.6713	+70.9615
 3627	105.2517	+51.2791
 3628	105.1809	+38.6291
 3629	105.3886	+42.6449
 3630	105.2498	 +1.9117
 3631	105.4204	+29.8945
 3632	106.5439	+77.8918
 3633	105.6430	+50.5939
 3634	105.4084	+14.1277
 3635	105.4239	+17.1777
 3636	106.4516	+75.4584
 3637	105.4639	 +4.9273
 3638	105.7545	+49.4267
 3639	105.6133	+19.9602
 3640	105.7191	+37.1266
 3641	105.5941	+11.2268
 3642	106.0920	+64.0256
 3643	105.9575	+53.7925
 3644	106.3979	+71.0581
 3645	105.9934	+50.6756
 3646	106.0632	+54.2254
 3647	106.1964	+56.5248
 3648	106.3683	+64.1077
 3649	105.9910	+29.2585
 3650	106.0480	+37.6917
 3651	106.1122	+45.3416
 3652	105.9762	+22.3752
 3653	108.6185	+84.3856
 3654	109.4721	+85.7169
 3655	106.2197	+46.1411
 3656	106.0807	+18.5413
 3657	106.8521	+71.1893
 3658	106.1758	+17.6075
 3659	106.4167	+50.5903
 3660	106.6368	+63.8731
 3661	109.7591	+85.7657
 3662	106.4906	+50.5066
 3663	106.4935	+50.7566
 3664	106.3702	+33.8235
 3665	106.9934	+71.5554
 3666	107.2163	+75.3715
 3667	106.5587	+39.1727
 3668	108.0765	+80.9857
 3669	109.7639	+85.4651
 3670	109.8664	+85.5982
 3671	107.6958	+78.4199
 3672	106.6224	+30.3556
 3673	106.7316	+44.8387
 3674	106.6680	+25.4553
 3675	107.5313	+74.9033
 3676	106.6841	+23.8885
 3677	107.5868	+75.3364
 3678	106.6847	+19.3718
 3679	106.8560	+44.7881
 3680	106.9942	+52.9210
 3681	107.0416	+50.6707
 3682	106.8082	+14.1712
 3683	107.0434	+46.1206
 3684	107.0984	+51.2538
 3685	107.2595	+61.6034
 3686	107.0985	+46.6537
 3687	107.1409	+50.6202
 3688	106.9528	+13.0872
 3689	107.0788	+35.1702
 3690	107.2509	+53.4698
 3691	106.9881	+15.1703
 3692	107.1190	+29.8866
 3693	107.1564	+18.7696
 3694	107.1620	+32.7031
 3695	107.2934	+48.6195
 3696	107.3435	+48.6359
 3697	107.8531	+71.8347
 3698	107.3266	+44.3859
 3699	107.3853	+50.1691
 3700	107.4709	+54.9688
 3701	107.9191	+72.1678
 3702	107.2867	+28.7025
 3703	107.3364	+36.2857
 3704	107.6373	+61.7850
 3705	108.0372	+73.4507
 3706	107.4606	+47.9020
 3707	107.2482	 +6.9357
 3708	107.3158	+20.5856
 3709	107.3411	+20.6354
 3710	107.3864	+28.6687
 3711	107.5519	+44.4515
 3712	107.8177	+63.2009
 3713	107.6341	+50.1012
 3714	108.1478	+71.7500
 3715	111.4261	+86.2256
 3716	107.6119	+39.7345
 3717	108.3084	+73.8328
 3718	107.6368	+39.7177
 3719	107.7414	+48.5007
 3720	107.7597	+50.1673
 3721	107.8962	+59.7170
 3722	107.8620	+54.3836
 3723	107.6980	+34.4173
 3724	107.8634	+48.2335
 3725	107.9308	+49.8499
 3726	107.7699	+25.9168
 3727	107.8226	+26.3833
 3728	107.8452	+30.1666
 3729	107.9103	+39.5664
 3730	108.5854	+73.4648
 3731	107.9141	+29.1829
 3732	108.0279	+41.7659
 3733	108.1285	+51.8323
 3734	108.1021	+47.1657
 3735	108.0137	+33.0825
 3736	108.0805	+23.3820
 3737	108.1074	+23.7319
 3738	108.0495	 +7.2487
 3739	109.1352	+75.7626
 3740	111.7134	+85.7566
 3741	108.4593	+50.2474
 3742	108.3521	+35.1143
 3743	108.3808	+35.6475
 3744	108.3070	+18.9976
 3745	108.3539	+27.5308
 3746	108.5961	+55.1469
 3747	108.2984	+12.2642
 3748	108.8449	+65.4296
 3749	108.9453	+67.9793
 3750	108.8820	+64.9460
 3751	108.4536	+23.0803
 3752	108.5281	+35.2801
 3753	108.4795	+23.2469
 3754	108.4486	+12.3302
 3755	108.4648	+10.4968
 3756	108.6038	+35.3965
 3757	108.7422	+48.7294
 3758	108.7620	+50.5294
 3759	109.0260	+64.7287
 3760	108.5892	 +5.0628
 3761	108.7733	+38.1291
 3762	109.4791	+73.8608
 3763	108.7745	+34.7957
 3764	109.2167	+67.1113
 3765	109.0198	+56.8117
 3766	108.7214	+16.9623
 3767	108.6973	 +6.7957
 3768	108.7213	 +6.5789
 3769	108.7443	 +0.7620
 3770	108.8552	+23.4285
 3771	109.4875	+70.5270
 3772	108.8872	+15.1282
 3773	109.0853	+39.7610
 3774	109.0617	+32.9276
 3775	108.9725	+12.1278
 3776	109.1686	+33.9938
 3777	109.1672	+29.8604
 3778	109.2341	+28.5435
 3779	109.3683	+33.9762
 3780	109.3690	+34.0762
 3781	109.4946	+40.9925
 3782	109.4045	+23.3593
 3783	109.4871	+24.7422
 3784	109.4978	+26.6422
 3785	109.4275	 +7.9423
 3786	109.5471	+30.7087
 3787	109.4857	 +9.6754
 3788	109.6023	+31.5585
 3789	109.8850	+59.3745
 3790	109.6261	+31.3750
 3791	109.6257	+27.1583
 3792	109.8190	+51.3079
 3793	109.8980	+57.1577
 3794	110.7089	+77.8225
 3795	109.9723	+57.1240
 3796	110.0506	+60.2571
 3797	110.0595	+59.3737
 3798	113.1488	+85.7165
 3799	110.0144	+53.0070
 3800	110.1110	+56.4067
 3801	110.2704	+63.6396
 3802	109.9480	+30.9235
 3803	109.9973	+22.0899
 3804	110.6793	+71.6050
 3805	110.0007	+17.9398
 3806	110.1016	+22.9061
 3807	110.3608	+54.6888
 3808	110.2639	+25.1720
 3809	111.6516	+80.1689
 3810	110.4450	+46.8382
 3811	110.4291	+35.7381
 3812	110.5698	+49.2877
 3813	110.3524	+13.2548
 3814	110.5946	+49.2709
 3815	113.7487	+85.5468
 3816	110.8106	+58.0869
 3817	110.6781	+45.1038
 3818	110.6733	+41.6537
 3819	110.5143	 +5.1373
 3820	110.5970	+17.2704
 3821	110.6217	+22.0703
 3822	110.7908	+37.4531
 3823	110.7052	+18.9033
 3824	110.7243	+22.5699
 3825	110.8711	+41.4195
 3826	111.1252	+61.6856
 3827	110.7973	+22.2029
 3828	111.1580	+57.9853
 3829	110.9379	+33.4191
 3830	110.8777	 +2.6190
 3831	111.2456	+49.4846
 3832	111.3169	+53.4344
 3833	111.1837	+32.8179
 3834	112.5217	+79.8648
 3835	111.2555	+23.7842
 3836	111.6940	+64.8165
 3837	111.3844	+36.6671
 3838	112.0437	+72.5655
 3839	111.2843	 +9.5005
 3840	111.3312	+19.1671
 3841	111.4407	+29.9667
 3842	111.4059	+19.1167
 3843	111.4358	+20.0833
 3844	111.6354	+43.2827
 3845	111.6703	+47.0993
 3846	112.3960	+75.5143
 3847	112.0987	+69.1816
 3848	111.6396	+33.7992
 3849	111.6640	+37.3658
 3850	112.0558	+63.2648
 3851	112.2237	+69.1977
 3852	112.3455	+72.1308
 3853	111.8834	+48.4484
 3854	111.7895	+33.8152
 3855	112.0644	+58.5312
 3856	111.7621	+20.3651
 3857	111.8643	+33.7982
 3858	112.6973	+73.6294
 3859	112.7020	+73.7127
 3860	112.0639	+40.7474
 3861	112.2586	+58.2136
 3862	111.9620	+20.3809
 3863	112.2149	+49.1302
 3864	112.7371	+72.5124
 3865	112.2856	+51.0300
 3866	112.1458	+30.9302
 3867	112.3913	+57.1463
 3868	112.2343	+40.1966
 3869	112.1586	+24.4801
 3870	112.2140	+33.8133
 3871	112.3008	+42.2630
 3872	112.2642	+33.8464
 3873	112.2128	+20.5631
 3874	112.2470	+26.9130
 3875	112.4562	+52.7959
 3876	112.3027	+27.9128
 3877	112.3072	+14.4126
 3878	113.0815	+72.9275
 3879	112.4379	+33.6789
 3880	112.4635	+37.4455
 3881	112.5932	+49.5119
 3882	112.6672	+55.5617
 3883	112.3730	 +7.0956
 3884	112.5150	+34.0119
 3885	112.7787	+59.4947
 3886	112.8609	+62.4778
 3887	112.6039	+36.0949
 3888	112.7496	+39.0110
 3889	113.4682	+73.6426
 3890	115.0068	+83.7890
 3891	112.6846	 +9.6442
 3892	112.7755	+13.0605
 3893	113.2679	+65.0094
 3894	113.2949	+65.0926
 3895	112.8160	 +0.0435
 3896	112.9761	+18.3430
 3897	113.3296	+59.6422
 3898	113.4536	+65.4586
 3899	113.1498	+35.6091
 3900	113.1152	+10.8923
 3901	113.4639	+49.2913
 3902	113.3479	+31.4915
 3903	113.3051	+19.1915
 3904	113.3672	+30.5581
 3905	113.7092	+62.5406
 3906	114.1623	+74.4562
 3907	113.4590	+37.0077
 3908	113.8526	+66.4069
 3909	114.2170	+73.7059
 3910	113.5222	+31.4074
 3911	113.5251	+23.1073
 3912	113.5612	 +4.5402
 3913	113.7103	+33.5232
 3914	113.6503	+18.2733
 3915	113.7212	+31.2732
 3916	113.6971	+22.5731
 3917	113.7558	+32.8230
 3918	114.2043	+65.6052
 3919	114.2278	+64.5551
 3920	113.8291	+19.0558
 3921	114.5019	+70.8710
 3922	114.1562	+55.0550
 3923	114.1845	+55.3049
 3924	113.8930	+11.5388
 3925	113.9183	+11.6054
 3926	114.0573	+33.1217
 3927	114.3524	+59.7043
 3928	114.4208	+59.3373
 3929	114.9718	+75.4361
 3930	114.2208	+35.2376
 3931	114.1481	+17.8877
 3932	114.2456	+22.3540
 3933	114.3696	+41.9371
 3934	114.3734	+35.6536
 3935	114.4581	+46.4035
 3936	114.2774	+13.6038
 3937	114.3981	+35.6035
 3938	114.2853	 +9.9037
 3939	114.3333	+19.9703
 3940	114.9868	+71.1688
 3941	114.3297	+14.0869
 3942	114.4206	+27.0366
 3943	114.7917	+59.1690
 3944	114.6367	+37.6358
 3945	115.1049	+69.0681
 3946	114.5055	 +3.3027
 3947	114.7615	+33.9186
 3948	114.9442	+54.3182
 3949	114.9299	+48.7347
 3950	114.6757	 +2.2186
 3951	115.2598	+66.8840
 3952	114.7806	+19.5016
 3953	115.0950	+57.9009
 3954	114.9712	+39.0177
 3955	114.8555	 +8.9012
 3956	114.9561	+24.4676
 3957	115.2331	+55.4169
 3958	115.1379	+34.2169
 3959	115.1723	+39.2168
 3960	115.0996	+23.2669
 3961	115.2934	+47.6665
 3962	115.1283	+13.8667
 3963	115.3859	+51.6995
 3964	115.0839	 -1.5833
 3965	115.3126	+34.2161
 3966	115.3536	+40.0994
 3967	115.6351	+62.9321
 3968	115.7149	+66.2486
 3969	115.2980	+27.6161
 3970	115.6817	+61.5485
 3971	115.7307	+60.1649
 3972	116.1600	+73.8139
 3973	115.6393	+49.7983
 3974	115.4670	+16.7986
 3975	116.2050	+72.7970
 3976	115.6593	+40.9147
 3977	115.8171	+52.3309
 3978	115.9907	+62.0638
 3979	116.1665	+67.2633
 3980	115.6743	+18.3310
 3981	115.9781	+56.9804
 3982	115.9120	+49.6471
 3983	115.9422	+52.3637
 3984	116.3089	+70.0462
 3985	115.9614	+49.5969
 3986	115.8701	+31.5303
 3987	115.8722	+22.9302
 3988	116.0924	+47.7463
 3989	116.1597	+53.8461
 3990	116.0792	+40.3462
 3991	116.4236	+65.7621
 3992	118.5591	+84.6240
 3993	118.7270	+84.9403
 3994	118.8647	+85.1734
 3995	116.0314	+29.2296
 3996	116.0456	+31.6462
 3997	116.1542	+40.3625
 3998	116.3154	+56.1788
 3999	116.3247	+53.0787
 4000	116.2761	+46.0621
 4001	116.5964	+62.4612
 4002	116.4751	+50.9947
 4003	116.6070	+58.9610
 4004	116.2392	 -0.3717
 4005	116.3007	 +7.9282
 4006	116.3148	+11.0615
 4007	116.5971	+48.3441
 4008	116.6389	+44.7772
 4009	116.7357	+54.0603
 4010	116.4376	 +4.9609
 4011	116.7388	+52.2602
 4012	116.8320	+59.0100
 4013	116.8903	+60.9265
 4014	117.3313	+74.3255
 4015	116.9668	+62.3096
 4016	116.7182	+39.0100
 4017	116.7182	+39.0100
 4018	116.7371	+41.5433
 4019	117.1020	+66.9259
 4020	117.0063	+59.0093
 4021	117.1345	+65.3423
 4022	116.9200	+48.2093
 4023	117.2062	+66.1920
 4024	117.1387	+62.1921
 4025	116.7228	 +7.2930
 4026	116.8425	+26.9260
 4027	117.1665	+54.6084
 4028	117.7291	+74.3405
 4029	117.0609	+34.3418
 4030	117.0494	+28.2085
 4031	117.0976	+23.2248
 4032	117.1353	+30.1414
 4033	117.4459	+61.3408
 4034	117.3144	+30.8907
 4035	117.5255	+55.3736
 4036	117.9783	+73.0059
 4037	118.0833	+73.5888
 4038	117.3918	+26.9070
 4039	117.4088	+29.9402
 4040	117.4579	+33.9568
 4041	118.1533	+73.5052
 4042	117.4842	+30.0233
 4043	117.6866	+54.3562
 4044	117.4504	+18.8233
 4045	117.5358	+34.4231
 4046	117.5379	+30.6730
 4047	117.5382	+30.7230
 4048	117.5040	+19.5730
 4049	117.8461	+56.9222
 4050	118.2297	+72.0380
 4051	117.8374	+50.1554
 4052	117.8381	+50.2221
 4053	117.6386	+16.3724
 4054	117.7254	+23.8888
 4055	117.7831	+34.0554
 4056	117.8704	+42.8718
 4057	118.5266	+74.4037
 4058	117.7461	+17.9720
 4059	118.1664	+62.5377
 4060	117.8775	+14.0214
 4061	117.9683	+27.3045
 4062	118.1642	+50.4040
 4063	121.2628	+85.8139
 4064	118.0355	+30.3709
 4065	118.2461	+55.2204
 4066	119.0516	+78.0020
 4067	118.7286	+72.6193
 4068	118.2238	+40.1535
 4069	118.2708	+39.7533
 4070	118.3617	+50.2198
 4071	118.4038	+51.8030
 4072	118.4163	+52.8863
 4073	118.5237	+55.4859
 4074	118.5576	+54.2524
 4075	118.6451	+60.1855
 4076	118.7235	+63.0020
 4077	118.3550	+14.6193
 4078	121.0038	+84.6301
 4079	118.7509	+55.7016
 4080	119.2352	+73.7839
 4081	118.6122	+38.6519
 4082	118.7088	+50.0350
 4083	118.8327	+56.2179
 4084	118.6308	+29.7016
 4085	118.8204	+53.3346
 4086	118.5872	+16.2017
 4087	118.7485	+43.4847
 4088	118.8823	+56.2011
 4089	118.6008	+13.7349
 4090	118.6149	+16.8016
 4091	118.5850	 +4.4516
 4092	119.0147	+58.4339
 4093	119.0704	+60.3004
 4094	119.1593	+63.6002
 4095	119.2319	+66.6000
 4096	118.8392	+26.7341
 4097	119.2209	+60.3664
 4098	119.3766	+66.4327
 4099	118.9534	+24.7002
 4100	121.5656	+84.7779
 4101	119.1400	+45.5497
 4102	119.7375	+73.8984
 4103	120.1923	+79.3641
 4104	119.3151	+58.5326
 4105	119.0904	+27.0163
 4106	119.1704	+39.9328
 4107	119.2525	+49.5660
 4108	119.3740	+59.0991
 4109	119.0663	+11.6663
 4110	119.5074	+56.3651
 4111	119.5118	+56.6817
 4112	119.1979	 +7.4823
 4113	119.3152	+31.4821
 4114	119.4878	+52.8651
 4115	119.2535	+14.3988
 4116	119.2983	+23.7821
 4117	119.3675	+35.9319
 4118	119.3232	+23.7653
 4119	119.4214	+32.5650
 4120	119.5439	+39.8312
 4121	119.7313	+58.0642
 4122	119.7477	+59.1141
 4123	119.4801	+25.1480
 4124	119.7732	+59.1474
 4125	119.6044	+37.7809
 4126	119.5799	+25.1309
 4127	119.6501	 +8.0304
 4128	120.0410	+60.2796
 4129	123.2540	+86.1561
 4130	119.7497	+24.1468
 4131	119.7913	+31.7967
 4132	119.7980	+32.9134
 4133	120.0058	+56.3796
 4134	120.0554	+56.3627
 4135	119.8261	+24.4465
 4136	119.9797	+47.4128
 4137	120.5103	+73.0284
 4138	119.8646	+27.0297
 4139	119.8374	+16.4297
 4140	119.8452	+18.1130
 4141	119.7882	 -0.6369
 4142	119.9037	+24.9628
 4143	119.9750	+33.2960
 4144	119.8726	 +7.4461
 4145	119.9075	+15.3794
 4146	120.2460	+59.1287
 4147	119.9465	+18.4126
 4148	120.0853	+42.1790
 4149	119.8838	 -1.6707
 4150	120.0928	+39.8289
 4151	121.0129	+77.8270
 4152	119.9647	 +5.6124
 4153	120.3848	+61.4115
 4154	120.0224	+13.1456
 4155	120.0871	+26.6121
 4156	120.0875	+26.6954
 4157	120.1744	+37.1952
 4158	120.1405	+22.3951
 4159	120.4841	+61.3944
 4160	120.1917	+27.4950
 4161	120.4567	+56.5611
 4162	120.1876	+16.5282
 4163	120.3506	+44.1779
 4164	120.5077	+56.6442
 4165	120.4864	+50.7608
 4166	121.0348	+74.0430
 4167	120.3298	+25.2777
 4168	120.5866	+56.9439
 4169	120.6580	+61.3770
 4170	120.3571	+15.3608
 4171	120.3821	 +9.7107
 4172	120.4087	+15.7106
 4173	121.7719	+80.1077
 4174	120.4771	 +8.5603
 4175	120.5056	+15.0435
 4176	120.6727	+40.6765
 4177	120.5233	 +7.6767
 4178	120.5311	 +9.4767
 4179	120.5193	 +0.8100
 4180	120.6408	+27.4431
 4181	121.0292	+64.8923
 4182	120.9809	+61.3423
 4183	120.5949	 +6.8764
 4184	120.6058	 +9.4097
 4185	121.0372	+62.9755
 4186	121.0372	+62.9755
 4187	121.1510	+66.7752
 4188	120.8316	+41.9092
 4189	120.7089	+15.8094
 4190	120.7362	+16.3092
 4191	120.7698	+23.3925
 4192	120.9175	+43.3422
 4193	121.0161	+53.5586
 4194	121.4791	+72.5409
 4195	121.3001	+66.7746
 4196	121.2085	+61.5414
 4197	120.8584	+10.0420
 4198	120.9330	 +9.9584
 4199	121.6916	+73.3401
 4200	121.1184	+40.2079
 4201	121.1612	+35.4244
 4202	121.8592	+74.5896
 4203	121.0373	 +5.1079
 4204	121.3703	+55.9739
 4205	121.2980	+47.0573
 4206	121.6309	+67.0566
 4207	121.1812	+20.6908
 4208	121.2017	+24.8574
 4209	121.3697	+46.7070
 4210	121.2527	+25.0572
 4211	121.2114	+10.7739
 4212	121.4081	+26.1565
 4213	121.5853	+50.9728
 4214	121.6584	+55.1393
 4215	121.3846	+10.3898
 4216	121.4686	+12.4728
 4217	121.4663	 +6.0728
 4218	121.5420	+17.7059
 4219	121.6594	+39.0890
 4220	121.5439	+12.5392
 4221	121.8113	+51.1386
 4222	121.5893	 +5.6223
 4223	122.0283	+62.7714
 4224	121.5952	 +1.0389
 4225	121.7161	+22.8386
 4226	121.8183	+40.4050
 4227	121.8347	+39.1883
 4228	121.6880	 +5.3052
 4229	121.8834	+39.0047
 4230	122.0352	+55.3878
 4231	121.7493	 +8.0049
 4232	121.8419	+17.7547
 4233	121.8279	 +8.8546
 4234	122.0091	+39.1542
 4235	122.1923	+57.7705
 4236	121.9817	+26.0208
 4237	121.9671	+17.8208
 4238	122.8736	+76.4356
 4239	121.9875	 +5.2039
 4240	122.0287	+14.8372
 4241	122.3414	+57.7532
 4242	122.7561	+72.8023
 4243	122.6050	+67.2359
 4244	122.1127	+11.1701
 4245	122.1936	+18.1865
 4246	122.3438	+43.9362
 4247	122.2617	+16.6696
 4248	122.2172	 +0.3029
 4249	122.3131	+16.9860
 4250	122.5120	+46.1856
 4251	122.2920	 +0.2693
 4252	122.4897	+40.1022
 4253	122.3144	 -0.3641
 4254	122.3434	 +0.6024
 4255	122.3627	 +5.2690
 4256	122.5497	+33.9519
 4257	122.5252	+24.8686
 4258	122.6930	+46.9182
 4259	123.2400	+73.5671
 4260	122.7887	+46.4678
 4261	122.7421	+36.8178
 4262	124.6321	+83.2638
 4263	123.8339	+78.8488
 4264	122.8015	+25.1841
 4265	122.7618	 +5.0841
 4266	122.8558	 +3.6170
 4267	123.2254	+54.9662
 4268	123.2343	+55.6662
 4269	122.9983	+19.3666
 4270	123.3387	+57.8491
 4271	123.7611	+73.5816
 4272	123.2201	+44.3660
 4273	123.2376	+36.2491
 4274	123.3083	+45.9990
 4275	123.2069	+26.3658
 4276	123.2046	 +9.3823
 4277	123.4723	+52.6484
 4278	123.4807	+45.7483
 4279	124.0387	+73.6805
 4280	123.6217	+54.7812
 4280	123.6640	+57.9645
 4281	123.6679	+58.2311
 4282	124.3945	+77.5129
 4283	123.5816	+39.2644
 4284	123.6598	+49.0643
 4285	123.4436	 +0.6479
 4286	123.5686	+18.4476
 4287	123.5820	+21.3475
 4288	123.6477	+19.3473
 4289	123.9432	+58.3300
 4290	124.4414	+73.3121
 4291	123.6972	 +1.5469
 4292	124.9124	+79.2278
 4293	124.0678	+52.4293
 4294	124.2012	+60.4957
 4295	124.2779	+64.5122
 4296	123.8750	 +8.3462
 4297	126.9215	+85.6233
 4298	123.9123	 +5.2627
 4299	123.9902	+23.1792
 4300	124.0095	+27.0792
 4301	124.0175	+28.6292
 4302	124.3784	+64.5618
 4303	124.1039	+25.9955
 4304	124.1181	+23.8121
 4305	124.8263	+70.7103
 4306	124.4053	+35.4444
 4307	124.4960	+47.8442
 4308	124.3577	+21.6777
 4309	124.5586	+49.2273
 4310	124.3208	 +1.2110
 4311	124.5173	+37.3939
 4312	124.4660	+23.4607
 4313	124.7322	+57.8101
 4314	124.7389	+58.2768
 4315	124.4971	+24.7272
 4316	124.4345	 +4.6106
 4317	124.4687	+12.8939
 4318	124.4795	 +3.3771
 4319	124.4939	 +0.7437
 4320	124.9100	+59.7095
 4321	124.5883	+11.6267
 4322	124.9892	+62.8259
 4323	125.0819	+66.9591
 4324	124.6531	+20.7599
 4325	124.8402	+50.0095
 4326	125.1537	+68.6256
 4327	125.4163	+73.9749
 4328	125.8428	+79.1740
 4329	124.7799	+21.1760
 4330	124.8061	+21.4426
 4331	124.8268	+20.5092
 4332	124.9295	+21.1088
 4333	125.1402	+52.5417
 4334	124.9587	+22.0253
 4335	125.1827	+54.1082
 4336	124.9096	 +4.6587
 4337	124.9788	+20.9752
 4338	125.2214	+55.2581
 4339	125.3338	+62.6412
 4340	125.0277	+26.0084
 4341	125.0331	+27.0918
 4342	125.1351	+40.2915
 4343	125.0624	+17.3415
 4344	125.0782	+20.8748
 4345	125.1043	+21.1247
 4346	125.1520	+25.9079
 4347	125.1541	+21.0745
 4348	128.3699	+85.9513
 4349	125.1354	 -1.3756
 4350	125.2092	+16.6409
 4351	125.3058	+35.8074
 4352	125.1853	 -1.4091
 4353	125.7272	+66.9398
 4354	125.3532	+20.9237
 4355	125.3701	+19.1403
 4356	125.3536	 +3.1736
 4357	125.6827	+56.3063
 4358	125.3643	 -0.4098
 4359	126.1607	+74.0053
 4360	126.4601	+78.2380
 4361	125.4859	+22.6399
 4362	126.1807	+73.4218
 4363	126.2830	+74.4382
 4364	125.5994	+25.4895
 4365	125.5961	+19.4061
 4366	125.5539	 +3.2561
 4367	125.6853	+22.5558
 4368	125.6935	+24.2891
 4369	126.0923	+65.6217
 4370	125.6118	 -1.0441
 4371	125.7254	+25.7390
 4372	125.6578	 +4.2557
 4373	125.7602	+27.7055
 4374	125.7051	 +3.5722
 4375	125.7857	+22.6554
 4376	126.2213	+66.8379
 4377	126.2340	+67.3212
 4378	126.3360	+69.9043
 4379	126.1841	+61.5378
 4380	126.1127	+54.8379
 4381	125.8125	 -0.8616
 4382	125.8333	 +4.3717
 4383	125.9045	+21.3382
 4384	125.9299	+21.4381
 4385	125.9755	+14.7546
 4386	126.0030	+21.0378
 4387	126.2076	+46.9040
 4388	126.1420	+18.6039
 4389	126.9349	+73.6522
 4390	126.9531	+73.5188
 4391	126.3245	+20.3366
 4392	126.2636	 -0.5967
 4393	126.5239	+45.9694
 4394	126.4351	+27.8862
 4395	126.4363	+28.1195
 4396	128.6508	+84.3151
 4397	127.1627	+73.7513
 4398	126.8815	+64.2185
 4399	126.5293	+21.4524
 4400	126.5303	+21.6691
 4401	126.6977	+48.8021
 4402	126.5846	+27.8356
 4403	126.5616	+11.5022
 4404	126.6329	+22.2687
 4405	126.6371	+23.1854
 4406	126.6610	+22.9519
 4407	126.6631	+17.8352
 4408	126.7111	+17.3684
 4409	126.7242	+20.3683
 4410	126.9628	+55.1345
 4411	126.7751	+25.9682
 4412	126.8396	+37.7681
 4413	127.4400	+73.8502
 4414	126.7799	+21.6515
 4415	127.0043	+54.4344
 4416	126.8104	+22.8680
