#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Plateifu	(A11)	Plate-ifu of the observation, the same as in drpall_v3_1_1 (plateifu)	[ucd=obs.field]
#Column	MaNGA	(A9)	MaNGA ID of the galaxy, the same as in drpall_v3_1_1 (mangaid)	[ucd=meta.id.parent]
#Column	RAJ2000	(F15.11)	Right ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	logSFR	(F6.3)	log of the star formation rate (log_SFR)	[ucd=meta.id;meta.main]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
#Column	VelST1.3Re	(F19.15)	? Stellar rotational velocity at 1.3Re from the centred and inclination-corrected rotation curve (Vel_ST_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1.3Re	(F19.16)	? Error in stellar rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering(err_Vel_ST_1.3Re)	[ucd=stat.error]
#Column	VelST2Re	(F19.15)	? Stellar rotational velocity at 2Re from the centred and inclination-corrected rotation curve (Vel_ST_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST2Re	(F19.16)	? Error in stellar rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_2Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST1.3Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST2Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_2Re)	[ucd=phys.veloc;arith.diff]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VelG1.3Re	(F19.15)	? Ionised gas rotational velocity at 1.3Re, from the centred and inclination-corrected rotation curve (Vel_G_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1.3Re	(F19.16)	? Error in ionised gas rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1.3Re)	[ucd=stat.error]
#Column	VelG2Re	(F19.15)	? Ionised gas rotational velocity at 2Re, from the centred and inclination-corrected rotation curve (Vel_G_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG2Re	(F19.16)	? Error in ionised gas rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_2Re)	[ucd=stat.error]
#Column	VsigG1Re	(D23.16)	? Ionised gas rotational velocity to dispersion ratio integrated within 1Re (Vsig_G_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG1.3Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 1.3Re (Vsig_G_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG2Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 2Re (Vsig_G_2Re)	[ucd=phys.veloc;arith.diff]
#Column	Sample	(I1)	[1/4] Sample (Sample) (1)	[ucd=src.sample]
#Column	RmaxST	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the stellar rotation curve (Rmax_ST)	[ucd=phys.size.radius;stat.max]
#Column	RmaxG	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the gas rotation curve (Rmax_G)	[ucd=phys.size.radius;stat.max]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	Plateifu	MaNGA	RAJ2000	DEJ2000	logMstar	logSFR	VelST1Re	e_VelST1Re	VelST1.3Re	e_VelST1.3Re	VelST2Re	e_VelST2Re	VsigST1Re	VsigST1.3Re	VsigST2Re	VelG1Re	e_VelG1Re	VelG1.3Re	e_VelG1.3Re	VelG2Re	e_VelG2Re	VsigG1Re	VsigG1.3Re	VsigG2Re	Sample	RmaxST	RmaxG	Simbad
     271	  7815-1901	 1-113520	317.50220224200	+11.51064770770	 9.950	-1.594	                   	                    	                   	                   	                   	                   	                   	                   	                   	109.409102642752700	17.9441130010943581	105.142864233350707	20.6830102863742518	                   	                   	 5.2996276207018789e-01	 0.66919824610839951	                    	2	    	 1.3	Simbad
     272	  9497-9101	 1-229538	116.57006000000	+20.75229000000	 8.925	-0.754	 37.811555751900116	 24.2079423343650539	                   	                   	                   	                   	 0.2207365148769320	                   	                   	 65.078902430733223	26.2634746852371599	 74.397695357723478	26.2634746852371599	 68.466711468850548	26.2634746852371599	 1.1009410528838433e+00	 1.31398453392251024	 1.63288189148998475	3	 1.0	 2.0	Simbad
     273	 12078-1902	  1-35371	 28.89963197930	 -0.39121362548	10.326	-0.025	 72.999424168685735	 38.2371106193409247	 89.115981534252739	41.6709516735548959	                   	                   	 0.2603018002640750	 0.3014344127759328	                   	111.510193726614801	 9.2420583650535200	128.692222535829927	 9.2420583650535200	                   	                   	 5.9675653144846497e-01	 0.72908038010497511	                    	3	 1.3	 1.3	Simbad
     274	  8443-1902	 1-424438	208.52252094500	+24.96662737880	10.338	-2.448	100.602901961653089	  7.9800441194017244	125.020041246962762	 8.3616610001431741	139.522224410025444	 9.8893486485574780	 0.3502202103883631	 0.4371922899323529	 0.6180588988082315	108.958980718694434	12.1246105918863591	 79.999349804698340	12.3172503772472801	                   	                   	 7.2415267109394843e-01	 0.82388875791242866	                    	3	 2.0	 1.3	Simbad
     275	  8567-3703	 1-351478	120.59048679100	+48.53287086660	10.990	-1.700	233.621127097565903	 27.7169756742838800	296.432615392072421	30.3578124520575443	362.123192987180914	32.1236895753164191	 0.3030176376182829	 0.3819892124784655	 0.5607505384897609	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     276	  8322-3704	 1-401759	200.30591922400	+30.47811171920	 9.858	-0.613	                   	                    	                   	                   	                   	                   	                   	                   	                   	 76.647750525525311	13.4498645218230557	 83.751199506173720	15.6228401064080735	                   	                   	 4.9176626143138136e-01	 0.52883593039058108	                    	2	    	 1.3	Simbad
     277	  8601-1901	 1-211100	247.83031784400	+39.74413045760	10.627	-0.866	 58.421215247944531	 15.2699707940007823	 65.172898853380843	17.5928682569339117	 41.122168709707779	24.1800819445704853	 0.0916573733000252	 0.1151372961442139	 0.1490885332822117	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     278	  9497-3703	 1-229673	117.99588320700	+21.70878162230	10.517	 0.565	159.132111154913503	 12.6521047578409629	176.622296823349586	14.0108511719828570	196.174580072452557	20.2061680287872640	 0.3949156129197863	 0.5547174585776599	 0.7677569871062694	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     279	  9507-9102	 1-299016	128.75356004200	+26.05733597260	10.792	-0.421	152.573477694010961	 30.3623109568781757	188.608744652905671	32.1829854771428785	218.338741617373358	37.6489825260434543	 0.2578552215260375	 0.3647678970103591	 0.5333872055010193	199.100489879572336	10.0755039397398924	227.158961463509115	10.0755039397398924	245.722463524212003	10.0755039397398924	 6.4110177858969475e-01	 0.96750512067958772	 1.66273786363257825	3	 2.0	 2.0	Simbad
     280	  8454-3702	 1-167392	153.75866088400	+45.95208763770	 9.830	-0.316	                   	                    	                   	                   	                   	                   	                   	                   	                   	120.470720381473711	 7.9359383737683800	125.909463401073438	 7.9359383737683800	135.890785294545168	 7.9359383737683800	 1.4905155300177710e+00	 1.87162286860207971	 2.31210494794190513	2	    	 2.0	Simbad
     281	  8323-1902	 1-624448	197.01736063500	+34.00757331180	10.850	-0.540	219.161687253192241	 15.6300219432993188	232.506747548999527	16.2664813188519588	                   	                   	 0.3404130890057955	 0.3951546970278690	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     282	  9087-3702	 1-317979	240.98834322300	+24.40224085270	 9.811	-0.297	 68.998992345998829	 34.3692105849026319	 88.445098627230323	35.2263137621498785	                   	                   	 0.3585375197218572	 0.3898378006374207	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     283	  8562-1901	  1-92166	242.59801707000	+52.80894186610	 9.972	-1.316	                   	                    	                   	                   	                   	                   	                   	                   	                   	 45.828679000304007	34.4007653992257332	                   	                   	                   	                   	 3.0375048967211182e-01	                    	                    	2	    	 1.0	Simbad
     284	 10503-1901	  1-79976	159.34712481800	 +5.43852867885	10.338	-2.456	148.038914149661252	 13.2087125753467021	157.588092835644773	13.5859684859121828	                   	                   	 0.4378936812963878	 0.5725659842824349	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     285	  8083-3702	  1-38173	 49.97322565060	 +0.39144219229	 9.701	-0.424	                   	                    	                   	                   	                   	                   	                   	                   	                   	 98.514903067838304	 8.1629636828557111	101.475650608282393	 8.1629636828557111	 73.651378834060083	14.7295869936802699	 1.5380526437197519e+00	 1.66249053482294995	 1.71402641436568781	2	    	 2.0	Simbad
     286	  9190-3702	  1-51523	 52.85178518390	 -5.54504975854	10.193	-0.107	 84.967956117805130	 44.9979709002655355	 98.057969856739390	49.2718914241647497	119.447508914300556	51.6025107906838372	 0.3482569061839272	 0.4568882121479218	 0.5531498409259255	132.886071032865459	 9.3917650920276419	140.186616197978054	 9.3917650920276419	149.842087757344189	 9.3917650920276419	 1.2662792301955266e+00	 1.49857356125025887	 1.71472977819910888	3	 2.0	 2.0	Simbad
     287	 11949-3704	 1-211633	253.14231516000	+32.86813550900	10.895	-1.260	252.982922506634935	 21.5298230895728580	267.996023907421431	22.4708081537358666	292.625088027367156	28.9380984292282868	 0.4166775671169350	 0.4959685728111714	 0.6763576898370771	302.200698960549232	14.2447385539440194	283.923086056225031	16.1693826557732336	                   	                   	 8.5244661084748807e-01	 0.92559849677925965	                    	3	 2.0	 1.3	Simbad
     288	  9506-1902	 1-386154	133.57512161300	+26.50611850670	10.006	-1.721	 47.476709567296822	 23.2600124117565272	 72.056473455763069	25.5411148587933567	                   	                   	 0.2150600411723468	 0.3100097058222936	                   	 76.954387790692593	31.1395089814173396	 90.899555222058908	33.0046708254731982	130.254498586683553	33.0072813649851540	 8.1420693737248162e-01	 1.12819136394606057	 1.04539205423932335	3	 1.3	 2.0	Simbad
     289	  8341-6103	 1-282665	189.80783776200	+47.00435316410	 9.852	-0.484	 96.634165396935018	 43.3855464467114871	106.649718484463037	44.6569745465532222	106.477954920271600	52.1328250813763958	 0.4545174696153378	 0.5815961038574924	 0.6510191940469524	114.801236489036455	 7.9327708491330053	124.730694325399810	 7.9327708491330053	110.656409682101341	 7.9327708491330053	 1.3622803937229824e+00	 1.71385609536542116	 2.02276916315334399	3	 2.0	 2.0	Simbad
     290	  8601-1902	  1-94470	249.55758999300	+41.93105299170	10.340	-0.774	 43.029050991169960	 24.1585564294098454	 53.705746003712896	27.6783845786492719	110.156992935609082	36.7045930223407026	 0.0892664790869307	 0.1102602307621313	 0.1465108836341282	111.346262483920867	17.1504928615636416	 85.250054629571963	17.8895141955015369	                   	                   	 3.9538098547481648e-01	 0.41790933997196356	                    	3	 2.0	 1.3	Simbad
     291	  7972-3702	 1-113315	315.50312306100	+10.37695166130	10.970	 0.007	220.158903659945850	 12.2092399554191395	260.042446927456979	12.7261359452311762	287.346438940704843	14.9919819598619952	 0.5146377569783904	 0.6494366320838454	 0.9108816746733248	223.394707824358477	 8.9809026409315358	240.707419076316057	 8.8061506544016446	272.112375275393617	 9.6099602728273084	 1.1646100899220915e+00	 1.50433880178668633	 2.19499693708352295	3	 2.0	 2.0	Simbad
     292	 10500-3702	 1-300318	135.25030283400	+31.09069634190	10.697	 0.617	120.327770800430500	  9.1178350283977849	130.558307397071673	 9.3129070792936126	154.026647935023902	14.1531051552596541	 0.3945451869420449	 0.4737560378342783	 0.5989730139998514	149.342522440603148	11.0520042441488613	145.848730371514108	11.0520042441488613	126.152466555788820	13.0457004986278022	 5.7983902067090887e-01	 0.65008124419590774	 0.78363757332973094	3	 2.0	 2.0	Simbad
     293	 11824-3703	 1-369413	225.40012900600	 +5.68283576467	11.487	-1.280	 49.539616818296771	 37.4669726718990574	 52.005833318800839	43.9570584086389005	                   	                   	 0.0850495209326238	 0.0920790364729856	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     294	  8588-1902	 1-135794	249.77016934500	+39.29078482020	10.705	-1.187	137.992011144809965	  5.3962893790827806	148.174885841494472	 5.5623649054318225	                   	                   	 0.4412816431995236	 0.5520082016404445	                   	 77.667890002718195	17.9741030905200958	 86.318751195677876	18.3569256011681858	100.939787409069424	19.4715117792961365	 3.6625205036044278e-01	 0.41774197923723722	 0.57930136144511080	3	 1.3	 2.0	Simbad
     295	 11824-3701	 1-368851	223.65448817400	 +5.13195106118	10.331	-0.538	163.557287770762173	 38.4284263729337141	173.070413761491068	39.8619274080182180	                   	                   	 0.5156905146351537	 0.5755195177882356	                   	204.187342092372887	 9.8221339325214760	212.403410022800131	 9.8221339325214760	221.913361563896700	 9.8221339325214760	 1.8935413814486823e+00	 2.26548043524700793	 2.80910196993972683	3	 1.3	 2.0	Simbad
     296	  8982-1902	 1-457547	201.92065675400	+26.06163325270	10.065	-0.459	 45.486521565735671	 26.9539430836212759	 54.837068320138258	29.9556756147307546	                   	                   	 0.2351893794556379	 0.2527230015299321	                   	124.160179548589866	10.6691202960134834	138.832482895145290	10.6691202960134834	                   	                   	 1.4173380581625963e+00	 1.69908288143573305	                    	3	 1.3	 1.3	Simbad
     297	  8335-3702	 1-252073	216.96690650800	+40.63014368170	 9.331	-1.576	                   	                    	                   	                   	                   	                   	                   	                   	                   	 76.900870078934247	10.0933750781209817	 86.442944309223776	10.0933750781209817	105.780818363830790	10.6774215029107520	 1.2501620703566190e+00	 1.34272443985055534	 1.31449839570575877	2	    	 2.0	Simbad
     298	 11980-1902	 1-326001	253.91268491800	+24.31208306640	10.569	-2.324	141.969237850295826	  5.2188547008331803	155.047832920044414	 5.2981486302129550	182.524535859806576	 7.1282914564932165	 0.5381175994535087	 0.6695349911587792	 0.9059354479172820	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     299	 11019-3703	 1-152056	195.25891922900	+52.18924288590	10.733	-0.712	135.466925895436816	 47.2943867320650071	141.906734418379500	49.0412577103211049	                   	                   	 0.2893785420812154	 0.3649613602175567	                   	171.551374503166528	15.3741156345773646	180.153020865816643	16.6907253955176600	179.250584247547863	21.3154713806709069	 8.2259846714087292e-01	 1.04502542106413410	 1.23957163655442670	3	 1.3	 2.0	Simbad
     300	 11968-3704	 1-632016	228.26234670800	 +7.47493450741	10.456	-1.877	100.820758299861424	 17.8819065368360164	126.595581706608840	18.4140070192705849	148.016904844002454	21.0290020835699956	 0.3772498319674557	 0.4936488629371282	 0.6873234112800485	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     301	10226-12704	  1-36593	 38.29583397070	 +0.06738896797	10.567	 0.330	168.379421149872002	 13.1394601962868887	175.074405217622569	14.1851979363972749	                   	                   	 0.6383415904452417	 0.7383373496379955	                   	188.187534055859487	 8.0996175293676664	193.324055798783206	 8.0996175293676664	205.807882270411113	 8.0996175293676664	 2.2110706948320660e+00	 2.60655763019409381	 3.13849217170114514	4	 1.3	 2.0	Simbad
     302	  8936-3701	 1-152763	116.82582581100	+30.06551504640	11.262	-0.302	 37.178283719287933	 33.6202708968340858	 48.135253634105936	34.7063265701464161	                   	                   	 0.0833593433228137	 0.0999894732372759	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     303	  8338-6104	 1-492617	173.76609544300	+22.51516455630	 9.313	-0.541	                   	                    	                   	                   	                   	                   	                   	                   	                   	 85.298297433690905	 8.5421374537086141	 91.231979166080663	 8.5421374537086141	102.696612411955257	 8.5421374537086141	 1.4432245857892081e+00	 1.73358738587722572	 2.01648428052604345	2	    	 2.0	Simbad
     304	  8326-3703	 1-320655	215.27486365800	+48.30817274390	11.151	-1.268	 83.717142464997124	 41.9258292349370691	 90.110020438398180	44.4770923078712883	                   	                   	 0.1200508880251317	 0.1345555224443091	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     305	  9186-3703	 1-547596	260.47939418700	+29.84643277880	10.475	 0.344	 95.419556741213555	 21.5492336822942363	102.553866321659640	23.9623334718465912	                   	                   	 0.5089762430510011	 0.5763664487725177	                   	111.283466764317751	 7.0000000000000000	112.273581487282925	 7.0000000000000000	 91.043029797121335	12.1528161977901590	 1.7609331882583941e+00	 2.01223568834849109	 2.12583693228026993	3	 1.3	 2.0	Simbad
     306	  8941-1902	 1-163917	120.31163935400	+26.33317649220	11.219	-1.065	192.012240699722952	 12.3177148869698527	200.216539949818866	13.3480196910224951	                   	                   	 0.3241286092922895	 0.3793580476698962	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     307	  9487-3703	  1-45539	124.81375099900	+45.29875642640	10.257	 0.528	115.243150913506781	 14.0554784659879424	123.831469057405869	15.5655286942649873	105.815772512675352	19.7034512394426145	 0.6734525329572268	 0.7844304155412390	 0.8620810343147864	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     308	  8567-1901	 1-351572	117.54101004900	+48.47888336970	10.017	-2.657	 40.130068178521654	  5.5550902172889298	 59.710177415975927	 6.3823754615539503	                   	                   	 0.1359855054878822	 0.2124293633611011	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     309	 11976-3704	 1-444671	241.86320893800	+17.98828604260	 9.577	-0.186	 89.073821613836984	 56.3823820946485341	 88.260467597229365	60.5020032875736220	                   	                   	 0.4489231885040718	 0.4988229781916348	                   	101.899825446982021	 9.6448692633164157	112.960640204585161	 9.6448692633164157	112.348353181919677	 9.6448692633164157	 1.4497727484010925e+00	 1.62656120514266744	 1.88405364957819677	3	 1.3	 2.0	Simbad
     310	 11974-6101	 1-336908	237.89777974000	 +9.14561493499	10.910	-1.418	178.883674353242270	 13.1677315442377250	195.802406688658948	13.3748732888278479	243.832602768576436	14.3117444713567608	 0.4373540522521075	 0.5707633977211349	 0.7976910530192264	182.656518129798201	 9.3783850228600993	218.458960990151354	 8.3279916226108508	260.096418538881949	 8.3279916226108508	 7.5076045040210859e-01	 0.98734212919954067	 0.97163878342970378	3	 2.0	 2.0	Simbad
     311	 11984-3702	 1-324877	256.85624980600	+21.92223366800	10.949	-1.214	225.626232751061053	  9.6212383150034952	244.725623948953825	 9.9800619965998116	270.365040875684826	15.0368212899737976	 0.4819220834920789	 0.5865210817285320	 0.7574599974042355	181.213817302067383	28.5438017875246040	                   	                   	                   	                   	 5.3329528524185099e-01	                    	                    	3	 2.0	 1.0	Simbad
     312	  8655-1901	  1-29748	355.98316483100	 +0.21805417033	10.299	-2.157	109.724078873749590	  8.8379775703511143	114.419920882399609	 9.6344941347194926	116.729687750864400	16.6791159650112490	 0.3503605194821299	 0.4035072563700806	 0.4713123670488773	134.138095028592971	14.3034055183375646	135.248058053449085	15.1792849385342645	                   	                   	 4.2447277198329464e-01	 0.47349047180720799	                    	3	 2.0	 1.3	Simbad
     313	  8609-3703	 1-446684	245.99631054700	+14.62166530750	10.666	-1.300	141.635556515592725	 17.8831869652758684	140.611276392393449	21.4458331888522267	129.846573727863131	31.9960607232005536	 0.2972237345036643	 0.3356133468597713	 0.3706339225703511	191.651753183520469	16.9531458429856592	199.590759601838130	16.8682361395494738	192.459425802120222	19.7002263407360729	 8.1727869361487770e-01	 0.91684519247535068	 1.03967201993814906	3	 2.0	 2.0	Simbad
     314	 12683-3702	 1-212393	324.63265197800	 -8.23781157035	11.003	 0.493	187.897209141088524	 22.3485632745879315	209.104865553231662	27.5157487583185727	179.421440267999145	39.1380126246391882	 0.4789359666887186	 0.5635879702494712	 0.6201858769665890	276.320071923275009	10.8977100359663162	280.238717812267623	10.8977100359663162	280.727441762240801	11.1019761006419202	 2.3153256947137000e+00	 2.77628096760550491	 2.97721967990413949	3	 2.0	 2.0	Simbad
     315	  8075-3704	 1-119687	  0.45636119912	+14.43968909730	 9.947	-0.365	                   	                    	                   	                   	                   	                   	                   	                   	                   	 76.374322185900127	19.4524964746722944	 64.931871244695344	21.2109306083935145	                   	                   	 3.9272423472284829e-01	 0.58302017757858526	                    	2	    	 1.3	Simbad
     316	 11742-3701	 1-153995	124.16027545300	+37.84246046650	10.996	-1.726	169.708496599928651	 35.8500218520006584	174.801146669295917	38.4865002248232173	                   	                   	 0.2826005918070878	 0.3302232303888436	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     317	  8713-1902	  1-43829	118.86886842100	+39.42019326440	 8.972	-0.753	                   	                    	                   	                   	                   	                   	                   	                   	                   	 49.877526136155993	 7.5249779014511118	 51.530975615699617	 7.5249779014511118	                   	                   	 1.3179832461762944e+00	 1.49619382374910215	                    	2	    	 1.3	Simbad
     318	  8134-3704	 1-338911	115.23806098400	+45.29220282270	10.315	-1.274	 54.085853661393209	 32.7435092974762654	 61.117785265692433	33.6202407375158216	108.540821197580442	35.4028892230615497	 0.2421631722689534	 0.2966982186208072	 0.3446689147931386	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     319	 11866-3702	    1-954	149.20582325900	 +1.12050728919	10.467	-1.071	190.124910883095936	 43.1658771625554181	225.620835089726313	45.8994437445596191	                   	                   	 0.4237842276590018	 0.5605070404156250	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     320	  9863-1901	 1-591255	195.05360342400	+28.07550106760	10.305	-1.714	 81.438228133813894	 32.6939991725576746	 94.209412626420445	33.5656844696871843	                   	                   	 0.2535977054806826	 0.3085275577225702	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     321	  9192-3701	  1-37169	 43.77749193380	 -0.16251730058	10.400	-2.076	144.409826002130103	 10.6918629260888451	167.610122970180583	11.5386408818205979	195.479072192100119	13.8217411506044865	 0.4345400737407734	 0.5333118009857645	 0.7001758516581968	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     322	 11019-1901	 1-151874	192.36273205800	+51.58190773970	10.348	-0.965	                   	                    	                   	                   	                   	                   	                   	                   	                   	151.927464003869119	 9.8343365770742750	142.050431482705903	 9.8343365770742750	                   	                   	 6.6164056263242188e-01	 0.74085247728705195	                    	2	    	 1.3	Simbad
     323	  9002-1901	 1-373100	223.61236783700	+30.90850928760	10.266	-1.359	 98.595071343932943	 38.3518581365482021	105.543203487374541	39.2924162578457796	                   	                   	 0.3135301997614967	 0.3863946086165595	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     324	  8614-1902	 1-176525	255.41789489500	+34.52036258910	10.458	-2.181	100.200057541603812	 11.4439668106029764	113.279639926939979	11.7161971162705036	                   	                   	 0.3247124665680700	 0.4104035862239324	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
     325	 12485-3704	 1-419166	199.23780114300	+32.15605081800	10.985	-1.821	176.162879726730637	 23.3804523556384360	213.126255118275310	24.9864014524934142	247.253237463721064	29.5896194922849922	 0.3640127973799544	 0.4680502644435897	 0.6037595791094160	193.202088099138024	53.8701778293009426	210.485272572751342	53.6670008497257669	                   	                   	 4.6988044386722794e-01	 0.60268256614179372	                    	3	 2.0	 1.3	Simbad
     326	  9509-1901	 1-218245	122.38422516000	+26.28341571190	 9.929	 0.125	 90.322468962815122	 29.5272198120359235	 94.095762029832798	31.1183349636990307	109.907035986248772	41.6628506485020154	 0.4356635421417369	 0.4931411817518012	 0.4927784561213947	113.415500977641869	 8.0532046899295455	115.379511148210142	 8.0532046899295455	                   	                   	 1.6173030640570050e+00	 1.85522868370395133	                    	3	 2.0	 1.3	Simbad
     327	  8983-1902	 1-627086	205.60671299500	+26.21242872860	11.239	-1.692	134.657355219495145	 14.8413394531977829	139.601117687192158	16.2329048365679718	147.190619589313059	23.7306459431420222	 0.2244900685895768	 0.2482140420642162	 0.2872426189223621	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
     328	 11836-3701	   1-1258	150.54143109600	 -0.18924125539	 9.862	 0.170	                   	                    	                   	                   	                   	                   	                   	                   	                   	111.112676684987719	10.4060323867444673	118.532232163493674	10.4060323867444673	117.398785362585414	10.4060323867444673	 1.2325323900841676e+00	 1.39341140589297718	 1.62452355348563260	2	    	 2.0	Simbad
     329	  9050-3702	 1-318255	244.05468772400	+23.37942808400	 9.813	-0.279	                   	                    	                   	                   	                   	                   	                   	                   	                   	 94.101688369373221	10.0567739709329427	 97.781504875300129	10.0567739709329427	                   	                   	 1.3786933622150044e+00	 1.54983994943121250	                    	2	    	 1.3	Simbad
     330	 11977-3702	 1-325727	254.00497029000	+25.82600984640	10.622	-0.914	149.630632810931303	 13.0162782925505489	162.378523123778422	13.6966052069718884	166.185372018702935	15.5443403722955260	 0.4401555732059848	 0.5348483737939057	 0.7067577948577423	126.063117383079771	13.6585579168349653	140.597154346510507	14.0778824665442119	175.429790764899451	13.8151380993717865	 6.8291760236568888e-01	 0.83690323559979207	 0.84661383901866150	3	 2.0	 2.0	Simbad
