#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:41:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:41:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec1&-out=Group,RAdeg,DEdeg,Nmemb,zsp,LR195,D10&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec1:
#Name: J/A+A/690/A52/tablec1
#Title: Clean SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	Nmemb	(I3)	Number of spectroscopic members after the cleaning (NMEM)	[ucd=meta.number]
#Column	zsp	(F11.9)	Group redshift, assigned using median value of clean members (ZSPEC)	[ucd=src.redshift]
#Column	LR195	(F10.6)	? Cleaned luminosity in r band, using Mr<-19.5 galaxy sample (z<0.06 groups) (L_R195_CLEAN)	[ucd=phys.luminosity;em.opt]
#Column	D10	(F11.8)	Large-scale density, in 0.01227*10^10^M_{sun}/Mpc^3^ units (D_10)	[ucd=phys.density]
Group	Nmemb	zsp	LR195	D10
86660	  7	0.025211691	  0.486857	 2.12531542
87059	  5	0.006525702	  0.467381	 0.82957619
    4	 32	0.116957343	          	13.97973274
    5	 19	0.085357773	          	 7.55117487
    7	 34	0.127589529	          	24.99213777
   10	  5	0.146293136	          	12.26549869
   13	  6	0.117237120	          	 5.93959970
   14	 15	0.096097142	          	 6.59613188
   15	 38	0.101810717	          	 9.17671354
   16	 19	0.096271604	          	 4.87934694
   17	  7	0.092325655	          	 4.23423796
   21	  9	0.138852673	          	11.18597021
   22	  8	0.137170556	          	11.00882079
   24	 21	0.110225116	          	 9.53876486
   25	 11	0.096312399	          	 5.97568224
   26	  8	0.093967752	          	 4.32749619
   28	  6	0.165821181	          	 7.80009480
   31	 32	0.106153141	          	12.22002177
   32	  5	0.105539527	          	11.57699154
   37	 14	0.165178283	          	21.39411433
   38	  8	0.163890531	          	19.97785441
   39	 45	0.140415905	          	23.18304073
   42	 48	0.066030845	          	 7.23241409
   43	  6	0.066689758	          	 7.13023122
   50	 11	0.138224326	          	10.42844370
   52	  6	0.169072671	          	14.58511029
   53	 38	0.076931847	          	12.56143133
   54	  7	0.072820720	          	 2.95262616
   55	 11	0.074272379	          	 7.96263446
   58	 40	0.088939018	          	 8.88815453
   61	 10	0.136574655	          	14.38866165
   62	  8	0.080959208	          	 3.69019186
   64	  6	0.194669388	          	14.08767389
   65	  7	0.086566031	          	 3.81009256
   69	 10	0.125665817	          	 7.55202267
   70	 32	0.115588742	          	10.66945200
   71	  5	0.115103230	          	 8.71412822
   75	 18	0.138436297	          	18.43907546
   78	 14	0.135533580	          	13.29816023
   79	 13	0.121261952	          	10.95176285
   81	166	0.090407260	          	29.87281146
   82	  5	0.088358672	          	21.97843472
   84	 29	0.089935289	          	23.28478409
   85	 14	0.088492312	          	17.64781174
   86	 10	0.089702187	          	25.07493134
   87	  8	0.087303292	          	11.85155088
   88	 13	0.088240446	          	18.10644089
   89	 16	0.088479310	          	16.66240834
   91	  6	0.082707498	          	 8.44170175
   93	  7	0.100734551	          	 2.02937973
   94	  5	0.087756430	          	10.13651079
   95	  8	0.087483159	          	12.14453412
   97	 15	0.088747215	          	22.34071503
   99	  7	0.090205196	          	26.20353164
  100	  8	0.086880474	          	 8.58845581
  106	  5	0.082000483	          	 8.51990120
  113	 12	0.157118909	          	10.50200125
  114	  5	0.177281504	          	12.27958265
  115	 18	0.085522062	          	 6.97965561
  116	  6	0.085502908	          	 7.62417162
  117	  6	0.083094050	          	 5.53824973
  120	 11	0.144656683	          	 9.37168281
  121	  6	0.108138343	          	 6.81563326
  122	  5	0.137688088	          	 5.44202288
  124	 17	0.069120136	          	 6.76070292
  126	 12	0.115640646	          	 6.23428815
  128	 14	0.167696088	          	16.15433043
  129	 10	0.143814085	          	 9.72375741
  130	 15	0.084366500	          	 8.77587442
  132	  6	0.186500033	          	18.11051666
  133	  6	0.135780570	          	10.66308168
  135	 14	0.072905138	          	 3.30161596
  137	 33	0.077205756	          	10.46108355
  138	  9	0.079214747	          	 8.11724465
  139	 10	0.077262050	          	11.19316713
  140	  6	0.078974404	          	 8.60844680
  145	  6	0.133264657	          	 4.59621009
  146	 18	0.112197472	          	 6.53574866
  156	 29	0.078422594	          	 7.86473980
  161	 61	0.065685930	          	11.63783836
  162	  5	0.066073193	          	10.46036260
  163	  5	0.069844580	          	 4.29654940
  165	  7	0.065760773	          	 9.95728717
  166	  6	0.066638929	          	10.25260053
  167	  5	0.066577714	          	11.70633204
  170	  6	0.116188043	          	13.48046972
  171	 31	0.112135216	          	14.18378334
  172	 28	0.118648254	          	 9.24340021
  173	  6	0.116076205	          	12.67039869
  174	  7	0.111780893	          	14.73791377
  175	 14	0.112852875	          	18.84916994
  176	 13	0.114130987	          	17.88464727
  179	  7	0.112100027	          	 5.86917734
  181	 13	0.103275646	          	 7.53072633
  182	  9	0.103372078	          	 7.26636830
  183	  5	0.101981223	          	 7.34528628
  185	104	0.078529070	          	14.37162983
  186	 12	0.074651314	          	 8.10260104
  187	 12	0.073208964	          	 4.52144322
  194	 40	0.104787206	          	10.45207798
  197	  9	0.122038574	          	10.39010469
  198	  9	0.115895478	          	 7.87332300
  199	  6	0.120774646	          	 9.18911400
  200	 16	0.127674114	          	11.97409627
  202	  5	0.153831627	          	10.39153636
  204	  5	0.153483095	          	 7.62705813
  205	 72	0.073125304	          	12.20621456
  208	  5	0.149650986	          	 6.41544162
  210	 70	0.082430851	          	16.19903929
  211	 31	0.080749678	          	10.45476670
  212	  9	0.082714115	          	15.66940848
  213	 12	0.081573668	          	15.41626971
  214	  7	0.080691614	          	10.74491844
  215	  6	0.083101745	          	13.74815783
  216	  7	0.082764210	          	15.49843672
  221	 17	0.131184281	          	12.00981917
  222	 12	0.122656229	          	15.44272833
  223	  8	0.135315182	          	10.94780919
  224	  8	0.183497366	          	17.99117028
  225	 14	0.117731937	          	 9.83784144
  228	 36	0.077733831	          	10.89771256
  230	  9	0.077164648	          	12.08036413
  232	  7	0.150226172	          	 8.37216764
  235	  5	0.163145480	          	14.75269036
  236	 10	0.134534891	          	 7.36460460
  238	 31	0.140164551	          	18.01010078
  239	 12	0.137752584	          	 9.93483757
  240	  5	0.144635743	          	16.02649746
  241	  6	0.160863783	          	 8.61293092
  242	  9	0.097408851	          	 2.79887776
  243	  6	0.120102806	          	 6.86966750
  247	 22	0.136530495	          	16.29261253
  249	  7	0.112764074	          	 8.60715674
  250	 23	0.062416950	          	 6.30373070
  255	  9	0.125837342	          	 8.16568793
  256	  7	0.124628184	          	 5.96017483
  259	 10	0.160188579	          	15.03282116
  262	 76	0.080236900	          	14.27389658
  263	  8	0.081493167	          	13.03455791
  266	  6	0.080930790	          	13.39510966
  270	 11	0.112225743	          	 4.90357860
  276	 10	0.127879040	          	11.01689327
  278	 19	0.096310553	          	 5.10137245
  279	 25	0.069857495	          	10.21554613
  283	 10	0.146698448	          	 9.77448439
  286	  5	0.129987206	          	 4.81404341
  289	 17	0.141848173	          	14.50579283
  291	  5	0.118479893	          	 5.84274181
  292	106	0.072334235	          	16.35674116
  293	  9	0.072503718	          	15.35677115
  294	  9	0.072847922	          	14.97182032
  295	  9	0.072979580	          	15.48382502
  297	 12	0.087158105	          	 5.01492021
  299	  8	0.160882783	          	 7.43666885
  301	  9	0.073309550	          	 3.99580770
  302	 10	0.145013486	          	 7.82278675
  305	  6	0.102199057	          	 6.15604067
  309	  5	0.165435506	          	16.98340718
  310	 19	0.086382773	          	 5.85450441
  313	 25	0.085775042	          	10.51850022
  316	  8	0.152554257	          	 7.60205733
  317	  6	0.170346538	          	10.90785824
  318	 26	0.105391045	          	10.97054421
  322	 44	0.086335515	          	12.04641413
  323	 23	0.091730718	          	 4.59476422
  325	 12	0.160695299	          	12.21882411
  327	  6	0.171199250	          	12.22246062
  329	  5	0.115301027	          	 3.63562779
  332	  7	0.134296797	          	 6.88029074
  334	 17	0.144344304	          	16.57308950
  335	  6	0.137237383	          	 8.50082396
  340	 10	0.110767314	          	 4.00541491
  344	 25	0.080694776	          	 8.22799583
  346	 18	0.083143307	          	 6.06442006
  347	  6	0.081144851	          	 8.07466893
  348	  6	0.080443716	          	 7.11579291
  349	  7	0.082103165	          	 7.08276282
  351	 68	0.075924557	          	10.24638819
  352	 41	0.075827104	          	10.89111147
  353	 12	0.075537603	          	10.53790267
  354	  9	0.074814794	          	10.01282545
  355	 24	0.090627499	          	 8.89797334
  356	  8	0.094093504	          	 4.52476873
  357	  7	0.089201020	          	 6.69343145
  358	  6	0.090100852	          	 9.24359607
  362	 22	0.084737628	          	 7.88973952
  363	  5	0.084048551	          	 7.74330545
  365	 54	0.070644163	          	10.03394097
  366	  6	0.071240128	          	 9.37430992
  367	  6	0.071402719	          	10.23901268
  369	  6	0.070295556	          	10.50514281
  372	  5	0.070264802	          	11.14146307
  375	 12	0.114717491	          	 6.96458421
  377	 13	0.094768830	          	 6.21317376
  379	  5	0.104393828	          	 4.09992736
  380	  5	0.107160098	          	 6.65556516
  388	  5	0.165142134	          	 6.76931660
  392	  5	0.136223226	          	17.38993069
  396	  8	0.134794904	          	10.17268164
  400	  5	0.184861163	          	12.96196249
  402	 35	0.116917953	          	12.68745639
  407	  9	0.142762174	          	11.11576938
  411	  7	0.090154489	          	 7.90064880
  413	  8	0.145039740	          	 9.74085051
  414	 26	0.084797570	          	14.20338383
  416	 24	0.112418690	          	15.43112974
  417	 10	0.163081720	          	11.26852424
  419	  6	0.115280998	          	 2.34496771
  446	 29	0.090278432	          	 8.74562812
  447	  9	0.089492118	          	 4.73738828
  448	 29	0.098628374	          	 7.35898928
  451	 18	0.117859998	          	 9.15484828
  452	 15	0.080801651	          	 6.54559317
  453	  6	0.118704618	          	 4.13391965
  460	 89	0.073143914	          	13.40891917
  461	 29	0.072837038	          	13.94712370
  462	  7	0.071860532	          	 8.60482385
  464	  7	0.072800246	          	13.33849483
  465	  5	0.071123912	          	10.89119409
  468	 75	0.066303783	          	 8.38002639
  473	  8	0.104303582	          	 5.85512076
  476	  6	0.104129670	          	 6.15743097
  478	  5	0.097875501	          	 4.29055004
  481	  9	0.167552471	          	19.60520935
  484	 26	0.130697868	          	16.48048166
  486	  8	0.053408844	          	 3.76197384
  488	 12	0.147797314	          	11.35222040
  489	 11	0.114195583	          	 8.74926065
  492	  5	0.107186936	          	 3.74816464
  495	  6	0.159565893	          	 8.95558311
  496	  5	0.164757457	          	 7.80759875
  497	  7	0.129070110	          	 6.73416184
  499	 56	0.078007918	          	15.56761532
  500	  5	0.080212784	          	10.96053955
  503	  6	0.077308674	          	17.43557765
  508	 50	0.104111703	          	15.35043169
  511	  7	0.150070430	          	 6.71643342
  516	  5	0.050211821	          	 4.18089937
  517	 18	0.081642506	          	 7.37359455
  519	  7	0.183030447	          	11.71665594
  521	 17	0.100161677	          	 7.34899043
  522	 89	0.071016380	          	11.79603958
  523	 13	0.072675605	          	10.28793423
  524	  5	0.077268614	          	 1.32024303
  526	 70	0.086994547	          	13.24655947
  528	  8	0.087714331	          	11.25466149
  529	  5	0.086682771	          	12.70442191
  533	 27	0.107204250	          	10.23040186
  534	 12	0.104740433	          	 4.85380852
  536	 11	0.143748183	          	13.22774807
  537	  6	0.166167550	          	 6.76889062
  541	 17	0.128263552	          	12.38906553
  544	  7	0.075781542	          	 2.01836500
  545	  9	0.168503554	          	14.75064454
  546	 10	0.159065606	          	 9.71923234
  550	  6	0.166722404	          	17.68619600
  552	  7	0.176586463	          	 8.79956866
  553	  8	0.144609846	          	 9.29582801
  558	 16	0.123401600	          	12.13232356
  565	 11	0.131395032	          	12.27920176
  567	  8	0.147358561	          	 6.30012358
  571	 67	0.084263464	          	16.18483541
  580	  9	0.134001652	          	10.84335480
  583	  8	0.129044942	          	18.83931582
  586	 12	0.151350996	          	 7.84046781
  587	 15	0.154184104	          	25.49555657
  589	 18	0.118571552	          	10.80755444
  591	  6	0.130556721	          	 8.34053572
  592	 32	0.084856009	          	 9.81201608
  595	  5	0.148157594	          	 5.14334973
  596	 46	0.078364718	          	17.63494863
  597	 36	0.081947114	          	11.93944043
  601	 35	0.080861001	          	18.89226973
  602	 17	0.074200492	          	 3.21190394
  603	 48	0.079337677	          	18.15386237
  604	 20	0.082707396	          	 5.38495349
  606	 30	0.079935275	          	17.94048285
  607	  5	0.078077027	          	15.54791370
  618	 14	0.118711284	          	 9.52643319
  621	  5	0.180303752	          	22.93431687
  626	  6	0.148938259	          	 9.51234372
  628	  7	0.136489141	          	12.43784930
  634	 12	0.115941702	          	 8.40161328
  637	  6	0.115626044	          	 7.61938109
  638	  5	0.115166933	          	 7.50872657
  640	 10	0.061860504	          	 5.91642909
  641	  7	0.061947514	          	 5.17445852
  647	  8	0.095599427	          	 4.53809583
  649	 15	0.087416700	          	 6.53755730
  652	 14	0.121531440	          	 6.23371572
  653	  9	0.099310153	          	 6.77730285
  655	 22	0.083848017	          	 6.57610547
  656	 12	0.099402252	          	 6.90072498
  660	 21	0.107623409	          	 7.58554675
  661	 11	0.109723878	          	 5.70326852
  670	  5	0.174220549	          	 8.51140638
  671	 11	0.172515196	          	19.79101210
  678	 13	0.076314238	          	13.06839720
  679	  6	0.077779503	          	11.26629087
  681	 17	0.107692190	          	 8.34368832
  682	  5	0.165480177	          	10.26236783
  683	  7	0.138362056	          	 8.37536212
  686	 19	0.085797547	          	 6.14092195
  687	  5	0.085383512	          	 6.08714668
  689	  5	0.113873985	          	 6.37957402
  690	  5	0.108974040	          	 7.43220061
  692	 11	0.148864272	          	 9.90302746
  696	 14	0.105426680	          	 5.63258542
  704	  9	0.088664602	          	 4.94637780
  706	 15	0.150958537	          	10.16760402
  708	  8	0.136376354	          	 9.88897654
  709	  6	0.137616321	          	 6.82555206
  710	 17	0.135599883	          	12.82683769
  711	 13	0.133023518	          	 8.76727067
  712	  8	0.113550629	          	 3.85798624
  713	  6	0.115387615	          	 3.45130035
  715	  6	0.113156476	          	13.54635471
  717	 15	0.112400705	          	13.19566268
  718	  5	0.161169545	          	 8.65318398
  719	  6	0.141941509	          	 8.94877889
  721	 23	0.098144369	          	 7.05845845
  722	  6	0.097688992	          	 6.04512270
  725	 28	0.076981735	          	14.59224042
  727	  7	0.131595442	          	10.38770397
  729	  8	0.139290022	          	 4.94381830
  731	  6	0.096688262	          	 5.57002614
  732	 36	0.073698718	          	 8.75249434
  734	 43	0.077753616	          	12.72860578
  735	 10	0.079965547	          	12.89962248
  737	 10	0.080203553	          	10.20439803
  739	  5	0.075737310	          	 4.87160069
  740	  7	0.078927903	          	12.12104348
  746	 49	0.083788430	          	13.19701230
  754	 11	0.107476433	          	 6.28912687
  760	  5	0.136837214	          	 9.18557263
  762	  5	0.127288494	          	 8.44319322
  769	  9	0.080708236	          	 3.39572017
  772	 20	0.121356148	          	 7.97774458
  774	  9	0.107420549	          	 5.22069923
  780	  9	0.096230321	          	 6.72456189
  782	 21	0.136843883	          	14.86150840
  784	 13	0.094383433	          	 4.60541959
  785	 15	0.146552093	          	12.59258153
  790	 27	0.063066721	          	 6.44585131
  791	 20	0.063502556	          	 7.06825823
  793	  5	0.064945585	          	 5.52358091
  795	  6	0.119490518	          	 4.15344671
  796	 16	0.073074489	          	 5.51295745
  797	 14	0.086929877	          	 4.80086705
  801	  7	0.084803602	          	 4.04517619
  802	 17	0.101041572	          	 5.42946349
  803	  7	0.108437872	          	 4.66646197
  804	 41	0.073251536	          	 6.29103893
  805	  6	0.074110216	          	 6.11481299
  809	 16	0.087150695	          	 5.74585673
  811	  6	0.087485992	          	 5.71698535
  813	  7	0.144033469	          	 8.42746090
  814	 39	0.084248088	          	 8.84109084
  816	  7	0.086085883	          	 4.78861235
  823	  5	0.187848076	          	15.76297621
  825	  9	0.142440671	          	 8.44512057
  831	  8	0.123829909	          	 4.23985631
  833	 19	0.107002564	          	 6.90566166
  834	 11	0.097154263	          	 6.17029432
  842	  5	0.140186167	          	 6.70924545
  844	  5	0.174536112	          	 8.95036771
  846	 27	0.065562856	          	 5.07896792
  847	 20	0.136717528	          	19.29790401
  848	  6	0.134530827	          	15.96734355
  851	  6	0.151195423	          	 5.44341716
  854	 26	0.091308277	          	 4.88154849
  856	 13	0.080159714	          	 2.71804297
  859	  8	0.177522840	          	17.86694776
  861	  7	0.083743114	          	 4.29998435
  862	  6	0.086130485	          	 8.36960174
  863	  6	0.116899734	          	 3.03537946
  868	  6	0.177498852	          	13.96825419
  872	 11	0.135021744	          	 8.08721904
  873	 20	0.092277141	          	 4.06275544
  877	 18	0.077069220	          	 4.51465066
  879	  5	0.113018699	          	 4.19793981
  881	 27	0.075143755	          	 4.89068603
  884	 13	0.120002646	          	 6.20988282
  892	 39	0.076119326	          	19.57408775
  893	 37	0.075779209	          	19.75072027
  894	 34	0.075586097	          	19.01526389
  895	 33	0.077057049	          	18.02759108
  896	 16	0.076590729	          	15.80823405
  897	  5	0.079399885	          	 4.11007181
  898	  5	0.076677473	          	17.96849747
  899	 11	0.077223317	          	18.21498871
  900	  7	0.079827510	          	 3.99578987
  901	  9	0.076567987	          	14.31855470
  904	  8	0.076276795	          	15.90187209
  907	  5	0.075849068	          	17.16353862
  921	  7	0.135774775	          	 9.69043660
  922	  6	0.121604835	          	 9.54055434
  923	  5	0.119717375	          	13.90539328
  924	  8	0.086746552	          	 7.58025960
  926	 11	0.072640649	          	 3.03479240
  927	  5	0.071160083	          	 2.93596856
  931	  8	0.092969248	          	 3.98740427
  932	 10	0.162521667	          	15.26387774
  937	 92	0.085842083	          	18.76624065
  938	 14	0.087390310	          	16.90634273
  939	 10	0.087498343	          	17.01351733
  940	  8	0.087708209	          	15.85746764
  941	 16	0.087983403	          	13.50162824
  946	  5	0.143565048	          	10.55156185
  948	  5	0.079370686	          	 4.20912515
  949	 11	0.116395394	          	14.91498710
  950	  9	0.114743684	          	14.27940178
  953	 28	0.089083422	          	 6.56297713
  954	  8	0.085045959	          	 3.46914346
  955	  6	0.086389925	          	 5.79583557
  958	  6	0.130233070	          	 7.13828061
  960	  6	0.118202297	          	 8.24401933
  963	  6	0.081586022	          	 2.90181171
  964	  9	0.112911271	          	 5.38497495
  965	  5	0.164193516	          	12.08755831
  966	  6	0.148603330	          	 9.55920068
  968	  6	0.058760062	          	 8.02746023
  973	  5	0.082272140	          	 1.63680276
  975	  5	0.135718263	          	10.77184096
  976	  8	0.136961012	          	 8.08697833
  981	  6	0.195745787	          	18.76453986
  982	 10	0.187788640	          	21.81795771
  983	 14	0.067237842	          	 6.22090726
  984	 16	0.066772179	          	 3.90137355
  988	  7	0.140515823	          	 7.89680808
  989	  5	0.140124279	          	 7.49229940
  991	  8	0.125712397	          	 6.97126844
  993	  6	0.117273507	          	12.31338106
  998	  8	0.114830378	          	 7.04099651
 1002	  8	0.109235595	          	 8.15824630
 1004	  5	0.124190781	          	 6.83693441
 1008	  5	0.107801986	          	 2.73062769
 1010	 27	0.046113187	          	 8.65438672
 1012	  8	0.045698493	          	 8.35862105
 1018	  5	0.046218494	          	 7.89756461
 1022	  9	0.118897540	          	11.83662069
 1023	  6	0.118102975	          	12.00717025
 1024	  6	0.152151264	          	 8.41740646
 1027	  6	0.124612264	          	 9.08036388
 1034	 12	0.105082342	          	 4.51112882
 1038	  6	0.126468816	          	 5.67668564
 1042	 67	0.064712695	          	10.66054409
 1044	 22	0.137714051	          	12.23056132
 1048	  6	0.113653053	          	10.38269503
 1049	  5	0.115006435	          	10.09653046
 1055	 11	0.130313691	          	 9.66371655
 1058	 11	0.146086311	          	14.45082438
 1059	  5	0.099920139	          	 2.93063236
 1061	  5	0.142334488	          	 4.43507391
 1062	  7	0.141932069	          	 5.10509266
 1063	 12	0.186394344	          	23.56836932
 1070	 34	0.113123242	          	13.54067219
 1072	 48	0.068358166	          	 5.65505564
 1073	 36	0.079009781	          	 5.09969741
 1074	  8	0.116727047	          	 5.86308887
 1075	 22	0.097521214	          	 7.73657618
 1076	  6	0.097423010	          	 7.63166993
 1083	  7	0.156622256	          	 7.12788742
 1084	 20	0.105621235	          	 7.30344115
 1086	 11	0.115856994	          	 8.92573954
 1089	 23	0.069704190	          	 9.36120243
 1090	  9	0.069694653	          	10.08919765
 1098	 18	0.089849761	          	 6.02726956
 1100	  5	0.055068441	          	 4.62988944
 1101	 15	0.072639067	          	 6.83984018
 1105	  8	0.119251642	          	 7.19916201
 1106	 11	0.074611604	          	 5.39414633
 1110	  5	0.121275444	          	 3.20007449
 1112	 18	0.102502880	          	11.09730646
 1118	 16	0.116507317	          	12.45214701
 1119	  9	0.114292086	          	 9.75296890
 1122	  7	0.132229319	          	10.81844740
 1124	 17	0.073929554	          	 6.75394179
 1130	  7	0.139876770	          	 8.00363118
 1135	  6	0.084737206	          	 4.07954923
 1136	  5	0.154992680	          	 7.02106898
 1141	  5	0.166007091	          	14.44606570
 1142	  5	0.143594393	          	 3.26552134
 1144	 14	0.105635851	          	10.86548858
 1146	  5	0.129172626	          	 5.18031240
 1147	  5	0.155948213	          	 8.25431610
 1151	  8	0.135358838	          	 8.57811648
 1155	  5	0.188793893	          	11.74811865
 1157	 21	0.083779859	          	11.03217008
 1158	  5	0.084883008	          	11.64475015
 1159	  6	0.126260556	          	 6.07701001
 1161	  5	0.110755986	          	 5.24322981
 1167	  8	0.128116845	          	 8.84805195
 1170	  5	0.189820045	          	20.95516637
 1173	 13	0.120512504	          	 5.21721912
 1174	  5	0.107243518	          	 2.47770068
 1175	 20	0.084958259	          	 5.30823408
 1177	  5	0.097295347	          	 8.71239950
 1180	  7	0.133526933	          	 9.48925424
 1190	 26	0.062974008	          	 7.76165927
 1191	  7	0.067067534	          	 3.29815325
 1194	  6	0.075710840	          	 7.48872234
 1196	 39	0.075136790	          	10.44476432
 1197	 20	0.076786818	          	10.46055450
 1198	 21	0.078182365	          	 7.55705348
 1199	  6	0.168275075	          	17.12575822
 1203	 14	0.063106699	          	 2.45273270
 1204	  5	0.114864994	          	 2.24984414
 1210	  9	0.135027352	          	 6.01218641
 1211	 10	0.157535201	          	11.79575989
 1212	  6	0.157098016	          	10.95852589
 1213	 11	0.116284126	          	 4.91133271
 1215	 20	0.086741350	          	 3.66554162
 1218	  6	0.142721691	          	11.56867443
 1220	  6	0.054041001	          	 9.29747787
 1225	  6	0.125258774	          	 6.66337728
 1227	  5	0.143349639	          	 9.49196554
 1229	 10	0.125991915	          	 7.13860266
 1231	  6	0.113785626	          	 2.19621522
 1232	 15	0.072312266	          	 9.61223317
 1234	 11	0.076311525	          	13.39470685
 1236	  7	0.167604833	          	13.54127655
 1237	  6	0.113481414	          	 7.26566911
 1240	  7	0.129096941	          	 6.39128184
 1241	  8	0.103948812	          	 2.75922044
 1242	 10	0.096204828	          	 8.33107219
 1243	 18	0.119653541	          	11.78836192
 1245	  5	0.146146967	          	 7.54646251
 1249	 13	0.078548276	          	14.35182457
 1250	  6	0.137287388	          	 5.88618429
 1253	 23	0.063635439	          	 4.82780632
 1258	  6	0.101988641	          	 3.99363464
 1260	 42	0.073666122	          	10.56186403
 1261	 10	0.074488313	          	 9.69062530
 1262	  5	0.073595288	          	 9.99077971
 1266	 21	0.071193096	          	 3.81028937
 1271	 25	0.115498465	          	17.71250205
 1272	 14	0.115381166	          	16.88873499
 1275	  5	0.140890046	          	 3.47248768
 1277	  5	0.079111382	          	 4.67295424
 1282	  7	0.092797552	          	 5.02117419
 1288	  5	0.143333560	          	 5.88964549
 1296	 21	0.070318583	          	 3.89656337
 1303	  6	0.115578109	          	 3.63339422
 1304	  7	0.114942583	          	 6.04966839
 1305	 16	0.106721417	          	 9.70102893
 1306	  5	0.104857330	          	 7.18928981
 1310	  6	0.117851028	          	 4.05186389
 1311	 14	0.127114705	          	 9.88175354
 1312	  6	0.127538156	          	10.13302313
 1315	  7	0.170998146	          	 9.84391746
 1317	  5	0.174089408	          	10.18686167
 1318	 26	0.086635467	          	 5.99263354
 1328	  6	0.114456265	          	 4.13199291
 1339	 23	0.098066008	          	 7.38244241
 1340	  5	0.098313840	          	 7.36414545
 1341	  5	0.097948582	          	 7.07905349
 1343	 19	0.068954439	          	 6.01952897
 1344	  8	0.093928962	          	 2.75153855
 1348	  5	0.042030567	          	 4.38770649
 1349	  6	0.041533049	          	 4.20452013
 1355	 12	0.116780976	          	 8.32949664
 1356	 23	0.086066800	          	 5.48987000
 1357	  6	0.087959226	          	 5.26283250
 1361	 15	0.093186645	          	 4.74504446
 1362	 11	0.126768753	          	 8.23100848
 1363	 12	0.070971572	          	 3.44963066
 1369	  6	0.109880842	          	 3.58041060
 1371	 33	0.084858298	          	 7.80843323
 1372	 23	0.083140731	          	 9.66473482
 1373	  7	0.083120052	          	 9.67114656
 1374	  6	0.082424467	          	 9.58659917
 1379	 13	0.145502890	          	10.95223461
 1381	 12	0.113011559	          	12.18691053
 1382	 10	0.133294153	          	 9.51850723
 1384	  5	0.097841309	          	 3.81713743
 1386	  6	0.183519340	          	17.73320913
 1388	 15	0.130913270	          	14.60434281
 1391	  6	0.138532864	          	 4.42820384
 1393	  5	0.051475772	          	 0.72890302
 1402	  6	0.045691874	          	11.41398779
 1409	 17	0.095482401	          	 5.49432915
 1411	  9	0.094107228	          	 5.60050901
 1413	  7	0.146925437	          	 4.84946015
 1415	 26	0.080637150	          	 4.65765700
 1418	  5	0.119440756	          	 4.89516210
 1422	 13	0.066318993	          	 6.63201243
 1423	  9	0.066897314	          	 5.68011449
 1424	 12	0.064300718	          	 7.36492809
 1428	  8	0.147872359	          	 6.31239851
 1429	 58	0.113841446	          	15.56569321
 1434	  5	0.057314574	          	 5.05177495
 1448	  7	0.076856730	          	 3.63394505
 1450	  7	0.093184731	          	 2.81560021
 1455	 12	0.142627681	          	10.06680410
 1457	  6	0.081751477	          	 3.19127042
 1458	 10	0.110718976	          	 4.86792384
 1460	  6	0.120329469	          	 4.09089114
 1466	  5	0.152094537	          	 5.54979880
 1472	  7	0.075236793	          	 9.33224224
 1475	  5	0.060630654	          	 2.19675478
 1477	 24	0.072079610	          	12.37817717
 1484	 17	0.062938100	          	 4.69294756
 1486	  6	0.171170198	          	 9.07467633
 1488	  5	0.133801808	          	 5.54870234
 1489	  6	0.059915991	          	 2.63674528
 1492	 14	0.090022042	          	 3.90132621
 1494	  7	0.140605196	          	 6.03438877
 1495	  6	0.166802921	          	11.46384029
 1503	  6	0.088076125	          	 7.82503683
 1505	 20	0.065511920	          	 4.58964199
 1510	 16	0.062864477	          	 2.83438973
 1511	  7	0.067672498	          	 2.93026310
