section,field,value
limitation,limitation_32,"The group and ACT/eRASS acquisition paths contain metadata contracts only, with zero catalog or scientific rows and unevaluated population gates."
limitation,limitation_33,The group-scale metadata audit found zero ready public lanes and completed no CP10 task.
limitation,limitation_34,"The guarded ACT/eRASS executor is unauthorized and unrun; executable safety controls do not provide an overlap, X-COP exclusion, or population result."
limitation,limitation_35,"The guarded X-CLASS executor is unauthorized and unrun; its exact one-GET privacy contract is preparation evidence, not an acquired group sample or scientific result."
limitation,limitation_36,"The kinetic-gate theorem is conditional on an unbounded smooth positive gate that is already growing and keeps one timelike mixing term nonnegative; bounded-domain counterexamples remain, no observational data were opened, and no full-action no-go is established."
limitation,limitation_37,The missing-variable registry has four executable proxy rows but zero continuous measurements; sixteen applicable rows remain source-blocked.
limitation,limitation_38,The nuisance-only predictive interval excludes source covariance and model discrepancy and is not a full confidence interval.
limitation,limitation_39,"The restricted exterior backreaction calculation finds a nonzero scalar-stress lensing source, but its large-radius response is compactness-suppressed relative to the scalar motion force and the isolated scalar energy grows logarithmically; finite-radius matching and other same-action architectures are not ruled out, while global quantitative lensing remains blocked."
limitation,limitation_40,"The restricted quadrature action exactly embeds the dimensionless motion law in one universal conformal matter/photon metric and derives its scalar stress, but direct conformal lensing shifts cancel, metric backreaction is unsolved, the scalar cone is superluminal, the low-gradient branch is degenerate, the finite-gradient endpoint is singular, and no timelike cosmological branch is defined."
limitation,limitation_41,"The scalar Hamiltonian successor derives the exact scalar ADM Legendre block and local slice conditions but also preserves a positive-principal negative-energy case; the full metric-matter Hamiltonian, lower bound, boundary flux, cutoff, and CP11.4 health proof remain blocked."
limitation,limitation_42,"The split-gate source bound and universal conformal source identity are restricted derivations; no physical source profile, on-shell metric solution, or same-action lensing result is established."
limitation,limitation_43,The two-scalar action is a blocked feasibility template: one of ten template/health gates passes and no healthy matter+lensing theory is established.
