galaxy	point_index	observed_speed_km_s	observed_speed_error_km_s
GASS17640	3	4.009000000000e+01	1.060000000000e+01
GASS17640	4	2.341000000000e+01	7.400000000000e+00
GASS17640	5	2.449000000000e+01	1.150000000000e+01
GASS17640	6	5.191000000000e+01	8.900000000000e+00
GASS17640	7	2.689000000000e+01	7.700000000000e+00
GASS17640	8	4.991000000000e+01	7.700000000000e+00
GASS17640	9	6.049000000000e+01	7.800000000000e+00
GASS17640	10	5.681000000000e+01	6.600000000000e+00
GASS17640	11	5.319000000000e+01	6.500000000000e+00
GASS17640	12	6.451000000000e+01	5.200000000000e+00
GASS17640	13	4.789000000000e+01	4.700000000000e+00
GASS17640	14	4.911000000000e+01	4.900000000000e+00
GASS17640	15	5.209000000000e+01	4.500000000000e+00
GASS17640	16	6.901000000000e+01	4.100000000000e+00
GASS17640	17	3.519000000000e+01	3.900000000000e+00
GASS17640	18	6.851000000000e+01	3.800000000000e+00
GASS17640	19	8.479000000000e+01	3.400000000000e+00
GASS17640	20	8.841000000000e+01	3.200000000000e+00
GASS17640	21	6.979000000000e+01	2.800000000000e+00
GASS17640	22	6.921000000000e+01	2.900000000000e+00
GASS17640	23	9.119000000000e+01	2.900000000000e+00
GASS17640	24	7.981000000000e+01	3.000000000000e+00
GASS17640	25	7.831000000000e+01	3.400000000000e+00
GASS17640	26	8.549000000000e+01	3.600000000000e+00
GASS17640	27	6.721000000000e+01	4.100000000000e+00
GASS17640	28	9.481000000000e+01	5.100000000000e+00
GASS17640	29	9.869000000000e+01	5.300000000000e+00
GASS17640	30	1.232100000000e+02	5.800000000000e+00
GASS17640	31	1.180100000000e+02	6.600000000000e+00
GASS17640	32	4.569000000000e+01	7.600000000000e+00
GASS17640	33	9.941000000000e+01	8.200000000000e+00
GASS17640	34	4.161000000000e+01	8.400000000000e+00
GASS17640	35	8.271000000000e+01	8.400000000000e+00
GASS17640	36	7.021000000000e+01	1.170000000000e+01
GASS17640	37	1.079900000000e+02	1.290000000000e+01
GASS17640	38	7.661000000000e+01	9.800000000000e+00
GASS17640	39	9.231000000000e+01	9.200000000000e+00
GASS17640	40	1.112100000000e+02	8.600000000000e+00
GASS17640	41	8.761000000000e+01	9.500000000000e+00
GASS17640	42	1.530900000000e+02	1.180000000000e+01
GASS17640	43	1.406100000000e+02	1.210000000000e+01
GASS17640	44	1.209900000000e+02	9.700000000000e+00
GASS17684	2	4.665000000000e+01	8.800000000000e+00
GASS17684	3	6.095000000000e+01	9.300000000000e+00
GASS17684	4	1.022500000000e+02	7.400000000000e+00
GASS17684	5	8.805000000000e+01	7.300000000000e+00
GASS17684	6	1.052500000000e+02	8.600000000000e+00
GASS17684	7	1.149500000000e+02	1.270000000000e+01
GASS17684	8	1.095500000000e+02	1.540000000000e+01
GASS17684	9	1.380500000000e+02	1.580000000000e+01
GASS17684	10	1.492500000000e+02	1.680000000000e+01
GASS18335	2	2.492000000000e+01	9.600000000000e+00
GASS18335	3	3.298000000000e+01	8.000000000000e+00
GASS18335	4	3.342000000000e+01	7.100000000000e+00
GASS18335	5	5.738000000000e+01	1.130000000000e+01
GASS18335	6	6.322000000000e+01	8.000000000000e+00
GASS18335	7	7.258000000000e+01	9.500000000000e+00
GASS18335	8	6.182000000000e+01	8.400000000000e+00
GASS18335	9	8.258000000000e+01	8.800000000000e+00
GASS18335	10	7.542000000000e+01	8.100000000000e+00
GASS18335	11	9.028000000000e+01	6.900000000000e+00
GASS18335	12	9.022000000000e+01	5.500000000000e+00
GASS18335	13	1.139800000000e+02	4.700000000000e+00
GASS18335	14	1.094200000000e+02	4.700000000000e+00
GASS18335	15	1.151800000000e+02	3.900000000000e+00
GASS18335	16	1.336200000000e+02	3.500000000000e+00
GASS18335	17	1.401800000000e+02	3.000000000000e+00
GASS18335	18	1.380200000000e+02	2.700000000000e+00
GASS18335	19	1.402800000000e+02	2.500000000000e+00
GASS18335	20	1.374200000000e+02	2.300000000000e+00
GASS18335	21	1.386800000000e+02	2.300000000000e+00
GASS18335	22	1.921200000000e+02	2.400000000000e+00
GASS18335	23	2.256800000000e+02	2.600000000000e+00
GASS18335	24	1.822200000000e+02	2.900000000000e+00
GASS18335	25	1.612800000000e+02	3.400000000000e+00
GASS18335	26	2.196200000000e+02	3.500000000000e+00
GASS18335	27	1.436800000000e+02	4.400000000000e+00
GASS18335	28	2.233200000000e+02	5.100000000000e+00
GASS18335	29	2.032800000000e+02	5.300000000000e+00
GASS18335	30	1.935200000000e+02	5.800000000000e+00
GASS18335	31	1.894800000000e+02	7.700000000000e+00
GASS18335	32	2.505200000000e+02	7.300000000000e+00
GASS18335	33	2.087800000000e+02	7.800000000000e+00
GASS18335	34	2.198200000000e+02	8.500000000000e+00
GASS18335	35	2.203800000000e+02	1.100000000000e+01
GASS18335	36	1.856200000000e+02	9.700000000000e+00
GASS18335	37	1.987800000000e+02	9.100000000000e+00
GASS18335	38	2.198200000000e+02	7.400000000000e+00
GASS18335	39	2.377800000000e+02	8.200000000000e+00
GASS18335	40	2.285200000000e+02	1.020000000000e+01
GASS18335	41	2.817800000000e+02	7.800000000000e+00
GASS18335	42	2.238200000000e+02	1.050000000000e+01
GASS18335	43	2.438800000000e+02	8.800000000000e+00
GASS18900	1	2.170000000000e+01	9.900000000000e+00
GASS18900	2	3.630000000000e+01	9.200000000000e+00
GASS18900	3	4.920000000000e+01	7.600000000000e+00
GASS18900	4	4.220000000000e+01	1.080000000000e+01
GASS18900	5	8.300000000000e+01	9.700000000000e+00
GASS18900	6	5.670000000000e+01	8.300000000000e+00
GASS18900	7	1.104000000000e+02	8.000000000000e+00
GASS18900	8	9.460000000000e+01	7.600000000000e+00
GASS18900	9	1.187000000000e+02	7.000000000000e+00
GASS18900	10	1.329000000000e+02	6.600000000000e+00
GASS18900	11	1.356000000000e+02	5.400000000000e+00
GASS18900	12	1.445000000000e+02	5.400000000000e+00
GASS18900	13	1.526000000000e+02	4.700000000000e+00
GASS18900	14	1.440000000000e+02	4.100000000000e+00
GASS18900	15	1.425000000000e+02	3.600000000000e+00
GASS18900	16	1.701000000000e+02	3.100000000000e+00
GASS18900	17	1.489000000000e+02	2.700000000000e+00
GASS18900	18	1.625000000000e+02	2.500000000000e+00
GASS18900	19	1.836000000000e+02	2.500000000000e+00
GASS18900	20	1.654000000000e+02	2.700000000000e+00
GASS18900	21	1.831000000000e+02	2.600000000000e+00
GASS18900	22	2.042000000000e+02	2.600000000000e+00
GASS18900	23	1.647000000000e+02	2.500000000000e+00
GASS18900	24	1.811000000000e+02	2.500000000000e+00
GASS18900	25	1.875000000000e+02	2.600000000000e+00
GASS18900	26	1.913000000000e+02	3.000000000000e+00
GASS18900	27	1.848000000000e+02	3.200000000000e+00
GASS18900	28	1.929000000000e+02	3.800000000000e+00
GASS18900	29	2.042000000000e+02	4.200000000000e+00
GASS18900	30	2.339000000000e+02	4.600000000000e+00
GASS18900	31	1.971000000000e+02	5.300000000000e+00
GASS18900	32	2.106000000000e+02	6.000000000000e+00
GASS18900	33	2.016000000000e+02	6.100000000000e+00
GASS18900	34	2.184000000000e+02	6.500000000000e+00
GASS18900	35	2.090000000000e+02	7.600000000000e+00
GASS18900	36	1.907000000000e+02	7.900000000000e+00
GASS18900	37	2.156000000000e+02	9.600000000000e+00
GASS18900	38	2.252000000000e+02	9.000000000000e+00
GASS18900	39	2.099000000000e+02	8.800000000000e+00
GASS18900	40	1.843000000000e+02	7.600000000000e+00
GASS18900	41	1.877000000000e+02	8.100000000000e+00
GASS18900	42	1.714000000000e+02	9.100000000000e+00
GASS18900	43	1.961000000000e+02	8.300000000000e+00
GASS18900	44	2.414000000000e+02	1.000000000000e+01
GASS20041	1	4.870000000000e+01	6.000000000000e+00
GASS20041	2	5.770000000000e+01	2.600000000000e+00
GASS20041	3	8.620000000000e+01	2.000000000000e+00
GASS20041	4	9.350000000000e+01	2.100000000000e+00
GASS20041	5	1.053000000000e+02	2.400000000000e+00
GASS20041	6	9.330000000000e+01	3.000000000000e+00
GASS20041	7	1.253000000000e+02	6.600000000000e+00
GASS20041	8	1.061000000000e+02	1.140000000000e+01
GASS20041	9	4.310000000000e+01	2.750000000000e+01
GASS21842	1	3.859000000000e+01	9.000000000000e+00
GASS21842	2	4.941000000000e+01	1.060000000000e+01
GASS21842	3	7.659000000000e+01	9.300000000000e+00
GASS21842	4	8.661000000000e+01	9.600000000000e+00
GASS21842	5	9.119000000000e+01	6.900000000000e+00
GASS21842	6	9.121000000000e+01	9.800000000000e+00
GASS21842	7	1.059900000000e+02	9.200000000000e+00
GASS21842	8	1.259100000000e+02	7.000000000000e+00
GASS21842	9	1.217900000000e+02	5.400000000000e+00
GASS21842	10	1.425100000000e+02	4.000000000000e+00
GASS21842	11	1.591900000000e+02	2.800000000000e+00
GASS21842	12	1.441100000000e+02	2.100000000000e+00
GASS21842	13	1.657900000000e+02	1.600000000000e+00
GASS21842	14	1.807100000000e+02	1.300000000000e+00
GASS21842	15	2.146900000000e+02	1.500000000000e+00
GASS21842	16	2.083100000000e+02	1.900000000000e+00
GASS21842	17	2.080100000000e+02	2.600000000000e+00
GASS21842	18	2.069900000000e+02	3.500000000000e+00
GASS21842	19	2.048100000000e+02	4.900000000000e+00
GASS21842	20	1.935900000000e+02	6.100000000000e+00
GASS21842	21	2.207100000000e+02	1.000000000000e+01
GASS21842	22	2.273900000000e+02	9.000000000000e+00
GASS21842	23	1.969100000000e+02	1.080000000000e+01
GASS21842	24	2.269900000000e+02	7.600000000000e+00
GASS21842	25	1.952100000000e+02	9.700000000000e+00
GASS21842	26	2.088900000000e+02	9.500000000000e+00
GASS21842	27	2.054900000000e+02	8.600000000000e+00
GASS22999	0	1.776000000000e+01	7.200000000000e+00
GASS22999	2	2.526000000000e+01	5.500000000000e+00
GASS22999	3	1.864000000000e+01	6.200000000000e+00
GASS22999	4	3.286000000000e+01	8.600000000000e+00
GASS22999	5	2.374000000000e+01	8.200000000000e+00
GASS22999	6	4.226000000000e+01	9.200000000000e+00
GASS22999	7	3.314000000000e+01	8.100000000000e+00
GASS22999	8	4.306000000000e+01	7.000000000000e+00
GASS22999	9	4.264000000000e+01	6.300000000000e+00
GASS22999	10	5.536000000000e+01	5.200000000000e+00
GASS22999	11	5.154000000000e+01	5.100000000000e+00
GASS22999	12	5.676000000000e+01	4.900000000000e+00
GASS22999	13	6.394000000000e+01	4.600000000000e+00
GASS22999	14	6.356000000000e+01	4.400000000000e+00
GASS22999	15	7.454000000000e+01	4.000000000000e+00
GASS22999	16	6.136000000000e+01	4.100000000000e+00
GASS22999	17	7.934000000000e+01	4.100000000000e+00
GASS22999	18	5.986000000000e+01	4.300000000000e+00
GASS22999	19	8.344000000000e+01	4.100000000000e+00
GASS22999	20	8.296000000000e+01	3.800000000000e+00
GASS22999	21	8.884000000000e+01	3.400000000000e+00
GASS22999	22	8.066000000000e+01	3.400000000000e+00
GASS22999	23	9.494000000000e+01	3.500000000000e+00
GASS22999	24	9.136000000000e+01	3.100000000000e+00
GASS22999	25	1.002400000000e+02	2.800000000000e+00
GASS22999	26	1.077600000000e+02	2.500000000000e+00
GASS22999	27	1.038400000000e+02	2.300000000000e+00
GASS22999	28	1.195600000000e+02	2.600000000000e+00
GASS22999	29	1.045400000000e+02	2.600000000000e+00
GASS22999	30	1.252600000000e+02	2.600000000000e+00
GASS22999	31	1.055400000000e+02	2.300000000000e+00
GASS22999	32	1.174400000000e+02	2.300000000000e+00
GASS22999	33	1.243600000000e+02	2.500000000000e+00
GASS22999	34	1.187400000000e+02	2.900000000000e+00
GASS22999	35	1.262400000000e+02	3.400000000000e+00
GASS22999	36	1.287600000000e+02	3.600000000000e+00
GASS22999	37	1.315400000000e+02	3.700000000000e+00
GASS22999	38	1.410400000000e+02	3.600000000000e+00
GASS22999	39	1.398600000000e+02	3.500000000000e+00
GASS22999	40	1.403400000000e+02	3.300000000000e+00
GASS22999	41	1.447400000000e+02	3.000000000000e+00
GASS22999	42	1.448600000000e+02	2.600000000000e+00
GASS22999	43	1.493400000000e+02	2.200000000000e+00
GASS22999	44	1.511400000000e+02	2.000000000000e+00
GASS22999	45	1.682600000000e+02	2.000000000000e+00
GASS22999	46	1.608400000000e+02	1.900000000000e+00
GASS22999	47	1.653400000000e+02	1.200000000000e+00
GASS22999	48	1.748400000000e+02	1.300000000000e+00
GASS22999	49	1.918400000000e+02	2.100000000000e+00
GASS24094	2	2.947000000000e+01	7.200000000000e+00
GASS24094	3	3.313000000000e+01	1.070000000000e+01
GASS24094	4	3.677000000000e+01	8.900000000000e+00
GASS24094	5	7.083000000000e+01	7.000000000000e+00
GASS24094	6	8.127000000000e+01	5.200000000000e+00
GASS24094	7	8.763000000000e+01	4.700000000000e+00
GASS24094	8	9.107000000000e+01	4.200000000000e+00
GASS24094	9	9.823000000000e+01	4.100000000000e+00
GASS24094	10	8.357000000000e+01	4.000000000000e+00
GASS24094	11	9.413000000000e+01	4.800000000000e+00
GASS24094	12	1.288700000000e+02	5.400000000000e+00
GASS24094	13	1.076300000000e+02	6.100000000000e+00
GASS24094	14	1.561700000000e+02	7.700000000000e+00
GASS24094	15	1.734300000000e+02	9.800000000000e+00
GASS24094	16	1.481700000000e+02	1.270000000000e+01
GASS24094	17	1.710300000000e+02	9.500000000000e+00
GASS24094	18	1.830700000000e+02	1.020000000000e+01
GASS24168	1	3.843000000000e+01	1.310000000000e+01
GASS24168	2	2.627000000000e+01	1.710000000000e+01
GASS24168	3	2.893000000000e+01	1.370000000000e+01
GASS24168	4	2.293000000000e+01	1.080000000000e+01
GASS24168	6	2.223000000000e+01	1.290000000000e+01
GASS24168	7	5.177000000000e+01	9.500000000000e+00
GASS24168	8	5.313000000000e+01	9.400000000000e+00
GASS24168	9	4.877000000000e+01	8.000000000000e+00
GASS24168	10	5.373000000000e+01	1.250000000000e+01
GASS24168	11	1.867000000000e+01	1.110000000000e+01
GASS24168	12	6.473000000000e+01	1.180000000000e+01
GASS24168	13	6.937000000000e+01	1.020000000000e+01
GASS24168	14	4.363000000000e+01	1.360000000000e+01
GASS24168	15	5.927000000000e+01	1.030000000000e+01
GASS24168	16	5.293000000000e+01	1.130000000000e+01
GASS24168	17	8.147000000000e+01	1.070000000000e+01
GASS24168	18	8.513000000000e+01	1.420000000000e+01
GASS24168	19	9.567000000000e+01	1.420000000000e+01
GASS24168	20	9.653000000000e+01	1.170000000000e+01
GASS24168	21	9.047000000000e+01	1.520000000000e+01
GASS24168	22	6.873000000000e+01	1.400000000000e+01
GASS24168	23	9.987000000000e+01	1.580000000000e+01
GASS24168	24	7.703000000000e+01	1.850000000000e+01
GASS24168	25	1.146700000000e+02	1.730000000000e+01
GASS24168	26	1.064300000000e+02	1.870000000000e+01
GASS24168	27	1.342700000000e+02	1.550000000000e+01
GASS24168	28	1.213300000000e+02	1.690000000000e+01
GASS24168	29	1.080700000000e+02	2.030000000000e+01
GASS24168	30	1.011300000000e+02	2.090000000000e+01
GASS24168	31	9.977000000000e+01	1.910000000000e+01
GASS24168	32	1.226300000000e+02	1.950000000000e+01
GASS24168	33	1.448700000000e+02	2.060000000000e+01
GASS24168	34	1.165300000000e+02	1.780000000000e+01
GASS24168	35	1.344700000000e+02	1.950000000000e+01
GASS24168	36	1.433300000000e+02	1.610000000000e+01
GASS24168	37	1.429700000000e+02	1.310000000000e+01
GASS24168	38	1.405300000000e+02	1.360000000000e+01
GASS24168	39	1.646700000000e+02	1.310000000000e+01
GASS24168	40	1.277300000000e+02	1.550000000000e+01
GASS24168	41	1.411700000000e+02	1.260000000000e+01
GASS24168	42	1.433300000000e+02	1.520000000000e+01
GASS24168	43	1.498300000000e+02	1.650000000000e+01
GASS24168	44	1.579700000000e+02	1.380000000000e+01
GASS24168	45	1.493300000000e+02	1.250000000000e+01
GASS24168	46	1.599300000000e+02	1.420000000000e+01
GASS24168	47	1.441700000000e+02	1.220000000000e+01
GASS24168	48	1.536300000000e+02	1.310000000000e+01
GASS24168	49	1.549700000000e+02	1.250000000000e+01
GASS24168	50	1.639300000000e+02	1.030000000000e+01
GASS24168	51	1.540700000000e+02	1.080000000000e+01
GASS24168	52	1.736300000000e+02	1.150000000000e+01
GASS24168	53	1.467700000000e+02	1.290000000000e+01
GASS24168	54	1.783300000000e+02	1.200000000000e+01
GASS24168	55	1.659700000000e+02	1.130000000000e+01
GASS24168	56	1.880300000000e+02	1.300000000000e+01
GASS24168	57	1.793700000000e+02	1.120000000000e+01
GASS24168	58	1.763300000000e+02	1.120000000000e+01
GASS24168	59	1.755300000000e+02	9.600000000000e+00
GASS24168	60	1.891700000000e+02	9.500000000000e+00
GASS24168	61	1.919300000000e+02	8.300000000000e+00
GASS24168	62	1.899700000000e+02	9.200000000000e+00
GASS24168	63	1.762300000000e+02	1.170000000000e+01
GASS24168	64	1.993700000000e+02	9.200000000000e+00
GASS24168	65	1.861300000000e+02	8.200000000000e+00
GASS24168	66	1.821700000000e+02	1.070000000000e+01
GASS24168	67	2.109300000000e+02	1.220000000000e+01
GASS24168	68	2.313700000000e+02	1.300000000000e+01
GASS24168	69	1.883300000000e+02	1.000000000000e+01
GASS24496	2	8.595000000000e+01	6.200000000000e+00
GASS24496	3	1.003500000000e+02	5.100000000000e+00
GASS24496	4	1.075500000000e+02	3.600000000000e+00
GASS24496	5	1.283500000000e+02	3.800000000000e+00
GASS24496	6	1.267500000000e+02	5.000000000000e+00
GASS24496	7	1.392500000000e+02	5.000000000000e+00
GASS24496	8	1.409500000000e+02	4.200000000000e+00
GASS24496	9	1.474500000000e+02	3.400000000000e+00
GASS24496	10	1.438500000000e+02	3.200000000000e+00
GASS24496	11	1.457500000000e+02	3.900000000000e+00
GASS24496	12	1.420500000000e+02	4.400000000000e+00
GASS24496	13	1.375500000000e+02	4.200000000000e+00
GASS24496	14	1.484500000000e+02	4.700000000000e+00
GASS24496	15	1.480500000000e+02	4.800000000000e+00
GASS24496	16	1.439500000000e+02	5.200000000000e+00
GASS24496	17	1.480500000000e+02	5.900000000000e+00
GASS24496	18	1.469500000000e+02	7.300000000000e+00
GASS24496	19	1.481500000000e+02	6.600000000000e+00
GASS24496	20	1.479500000000e+02	5.700000000000e+00
GASS24496	21	1.533500000000e+02	3.900000000000e+00
GASS24496	22	1.515500000000e+02	2.900000000000e+00
GASS24496	23	1.513500000000e+02	2.700000000000e+00
GASS24496	24	1.642500000000e+02	3.000000000000e+00
GASS24496	25	1.371500000000e+02	3.300000000000e+00
GASS24496	26	1.534500000000e+02	2.900000000000e+00
GASS24496	27	1.544500000000e+02	3.100000000000e+00
GASS24496	28	1.466500000000e+02	3.900000000000e+00
GASS24496	29	1.492500000000e+02	4.200000000000e+00
GASS24496	30	1.612500000000e+02	7.600000000000e+00
GASS24496	31	1.621500000000e+02	1.560000000000e+01
GASS26822	2	4.915000000000e+01	1.100000000000e+01
GASS26822	3	4.875000000000e+01	5.400000000000e+00
GASS26822	4	7.875000000000e+01	3.200000000000e+00
GASS26822	5	6.945000000000e+01	3.100000000000e+00
GASS26822	6	1.217500000000e+02	4.300000000000e+00
GASS26822	7	1.053500000000e+02	7.600000000000e+00
GASS26822	8	1.467500000000e+02	1.030000000000e+01
GASS26822	9	1.252500000000e+02	9.900000000000e+00
GASS26822	10	1.466500000000e+02	7.100000000000e+00
GASS26822	11	1.331500000000e+02	6.100000000000e+00
GASS26822	12	1.501500000000e+02	5.700000000000e+00
GASS26822	13	1.580500000000e+02	6.600000000000e+00
GASS26822	14	1.176500000000e+02	6.100000000000e+00
GASS26822	15	1.449500000000e+02	6.600000000000e+00
GASS26822	16	1.429500000000e+02	6.800000000000e+00
GASS26822	17	1.768500000000e+02	6.800000000000e+00
GASS26822	18	1.723500000000e+02	7.700000000000e+00
GASS26822	19	1.845500000000e+02	6.900000000000e+00
GASS26822	20	1.920500000000e+02	7.100000000000e+00
GASS26822	21	1.836500000000e+02	7.000000000000e+00
GASS26822	22	1.888500000000e+02	7.300000000000e+00
GASS26822	23	1.944500000000e+02	9.000000000000e+00
GASS26822	24	1.754500000000e+02	6.000000000000e+00
GASS26822	25	1.954500000000e+02	4.800000000000e+00
GASS26822	26	1.393500000000e+02	3.400000000000e+00
GASS26822	27	1.660500000000e+02	4.900000000000e+00
GASS26822	28	1.679500000000e+02	7.900000000000e+00
GASS26822	29	1.314500000000e+02	4.100000000000e+00
GASS26822	30	1.494500000000e+02	5.700000000000e+00
GASS27167	1	5.166000000000e+01	1.500000000000e+00
GASS27167	2	9.686000000000e+01	2.400000000000e+00
GASS27167	3	1.397600000000e+02	3.300000000000e+00
GASS27167	4	1.352600000000e+02	4.900000000000e+00
GASS27167	5	1.307600000000e+02	7.400000000000e+00
GASS27167	6	1.360600000000e+02	9.800000000000e+00
GASS27167	7	1.683400000000e+02	1.270000000000e+01
GASS27167	8	1.385600000000e+02	1.360000000000e+01
GASS27167	9	1.438400000000e+02	1.070000000000e+01
GASS27167	10	1.386600000000e+02	1.100000000000e+01
GASS27167	11	1.262400000000e+02	1.100000000000e+01
GASS27167	12	1.429600000000e+02	1.190000000000e+01
GASS27167	13	1.375400000000e+02	1.040000000000e+01
GASS27167	14	1.417400000000e+02	1.270000000000e+01
GASS27167	15	1.393600000000e+02	1.090000000000e+01
GASS27167	16	1.108400000000e+02	1.530000000000e+01
GASS29555	2	1.851000000000e+01	7.700000000000e+00
GASS29555	3	2.619000000000e+01	7.500000000000e+00
GASS29555	4	3.851000000000e+01	8.600000000000e+00
GASS29555	5	2.909000000000e+01	9.200000000000e+00
GASS29555	6	4.141000000000e+01	6.900000000000e+00
GASS29555	7	3.329000000000e+01	6.600000000000e+00
GASS29555	8	4.641000000000e+01	5.400000000000e+00
GASS29555	9	4.059000000000e+01	4.700000000000e+00
GASS29555	10	5.501000000000e+01	4.000000000000e+00
GASS29555	11	6.509000000000e+01	3.200000000000e+00
GASS29555	12	6.381000000000e+01	2.800000000000e+00
GASS29555	13	4.319000000000e+01	2.500000000000e+00
GASS29555	14	2.751000000000e+01	2.200000000000e+00
GASS29555	15	4.849000000000e+01	1.900000000000e+00
GASS29555	16	3.311000000000e+01	1.900000000000e+00
GASS29555	17	5.979000000000e+01	2.300000000000e+00
GASS29555	18	5.671000000000e+01	3.400000000000e+00
GASS29555	19	6.409000000000e+01	3.500000000000e+00
GASS29555	20	4.191000000000e+01	3.900000000000e+00
GASS29555	21	4.869000000000e+01	4.700000000000e+00
GASS29555	22	2.711000000000e+01	5.900000000000e+00
GASS29555	23	4.239000000000e+01	6.100000000000e+00
GASS29555	24	3.331000000000e+01	6.700000000000e+00
GASS29555	25	7.369000000000e+01	8.400000000000e+00
GASS29555	26	7.471000000000e+01	8.400000000000e+00
GASS29555	27	5.131000000000e+01	1.020000000000e+01
GASS29555	28	6.129000000000e+01	1.240000000000e+01
GASS29555	29	2.161000000000e+01	1.080000000000e+01
GASS29555	30	9.709000000000e+01	1.370000000000e+01
GASS29555	31	7.111000000000e+01	9.900000000000e+00
GASS29842	0	2.947000000000e+01	2.200000000000e+00
GASS29842	1	2.873000000000e+01	2.900000000000e+00
GASS29842	2	4.907000000000e+01	3.100000000000e+00
GASS29842	3	4.903000000000e+01	3.500000000000e+00
GASS29842	4	6.057000000000e+01	4.200000000000e+00
GASS29842	5	6.733000000000e+01	6.400000000000e+00
GASS29842	6	8.327000000000e+01	6.400000000000e+00
GASS29842	7	1.016300000000e+02	6.100000000000e+00
GASS29842	8	9.677000000000e+01	5.300000000000e+00
GASS29842	9	1.186300000000e+02	4.200000000000e+00
GASS29842	10	1.083700000000e+02	4.000000000000e+00
GASS29842	11	1.381300000000e+02	3.800000000000e+00
GASS29842	12	1.255700000000e+02	3.500000000000e+00
GASS29842	13	1.428300000000e+02	3.400000000000e+00
GASS29842	14	1.565700000000e+02	3.000000000000e+00
GASS29842	15	1.533300000000e+02	3.200000000000e+00
GASS29842	16	1.595700000000e+02	3.000000000000e+00
GASS29842	17	1.563300000000e+02	2.800000000000e+00
GASS29842	18	1.664700000000e+02	2.700000000000e+00
GASS29842	19	1.591300000000e+02	2.900000000000e+00
GASS29842	20	1.654700000000e+02	3.200000000000e+00
GASS29842	21	1.577300000000e+02	3.700000000000e+00
GASS29842	22	1.529700000000e+02	4.000000000000e+00
GASS29842	23	1.540300000000e+02	4.600000000000e+00
GASS29842	24	1.716700000000e+02	4.400000000000e+00
GASS29842	25	1.523300000000e+02	4.400000000000e+00
GASS29842	26	1.715700000000e+02	4.900000000000e+00
GASS29842	27	1.555300000000e+02	5.300000000000e+00
GASS29842	28	1.807700000000e+02	5.200000000000e+00
GASS29842	29	1.693300000000e+02	5.300000000000e+00
GASS29842	30	1.899700000000e+02	5.400000000000e+00
GASS29842	31	1.736300000000e+02	5.800000000000e+00
GASS29842	32	1.904700000000e+02	5.300000000000e+00
GASS29842	33	1.830300000000e+02	5.000000000000e+00
GASS29842	34	1.876700000000e+02	4.700000000000e+00
GASS29842	35	1.838300000000e+02	5.200000000000e+00
GASS29842	36	1.880700000000e+02	5.000000000000e+00
GASS29842	37	1.842300000000e+02	4.600000000000e+00
GASS29842	38	2.042700000000e+02	4.200000000000e+00
GASS29842	39	1.955300000000e+02	3.400000000000e+00
GASS29842	40	2.005700000000e+02	3.500000000000e+00
GASS29842	41	1.992300000000e+02	3.200000000000e+00
GASS29842	42	2.125700000000e+02	3.100000000000e+00
GASS29842	43	2.087300000000e+02	2.900000000000e+00
GASS29842	44	2.156700000000e+02	2.900000000000e+00
GASS29842	45	2.039300000000e+02	2.800000000000e+00
GASS29842	46	2.187700000000e+02	2.500000000000e+00
GASS29842	47	2.094300000000e+02	2.300000000000e+00
GASS29842	48	2.143700000000e+02	2.000000000000e+00
GASS29842	49	2.069300000000e+02	1.900000000000e+00
GASS29842	50	2.263700000000e+02	1.900000000000e+00
GASS29842	51	1.944300000000e+02	1.900000000000e+00
GASS29842	52	2.096700000000e+02	2.200000000000e+00
GASS29842	53	1.970700000000e+02	2.500000000000e+00
GASS29842	54	1.931300000000e+02	2.700000000000e+00
GASS29842	55	1.711700000000e+02	2.800000000000e+00
GASS29842	56	1.783300000000e+02	2.900000000000e+00
GASS29842	57	1.948700000000e+02	3.000000000000e+00
GASS29842	58	1.873300000000e+02	3.100000000000e+00
GASS29842	59	1.809700000000e+02	4.400000000000e+00
GASS29842	60	1.842700000000e+02	4.400000000000e+00
GASS29842	61	2.039300000000e+02	3.800000000000e+00
GASS29842	62	2.008700000000e+02	3.400000000000e+00
GASS29842	63	2.078300000000e+02	4.300000000000e+00
GASS29842	64	2.152700000000e+02	3.800000000000e+00
GASS29842	65	2.175700000000e+02	5.500000000000e+00
GASS29842	66	1.871300000000e+02	1.670000000000e+01
GASS29892	0	2.429000000000e+01	5.300000000000e+00
GASS29892	1	1.951000000000e+01	4.000000000000e+00
GASS29892	2	4.219000000000e+01	3.600000000000e+00
GASS29892	3	2.331000000000e+01	4.800000000000e+00
GASS29892	4	5.849000000000e+01	4.800000000000e+00
GASS29892	5	8.141000000000e+01	5.700000000000e+00
GASS29892	6	9.379000000000e+01	7.900000000000e+00
GASS29892	7	9.819000000000e+01	1.120000000000e+01
GASS29892	8	6.639000000000e+01	1.110000000000e+01
GASS29892	9	1.175900000000e+02	1.230000000000e+01
GASS29892	10	1.143900000000e+02	1.480000000000e+01
GASS29892	11	1.828900000000e+02	2.120000000000e+01
GASS29892	12	1.807100000000e+02	1.870000000000e+01
GASS29892	13	2.409900000000e+02	1.740000000000e+01
GASS29892	14	2.168100000000e+02	1.830000000000e+01
GASS29892	15	2.279900000000e+02	1.310000000000e+01
GASS29892	16	2.262100000000e+02	1.570000000000e+01
GASS29892	17	2.343900000000e+02	1.610000000000e+01
GASS29892	18	2.347100000000e+02	1.680000000000e+01
