#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:14:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:14:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F566%2FA1%2Fgroups&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35660001
#Name: J/A+A/566/A1
#Title: Flux- and volume-limited groups for SDSS galaxies (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/a+a/566/a1	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/566/a1	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014A&A...566A...1T	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/566/A1	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35660001	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-08-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_566_A1_groups:
#Name: J/A+A/566/A1/groups
#Title: Flux limited groups
#Column	GroupID	(I6)	[1/82458] Group/cluster ID	[ucd=meta.id;meta.main]
#Column	Ngal	(I3)	[2/849] Richness	[ucd=meta.number]
#Column	RAJ2000	(F9.5)	Right ascension of group centre (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination of group centre (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zcmb	(F8.5)	CMB-corrected redshift of group	[ucd=src.redshift]
#Column	Dist.c	(F7.3)	Comoving distance to group center (G1)	[ucd=pos.distance]
#Column	sig.v	(F7.1)	rms radial velocity deviation {sigma}_V_	[ucd=phys.veloc.dispersion]
#Column	sig.sky	(F7.4)	rms deviation of the projected distance in the sky from group center {sigma}_sky_ (G1)	[ucd=phys.angSize]
#Column	Rvir	(F7.4)	Virial radius (projected harmonic mean) (G1)	[ucd=phys.size.radius]
#Column	Rmax	(F8.4)	Maximum radius of the group (G1)	[ucd=phys.size.radius]
#Column	MNFW	(E9.2)	Mass (NFW profile) (G1)	[ucd=phys.mass]
#Column	MHer	(E9.2)	Mass (Hernquist profile) (G1)	[ucd=phys.mass]
#Column	Lrgroup	(E9.2)	Observed luminosity (G1)	[ucd=phys.luminosity]
GroupID	Ngal	RAJ2000	DEJ2000	zcmb	Dist.c	sig.v	sig.sky	Rvir	Rmax	MNFW	MHer	Lrgroup
 10840	  5	175.88142	+55.22183	 0.05553	164.587	  202.3	 0.1870	 0.2847	  0.4367	 1.48e+01	 2.45e+01	 4.27e+00
 10841	  2	159.61292	+06.58429	 0.06847	202.384	  148.8	 0.0202	 0.0571	  0.0286	 1.43e+00	 1.43e+00	 2.94e+00
 10842	  4	216.36868	+39.57389	 0.08275	243.846	  144.8	 0.1365	 0.2296	  0.3020	 5.58e+00	 9.14e+00	 5.56e+00
 10843	  3	202.54449	+33.05298	 0.03679	109.461	  222.1	 0.1331	 0.2930	  0.2353	 1.27e+01	 2.10e+01	 1.20e+00
 10844	  2	240.72521	+33.84558	 0.05888	174.382	  232.6	 0.0154	 0.0437	  0.0219	 2.67e+00	 2.67e+00	 3.43e+00
 10845	  2	154.35548	+39.33411	 0.06414	189.764	   48.8	 0.0385	 0.1090	  0.0546	 2.94e-01	 2.94e-01	 2.65e+00
 10846	  2	191.44097	+06.26088	 0.04814	142.882	   49.6	 0.1091	 0.3086	  0.1545	 8.57e-01	 8.57e-01	 2.39e+00
 10847	  2	174.26863	+56.54125	 0.05151	152.789	   84.2	 0.0960	 0.2716	  0.1360	 2.18e+00	 2.18e+00	 1.71e+00
 10848	  2	184.75268	+27.75341	 0.02753	 82.056	   50.0	 0.0295	 0.0835	  0.0418	 2.36e-01	 2.36e-01	 5.99e-01
 10849	  3	248.80587	+22.71528	 0.03697	109.991	   47.5	 0.1258	 0.2901	  0.2107	 5.62e-01	 9.05e-01	 1.32e+00
 10850	  5	221.52169	+15.81884	 0.04917	145.913	   95.9	 0.1607	 0.3113	  0.2899	 2.90e+00	 4.72e+00	 3.33e+00
 10851	  9	121.43540	+24.13295	 0.05983	177.173	  174.4	 0.1531	 0.1975	  0.3935	 9.04e+00	 1.49e+01	 8.64e+00
 10852	  7	246.45559	+27.45045	 0.07910	233.278	  113.3	 0.2602	 0.4300	  0.5582	 6.50e+00	 1.07e+01	 8.78e+00
 10853	  2	237.73619	+08.07755	 0.07082	209.220	   28.0	 0.0780	 0.2206	  0.1104	 1.95e-01	 1.95e-01	 3.30e+00
 10854	  2	114.90832	+28.12016	 0.08022	236.515	  220.4	 0.1620	 0.4583	  0.2294	 2.52e+01	 2.52e+01	 4.05e+00
 10855	  2	194.31899	+14.20878	 0.06246	184.845	   57.0	 0.0249	 0.0705	  0.0353	 2.59e-01	 2.59e-01	 2.46e+00
 10856	  2	209.18971	+36.31507	 0.01760	 52.575	   98.0	 0.0472	 0.1334	  0.0669	 1.45e+00	 1.45e+00	 1.78e-01
 10857	  2	162.92417	+03.21543	 0.05785	171.369	   50.4	 0.0133	 0.0377	  0.0189	 1.08e-01	 1.08e-01	 2.71e+00
 10858	  2	179.39687	+20.74696	 0.06863	202.851	   63.6	 0.0382	 0.1079	  0.0540	 4.93e-01	 4.93e-01	 3.68e+00
 10859	  6	249.10896	+29.17329	 0.13824	402.469	  363.3	 0.2474	 0.2782	  0.6502	 6.22e+01	 1.04e+02	 2.39e+01
 10860	  3	200.33428	+57.59828	 0.00742	 22.224	   42.4	 0.0796	 0.1382	  0.1525	 2.85e-01	 4.58e-01	 4.99e-02
 10861	  3	184.72113	+68.65964	 0.06062	179.479	  267.3	 0.1221	 0.2733	  0.2146	 1.69e+01	 2.79e+01	 7.80e+00
 10862	  2	117.27080	+37.16281	 0.07301	215.576	  134.7	 0.0376	 0.1063	  0.0532	 2.18e+00	 2.18e+00	 3.83e+00
 10863	  2	188.49271	+19.44183	 0.06526	193.022	  103.9	 0.1406	 0.3978	  0.1991	 4.85e+00	 4.85e+00	 2.86e+00
 10864	  2	234.58673	+13.89482	 0.07386	218.067	  106.3	 0.0228	 0.0644	  0.0322	 8.21e-01	 8.21e-01	 3.62e+00
 10865	  2	180.14438	+04.39555	 0.07740	228.347	  141.4	 0.1493	 0.4223	  0.2114	 9.54e+00	 9.54e+00	 3.85e+00
 10866	  3	210.22933	+02.07050	 0.05082	150.772	   59.2	 0.0437	 0.0935	  0.0793	 3.05e-01	 4.89e-01	 2.04e+00
 10867	 12	157.81603	+07.57272	 0.10672	312.858	  261.9	 0.2700	 0.3467	  0.5931	 3.55e+01	 5.91e+01	 2.15e+01
 10868	  2	198.75152	+10.01883	 0.04521	134.288	  133.9	 0.0154	 0.0436	  0.0219	 8.84e-01	 8.84e-01	 2.03e+00
 10869	  2	196.66197	+41.96331	 0.03670	109.201	    7.3	 0.1102	 0.3116	  0.1559	 1.89e-02	 1.89e-02	 9.06e-01
 10870	  2	180.73253	+24.72345	 0.04513	134.037	   31.7	 0.1268	 0.3585	  0.1795	 4.07e-01	 4.07e-01	 1.34e+00
 10871	  3	231.13818	+20.08025	 0.08943	263.136	  367.8	 0.0448	 0.0935	  0.0799	 1.17e+01	 1.94e+01	 6.58e+00
 10872	  3	203.74423	+11.56408	 0.05581	165.403	   52.3	 0.1474	 0.3161	  0.2644	 7.99e-01	 1.29e+00	 3.38e+00
 10873	  4	155.50576	+44.89456	 0.08454	249.013	  164.2	 0.1295	 0.2105	  0.2536	 6.80e+00	 1.12e+01	 6.11e+00
 10874	  2	134.95622	+30.83724	 0.03150	 93.834	   23.2	 0.1090	 0.3084	  0.1545	 1.88e-01	 1.88e-01	 9.65e-01
 10875	  3	138.38647	+13.39044	 0.10115	296.875	  313.8	 0.0871	 0.1491	  0.1677	 1.66e+01	 2.74e+01	 7.87e+00
 10876	  4	174.60881	+55.30852	 0.06458	191.046	  196.0	 0.1251	 0.1437	  0.2059	 9.33e+00	 1.54e+01	 4.57e+00
 10877	  2	125.83899	+29.47063	 0.05665	167.866	    7.8	 0.0254	 0.0719	  0.0360	 4.89e-03	 4.89e-03	 2.16e+00
 10878	  2	196.46161	-03.57034	 0.04788	142.142	   41.3	 0.1177	 0.3330	  0.1667	 6.41e-01	 6.41e-01	 1.46e+00
 10879	  2	218.81080	+24.66823	 0.08815	259.461	  164.2	 0.0370	 0.1046	  0.0524	 3.19e+00	 3.19e+00	 8.34e+00
 10880	  2	124.24717	+18.08403	 0.03967	117.975	   16.3	 0.0877	 0.2480	  0.1241	 7.48e-02	 7.48e-02	 1.41e+00
 10881	  5	166.97890	+45.49418	 0.06449	190.768	  156.4	 0.1700	 0.1688	  0.4253	 8.09e+00	 1.33e+01	 3.69e+00
 10882	  5	138.10364	+16.58493	 0.08989	264.483	  180.3	 0.1031	 0.1103	  0.2266	 6.53e+00	 1.07e+01	 1.06e+01
 10883	  2	207.55560	+24.09792	 0.06433	190.314	   33.2	 0.0073	 0.0207	  0.0104	 2.58e-02	 2.58e-02	 4.02e+00
 10884	  6	247.80419	+27.24305	 0.08755	257.712	  126.4	 0.2291	 0.3061	  0.5200	 7.13e+00	 1.17e+01	 1.20e+01
 10885	  2	153.65638	+29.30217	 0.02244	 66.974	   73.1	 0.0176	 0.0497	  0.0249	 2.99e-01	 2.99e-01	 3.04e-01
 10886	  2	139.10463	+42.99848	 0.00932	 27.893	   38.7	 0.0023	 0.0066	  0.0033	 1.12e-02	 1.12e-02	 5.89e-02
 10887	  4	234.05376	+14.35905	 0.09048	266.185	   87.6	 0.1700	 0.2236	  0.3974	 2.56e+00	 4.17e+00	 1.01e+01
 10888	  2	163.94829	+05.75940	 0.04153	123.458	  146.1	 0.0703	 0.1989	  0.0996	 4.79e+00	 4.79e+00	 1.32e+00
 10889	  2	220.03095	+00.69555	 0.11677	341.573	   60.2	 0.0573	 0.1622	  0.0812	 6.64e-01	 6.64e-01	 9.06e+00
 10890	  2	162.89546	+26.22759	 0.05503	163.122	   24.1	 0.1096	 0.3099	  0.1551	 2.03e-01	 2.03e-01	 3.26e+00
 10891	  3	194.44750	+07.55471	 0.09414	276.713	   59.4	 0.1079	 0.2121	  0.2001	 7.55e-01	 1.22e+00	 6.64e+00
 10892	  5	192.90605	+10.66215	 0.00597	 17.866	   92.9	 0.1484	 0.2831	  0.2642	 2.51e+00	 4.09e+00	 1.31e+00
 10893	 14	178.54178	+09.66715	 0.10356	303.798	  663.8	 0.2418	 0.3260	  0.6584	 2.00e+02	 3.40e+02	 2.31e+01
 10894	  2	216.04751	+04.21897	 0.08838	260.112	   40.0	 0.0328	 0.0928	  0.0465	 1.68e-01	 1.68e-01	 5.22e+00
 10895	  4	116.33930	+27.36839	 0.02765	 82.424	  129.9	 0.1228	 0.2342	  0.2036	 4.05e+00	 6.62e+00	 6.36e-01
 10896	  3	228.41682	-00.55591	 0.05440	161.261	  127.0	 0.0818	 0.0352	  0.1634	 2.59e+00	 4.22e+00	 3.14e+00
 10897	  5	248.29331	+42.33960	 0.11637	340.412	  318.7	 0.1645	 0.2218	  0.4169	 3.21e+01	 5.34e+01	 1.64e+01
 10898	  6	252.55396	+43.28824	 0.05715	169.334	  206.5	 0.2763	 0.3275	  0.5251	 2.27e+01	 3.76e+01	 5.98e+00
 10899	  2	203.93852	+26.10903	 0.06817	201.511	  139.7	 0.0198	 0.0560	  0.0280	 1.23e+00	 1.23e+00	 3.67e+00
 10900	  3	151.87362	+54.77206	 0.04853	144.028	   87.5	 0.1069	 0.2345	  0.1909	 1.61e+00	 2.61e+00	 2.39e+00
 10901	  9	199.73958	+11.63362	 0.10771	315.677	  237.3	 0.2540	 0.3275	  0.4800	 2.75e+01	 4.57e+01	 1.79e+01
 10902	  2	233.05419	+10.54131	 0.02055	 61.349	   16.0	 0.1017	 0.2875	  0.1440	 8.34e-02	 8.34e-02	 2.84e-01
 10903	  2	198.89746	+07.83979	 0.09320	274.014	  189.2	 0.1465	 0.4145	  0.2074	 1.68e+01	 1.68e+01	 5.69e+00
 10904	  5	200.30876	+58.67877	 0.09915	291.122	  237.9	 0.1625	 0.2305	  0.3652	 1.78e+01	 2.94e+01	 1.15e+01
 10905	  2	144.03440	+33.86878	 0.01344	 40.178	   29.3	 0.0454	 0.1285	  0.0645	 1.25e-01	 1.25e-01	 1.02e-01
 10906	  3	239.24715	+04.06891	 0.03403	101.319	   67.9	 0.1713	 0.3504	  0.3088	 1.56e+00	 2.52e+00	 9.70e-01
 10907	  2	220.33520	+44.12520	 0.03613	107.510	   63.0	 0.0044	 0.0125	  0.0063	 5.61e-02	 5.61e-02	 1.32e+00
 10908	 10	220.41334	+33.20305	 0.05782	171.275	   81.5	 0.3098	 0.3557	  0.7396	 4.03e+00	 6.57e+00	 6.46e+00
 10909	  4	182.19736	+59.40594	 0.06386	188.927	   63.5	 0.1836	 0.3732	  0.3294	 1.46e+00	 2.36e+00	 4.23e+00
 10910	  4	193.12703	+03.20549	 0.04995	148.211	  188.2	 0.1031	 0.1169	  0.2134	 7.11e+00	 1.17e+01	 3.04e+00
 10911	  2	132.56326	+50.27635	 0.12217	356.940	  191.2	 0.1625	 0.4596	  0.2300	 1.90e+01	 1.90e+01	 1.04e+01
 10912	  2	160.40917	+46.81241	 0.04986	147.953	  126.3	 0.0364	 0.1029	  0.0515	 1.85e+00	 1.85e+00	 2.03e+00
 10913	  3	190.33757	+00.00659	 0.01711	 51.121	   27.2	 0.0999	 0.1925	  0.1882	 1.48e-01	 2.37e-01	 2.12e-01
 10914	 10	125.86983	+24.92014	 0.09560	280.933	  257.8	 0.2303	 0.2469	  0.5121	 2.94e+01	 4.89e+01	 1.50e+01
 10915	  8	175.84982	+01.95685	 0.07685	226.728	  109.6	 0.1894	 0.2509	  0.4287	 4.45e+00	 7.26e+00	 1.11e+01
 10916	  5	206.66377	+40.81144	 0.07567	223.315	   81.5	 0.2199	 0.1733	  0.5459	 2.87e+00	 4.67e+00	 6.34e+00
 10917	  2	149.55449	+37.96188	 0.05075	150.556	   95.5	 0.0790	 0.2236	  0.1119	 2.30e+00	 2.30e+00	 1.87e+00
 10918	  2	172.29686	+24.33309	 0.07101	209.756	  198.3	 0.0237	 0.0671	  0.0336	 2.98e+00	 2.98e+00	 5.36e+00
 10919	  9	213.09921	+49.75538	 0.07142	210.970	  184.9	 0.2173	 0.1979	  0.5556	 1.44e+01	 2.37e+01	 9.48e+00
 10920	  2	158.39325	+41.77625	 0.06390	189.039	  145.1	 0.0255	 0.0720	  0.0361	 1.71e+00	 1.71e+00	 3.74e+00
 10921	  2	256.22199	+31.21339	 0.03490	103.873	  120.3	 0.0886	 0.2507	  0.1256	 4.10e+00	 4.10e+00	 7.72e-01
 10922	  2	163.29480	+43.46784	 0.02501	 74.590	    4.8	 0.0608	 0.1719	  0.0860	 4.40e-03	 4.40e-03	 5.31e-01
 10923	  4	165.18533	+35.62255	 0.03148	 93.761	  146.7	 0.0622	 0.0882	  0.1199	 2.63e+00	 4.28e+00	 1.04e+00
 10924	  2	193.58712	-02.62742	 0.04871	144.582	    2.6	 0.0689	 0.1949	  0.0975	 1.45e-03	 1.45e-03	 1.54e+00
 10925	 14	175.22339	+14.68629	 0.11075	324.375	  340.7	 0.3598	 0.4552	  0.9320	 7.94e+01	 1.33e+02	 2.87e+01
 10926	  4	255.36578	+32.76453	 0.06973	206.046	  167.1	 0.0624	 0.1254	  0.1237	 3.41e+00	 5.57e+00	 4.19e+00
 10927	  2	139.67105	+67.04291	 0.06292	186.178	   46.9	 0.1419	 0.4012	  0.2009	 9.99e-01	 9.99e-01	 3.13e+00
 10928	  2	155.89489	+57.36746	 0.04644	137.895	   89.2	 0.1110	 0.3139	  0.1572	 2.82e+00	 2.82e+00	 1.33e+00
 10929	  2	134.25395	+22.72438	 0.04105	122.038	   89.8	 0.0748	 0.2115	  0.1059	 1.93e+00	 1.93e+00	 1.11e+00
 10930	  6	119.48806	+40.02850	 0.06687	197.706	  179.7	 0.1480	 0.2505	  0.3183	 9.28e+00	 1.53e+01	 6.96e+00
 10931	  3	236.69617	+41.97842	 0.02429	 72.452	    8.2	 0.0930	 0.1767	  0.1759	 1.25e-02	 1.98e-02	 5.95e-01
 10932	  2	117.01779	+22.59776	 0.07695	227.040	  176.4	 0.0753	 0.2130	  0.1066	 7.48e+00	 7.48e+00	 4.88e+00
 10933	  2	218.50932	+60.01447	 0.04965	147.322	  191.1	 0.0873	 0.2470	  0.1237	 1.02e+01	 1.02e+01	 1.66e+00
 10934	 17	215.84677	+46.08622	 0.07311	215.873	  192.6	 0.2702	 0.3527	  0.7272	 1.93e+01	 3.20e+01	 1.91e+01
 10935	  2	201.88150	+19.33757	 0.04381	130.173	  190.1	 0.0063	 0.0178	  0.0089	 7.28e-01	 7.28e-01	 1.73e+00
 10936	 19	158.95067	+36.10171	 0.12362	361.053	  315.8	 0.2532	 0.2958	  0.7357	 4.83e+01	 8.07e+01	 4.41e+01
 10937	  7	134.84406	+46.10565	 0.08951	263.383	  164.7	 0.1647	 0.2499	  0.4027	 8.69e+00	 1.43e+01	 9.87e+00
 10938	  2	209.83088	+40.24157	 0.01284	 38.404	  184.0	 0.0768	 0.2172	  0.1090	 8.31e+00	 8.31e+00	 1.08e-01
 10939	  2	216.06707	+32.99941	 0.00739	 22.114	   30.0	 0.0168	 0.0474	  0.0238	 4.81e-02	 4.81e-02	 3.72e-01
 10940	  2	227.48184	+44.00670	 0.06573	194.393	    6.8	 0.0966	 0.2731	  0.1366	 1.41e-02	 1.41e-02	 4.12e+00
 10941	  8	119.13363	+52.75733	 0.01897	 56.656	  118.1	 0.2212	 0.3413	  0.5095	 6.01e+00	 9.85e+00	 2.11e+00
 10942	  2	205.89759	+29.46567	 0.06472	191.435	  262.6	 0.1344	 0.3801	  0.1903	 2.96e+01	 2.96e+01	 2.85e+00
 10943	  2	186.27150	+22.99468	 0.06562	194.081	   93.2	 0.0949	 0.2685	  0.1344	 2.63e+00	 2.63e+00	 3.47e+00
 10944	  3	135.33502	+47.43947	 0.09160	269.396	  233.3	 0.0502	 0.1018	  0.0932	 5.33e+00	 8.73e+00	 6.89e+00
 10945	  2	203.08573	+11.15207	 0.03258	 97.027	   80.0	 0.0558	 0.1578	  0.0790	 1.14e+00	 1.14e+00	 7.44e-01
 10946	  2	240.25565	+38.67760	 0.09665	283.937	   43.3	 0.1599	 0.4521	  0.2263	 9.58e-01	 9.58e-01	 6.16e+00
 10947	  3	132.68639	+63.92217	 0.06968	205.893	   74.2	 0.1421	 0.3161	  0.2392	 1.54e+00	 2.50e+00	 3.59e+00
 10948	 11	135.17079	+16.15982	 0.07532	222.304	  361.0	 0.2369	 0.3383	  0.5338	 5.89e+01	 9.87e+01	 9.63e+00
 10949	  5	221.84556	+30.39359	 0.06075	179.859	   81.6	 0.1626	 0.2116	  0.2858	 2.13e+00	 3.46e+00	 5.15e+00
 10950	  3	196.32867	+38.73387	 0.08105	238.908	  165.0	 0.0989	 0.2087	  0.1726	 5.25e+00	 8.60e+00	 5.07e+00
 10951	 10	149.76479	+16.23808	 0.07639	225.403	  218.2	 0.3113	 0.2915	  0.7470	 2.85e+01	 4.73e+01	 1.20e+01
 10952	  3	169.50119	+39.84308	 0.03677	109.394	   74.9	 0.1538	 0.2807	  0.2920	 1.70e+00	 2.76e+00	 1.38e+00
 10953	 26	168.96993	+03.37929	 0.07777	229.408	  297.2	 0.3784	 0.3544	  1.0906	 6.37e+01	 1.07e+02	 2.75e+01
 10954	 17	235.27784	+55.92500	 0.06652	196.696	  285.9	 0.2168	 0.2246	  0.5998	 3.40e+01	 5.66e+01	 2.06e+01
 10955	  5	251.25120	+42.83611	 0.05901	174.762	  161.4	 0.1942	 0.2461	  0.4269	 9.82e+00	 1.62e+01	 4.39e+00
 10956	  3	182.22957	+36.66643	 0.08189	241.359	  108.5	 0.1460	 0.3348	  0.2478	 3.37e+00	 5.49e+00	 7.02e+00
 10957	  3	151.44509	+13.90392	 0.03452	102.747	   99.7	 0.1633	 0.3425	  0.2826	 3.18e+00	 5.18e+00	 1.06e+00
 10958	  4	236.13427	+05.04544	 0.03966	117.922	  119.2	 0.0980	 0.1950	  0.1809	 2.73e+00	 4.45e+00	 1.77e+00
 10959	  2	124.09949	+11.85230	 0.03571	106.271	   29.1	 0.0222	 0.0629	  0.0315	 6.00e-02	 6.00e-02	 1.29e+00
 10960	  2	180.38880	-02.03144	 0.05328	157.972	   36.6	 0.0324	 0.0917	  0.0459	 1.39e-01	 1.39e-01	 2.13e+00
 10961	  5	215.52431	+28.54596	 0.04177	124.138	   40.2	 0.1222	 0.2402	  0.2083	 3.92e-01	 6.30e-01	 2.42e+00
 10962	 13	205.94218	+04.12761	 0.11979	350.154	  454.1	 0.2835	 0.3888	  0.7519	 1.11e+02	 1.87e+02	 3.06e+01
 10963	  2	227.33077	+21.35582	 0.12027	351.536	   88.3	 0.1290	 0.3649	  0.1826	 3.22e+00	 3.22e+00	 1.00e+01
 10964	  4	212.45240	+06.35415	 0.08053	237.400	   85.0	 0.1514	 0.2042	  0.2850	 2.15e+00	 3.50e+00	 7.68e+00
 10965	  2	173.19297	+63.19216	 0.11101	325.134	  270.0	 0.0344	 0.0972	  0.0487	 8.00e+00	 8.00e+00	 9.02e+00
 10966	  3	226.63452	+47.10637	 0.08887	261.538	  275.5	 0.1905	 0.4202	  0.3278	 2.78e+01	 4.62e+01	 5.75e+00
 10967	 14	186.34891	+42.99262	 0.07561	223.124	  310.0	 0.2962	 0.3227	  0.8954	 5.43e+01	 9.09e+01	 1.73e+01
 10968	  3	214.42168	+24.86586	 0.05138	152.404	  167.9	 0.1194	 0.2272	  0.2239	 6.56e+00	 1.08e+01	 2.57e+00
 10969	  2	163.83513	+23.86206	 0.07858	231.751	   30.0	 0.0397	 0.1123	  0.0562	 1.14e-01	 1.14e-01	 3.93e+00
 10970	  3	164.19763	+03.40850	 0.05807	172.008	   69.4	 0.1394	 0.1105	  0.2777	 1.32e+00	 2.14e+00	 4.48e+00
 10971	  2	235.66561	+41.57752	 0.03348	 99.675	  153.1	 0.0309	 0.0874	  0.0438	 2.31e+00	 2.31e+00	 7.02e-01
 10972	 10	160.10571	+40.58475	 0.08268	243.641	  360.0	 0.3056	 0.3183	  0.8787	 7.53e+01	 1.26e+02	 1.30e+01
 10973	  3	185.99177	+52.93868	 0.06372	188.510	  111.6	 0.0852	 0.1712	  0.1562	 2.09e+00	 3.39e+00	 3.37e+00
 10974	  2	184.05375	+46.39738	 0.06901	203.950	   12.0	 0.1178	 0.3333	  0.1667	 5.43e-02	 5.43e-02	 3.26e+00
 10975	  2	175.56975	+54.79394	 0.04674	138.768	   52.7	 0.0136	 0.0385	  0.0193	 1.21e-01	 1.21e-01	 1.51e+00
 10976	  3	176.58154	-03.59953	 0.04913	145.814	   11.6	 0.1177	 0.2083	  0.2249	 3.20e-02	 5.09e-02	 2.33e+00
 10977	  4	223.06817	+32.76159	 0.08584	252.772	  164.6	 0.2172	 0.3988	  0.4453	 1.14e+01	 1.88e+01	 6.43e+00
 10978	  6	234.86091	+55.46426	 0.05178	153.585	   49.9	 0.1613	 0.2078	  0.3561	 7.95e-01	 1.28e+00	 3.77e+00
 10979	  2	223.38888	-02.90816	 0.07559	223.092	   93.9	 0.0080	 0.0227	  0.0114	 2.26e-01	 2.26e-01	 3.81e+00
 10980	  4	123.10942	+25.02352	 0.08235	242.678	  113.2	 0.0536	 0.0861	  0.1198	 1.36e+00	 2.20e+00	 7.05e+00
 10981	  3	238.82640	+20.38891	 0.03516	104.651	    9.9	 0.1203	 0.1951	  0.2330	 2.39e-02	 3.79e-02	 9.34e-01
 10982	  2	208.90136	+54.63750	 0.06835	202.017	   62.8	 0.0544	 0.1538	  0.0770	 6.84e-01	 6.84e-01	 2.94e+00
 10983	  2	163.74063	+42.95541	 0.03869	115.083	   52.3	 0.1202	 0.3401	  0.1703	 1.05e+00	 1.05e+00	 9.29e-01
 10984	  2	166.46811	+16.15547	 0.04639	137.748	   32.4	 0.1132	 0.3202	  0.1603	 3.79e-01	 3.79e-01	 1.32e+00
 10985	  2	132.42448	+49.25717	 0.03969	118.007	  157.3	 0.0887	 0.2510	  0.1257	 7.01e+00	 7.01e+00	 1.35e+00
 10986	  2	139.26818	+41.80262	 0.04154	123.490	   86.1	 0.0122	 0.0346	  0.0173	 2.89e-01	 2.89e-01	 1.53e+00
 10987	  3	175.95626	+64.02036	 0.04717	140.048	  140.4	 0.0726	 0.1085	  0.1416	 2.81e+00	 4.57e+00	 2.12e+00
 10988	  2	241.74802	+27.95318	 0.04629	137.460	   17.9	 0.0604	 0.1709	  0.0855	 6.21e-02	 6.21e-02	 1.64e+00
 10989	  4	219.55203	+03.50432	 0.06526	193.028	  103.6	 0.1879	 0.2931	  0.4095	 3.94e+00	 6.44e+00	 5.70e+00
 10990	  4	198.52338	+51.94974	 0.05995	177.500	  156.1	 0.0758	 0.1595	  0.1272	 3.61e+00	 5.89e+00	 3.48e+00
 10991	  2	182.90417	+19.87053	 0.02328	 69.456	   52.8	 0.0214	 0.0605	  0.0303	 1.91e-01	 1.91e-01	 5.26e-01
 10992	  4	253.03062	+32.79774	 0.05539	164.159	  125.1	 0.1459	 0.2568	  0.3185	 4.46e+00	 7.29e+00	 3.43e+00
 10993	  4	136.05538	+46.56169	 0.05251	155.712	   55.1	 0.1022	 0.1632	  0.2148	 6.15e-01	 9.90e-01	 6.18e+00
 10994	  4	235.86735	+33.42209	 0.03171	 94.457	   76.3	 0.1038	 0.1921	  0.2141	 1.19e+00	 1.93e+00	 1.46e+00
 10995	  2	166.82888	+54.52978	 0.05466	162.016	    7.1	 0.0298	 0.0843	  0.0422	 4.77e-03	 4.77e-03	 1.98e+00
 10996	  4	143.85783	+39.84173	 0.07004	206.943	  134.8	 0.0858	 0.0979	  0.2025	 3.06e+00	 4.98e+00	 6.61e+00
 10997	  3	148.49340	+26.43467	 0.05263	156.087	  132.0	 0.0894	 0.1147	  0.1761	 3.05e+00	 4.97e+00	 3.27e+00
 10998	  5	221.34241	+03.90658	 0.06560	194.000	  197.9	 0.1453	 0.2048	  0.3273	 1.10e+01	 1.82e+01	 4.74e+00
 10999	  4	128.86316	+17.38499	 0.07002	206.887	   87.8	 0.1544	 0.2422	  0.2729	 2.34e+00	 3.80e+00	 6.23e+00
 11000	  4	225.05269	+24.65007	 0.05199	154.185	   83.9	 0.0911	 0.1361	  0.1706	 1.27e+00	 2.05e+00	 3.68e+00
 11001	  4	182.92707	+31.35732	 0.07508	221.596	  230.9	 0.1967	 0.3924	  0.3882	 2.02e+01	 3.35e+01	 5.95e+00
 11002	  2	226.67230	+24.91002	 0.07045	208.125	   50.7	 0.1176	 0.3327	  0.1665	 9.67e-01	 9.67e-01	 3.16e+00
 11003	  5	234.63582	+30.79054	 0.05641	167.142	   77.2	 0.2723	 0.3964	  0.5557	 3.18e+00	 5.18e+00	 4.29e+00
 11004	  4	121.13295	+24.53518	 0.06850	202.447	  204.0	 0.1485	 0.2288	  0.2959	 1.20e+01	 1.97e+01	 5.03e+00
 11005	  3	138.32385	+16.17672	 0.09221	271.169	   79.8	 0.1064	 0.1964	  0.2022	 1.34e+00	 2.16e+00	 6.57e+00
