#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:30 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:30	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F602%2FA100%2Ftable2&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36020100
#Name: J/A+A/602/A100
#Title: Merging groups and clusters from the SDSS data (Tempel+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/602/a100	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/602/a100	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2017A&A...602A.100T	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/602/A100	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36020100	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-08-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_602_A100_table2:
#Name: J/A+A/602/A100/table2
#Title: Catalog of galaxy groups
#Column	GroupID	(I6)	[1/88662] Group/cluster ID	[ucd=meta.id;meta.main]
#Column	Ngal	(I5)	[2/254] Richness	[ucd=src.class.richness]
#Column	RAJ2000	(F13.9)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist.c	(F10.6)	Comoving distance to group center (G1)	[ucd=pos.distance]
#Column	Rmax	(F10.6)	Maximum radius of the group (G1)	[ucd=phys.size.radius;stat.max]
#Column	M200	(E11.4)	Estimated mass of the NFW profile group	[ucd=phys.mass]
#Column	R200	(E11.4)	Radius, where mean density is 200 the Universe average density	[ucd=phys.size.radius]
GroupID	Ngal	RAJ2000	DEJ2000	Dist.c	Rmax	M200	R200
 15740	    4	173.952233594	+26.660780294	642.271450	  0.325828	 1.4170e+01	 4.8513e-01
 15741	    3	197.153416388	-00.327228461	366.149834	  0.287802	 9.3257e+00	 4.3166e-01
 15742	    3	118.827020074	+40.730327099	409.865198	  0.250960	 1.0071e+01	 4.4134e-01
 15743	    2	135.858844729	+20.495596589	494.947795	  0.152168	 8.1650e+00	 4.0871e-01
 15744	    6	221.085859676	+19.043806202	197.752730	  0.551516	 1.9299e+01	 5.5722e-01
 15745	    4	145.407908495	-00.668637831	635.294407	  0.380370	 2.9436e+01	 6.1938e-01
 15746	    2	199.542511270	+22.052592352	703.789536	  0.211460	 9.0105e+01	 8.9402e-01
 15747	    4	193.664608528	+18.719840458	497.728536	  0.288523	 3.6953e+00	 3.1372e-01
 15748	    2	193.786491996	+18.790233372	496.914715	  0.114453	 1.0864e+00	 2.0862e-01
 15749	    8	127.335130973	+26.606498337	251.929712	  0.377550	 6.3580e+00	 3.8328e-01
 15750	    4	150.726984164	+01.412539830	441.911489	  0.651463	 4.2776e+01	 7.1290e-01
 15751	    4	192.301544938	+17.954366235	353.443975	  0.576555	 5.2011e+01	 7.6628e-01
 15752	    2	184.785314083	+37.400339389	638.246806	  0.333861	 2.2479e+01	 5.6599e-01
 15753	    3	158.544199007	+11.817793946	783.563140	  0.461568	 1.0647e+02	 9.3853e-01
 15754	    3	149.138284348	-00.679470960	715.315151	  0.465866	 4.5110e+01	 7.0917e-01
 15755	    2	142.233267677	+47.765679409	724.386568	  0.381831	 2.2506e+00	 2.6086e-01
 15756	    4	173.783123282	+59.302552967	656.410175	  0.757347	 1.2722e+01	 4.6744e-01
 15757	    3	192.610793646	+23.780516264	568.431062	  0.422247	 1.0639e+01	 4.4369e-01
 15758	    2	162.357350578	+29.245193441	490.042371	  0.349149	 9.0267e+00	 4.2278e-01
 15759	    6	157.265254983	+37.810171689	499.717527	  0.459636	 3.9996e+01	 6.9385e-01
 15760	    2	147.970276570	+06.623302525	590.383890	  0.122184	 2.8128e+01	 6.1240e-01
 15761	    2	127.253096595	+44.992678250	544.665242	  0.204502	 1.4569e+01	 4.9369e-01
 15762	    3	175.609015334	+14.140193973	542.698849	  0.296166	 1.0756e+01	 4.4628e-01
 15763	    2	187.878951623	+63.246897441	619.813164	  0.237548	 5.2319e+00	 3.4870e-01
 15764	    2	187.991055592	+63.305925964	622.876345	  0.125112	 3.1227e-01	 1.3624e-01
 15765	    3	234.030332661	+27.656920740	511.347060	  0.147033	 1.6794e+01	 5.1907e-01
 15766	    5	202.699310311	+60.283362191	515.154504	  0.486683	 4.8435e+01	 7.3863e-01
 15767	    2	176.499893066	+37.124164773	700.809528	  0.219336	 2.7889e-01	 1.3032e-01
 15768	    3	165.132773931	+58.042365075	679.160541	  0.696977	 1.0986e+02	 9.5714e-01
 15769	    2	123.401675028	+50.739051365	487.997412	  0.119604	 2.4682e-01	 1.2739e-01
 15770	    4	144.633495231	+62.168044683	401.624677	  0.234154	 4.0950e+00	 3.2718e-01
 15771	    3	176.888017648	+57.895790707	804.856566	  0.204752	 3.5057e+01	 6.4685e-01
 15772	   11	205.109742375	+16.333018995	332.002269	  0.714358	 5.2915e+01	 7.7198e-01
 15773	    3	148.798851178	+00.280755733	380.631109	  0.106725	 1.0514e+01	 4.4875e-01
 15774	    2	178.037524057	+25.436412638	384.846549	  0.213973	 8.0302e-01	 1.9034e-01
 15775	    3	178.121464447	+07.420788991	627.328600	  0.743153	 8.7268e+00	 4.1328e-01
 15776	   21	164.389949521	+37.607112477	158.019059	  0.700545	 4.5893e+01	 7.4595e-01
 15777	    2	164.799911841	+37.486592937	161.833881	  0.118803	 3.1089e+00	 3.0400e-01
 15778	    2	163.885553743	+37.618281779	158.944937	  0.178235	 4.6429e+00	 3.4756e-01
 15779	    2	159.974503639	+21.856769330	245.509596	  0.051944	 4.3763e-01	 1.5716e-01
 15780	    2	196.770832886	+08.296106964	636.840484	  0.135552	 1.5172e+01	 4.9654e-01
 15781	    3	158.090896284	+38.599185954	404.317916	  0.122638	 1.6298e+00	 2.4061e-01
 15782	    4	248.087908456	+21.548639439	599.249491	  0.768479	 4.7271e+00	 3.3770e-01
 15783	    5	175.794073388	+03.927405827	396.916128	  0.263739	 3.2561e+01	 6.5327e-01
 15784	    8	202.844040658	+11.142996343	352.774892	  0.711920	 5.3998e+01	 7.7595e-01
 15785	    2	186.125255605	+35.942230068	785.987987	  0.398669	 1.3638e+01	 4.7301e-01
 15786	    2	143.687439977	+04.302525144	838.661174	  0.373350	 2.2076e+00	 2.5657e-01
 15787	    3	167.382833200	+60.380284329	351.305251	  0.061562	 1.0654e+00	 2.0970e-01
 15788	    2	192.406536359	+31.541127315	656.669165	  0.059273	 1.9572e+00	 2.5047e-01
 15789	    4	238.800539854	+36.227131775	301.169257	  0.300615	 3.3383e+00	 3.0805e-01
 15790	    3	229.615173160	+58.404445106	255.578461	  0.138601	 1.5144e+01	 5.1173e-01
 15791	    3	220.576218110	+57.047658580	511.610422	  0.066716	 3.1427e-01	 1.3781e-01
 15792	    3	159.830090193	+65.535501302	503.679695	  0.390917	 1.1262e+00	 2.1102e-01
 15793	    3	182.149702449	+01.479102153	560.107258	  0.293303	 4.0317e+00	 3.2131e-01
 15794	    3	212.865878088	+01.690885164	755.139228	  0.492401	 5.1780e+01	 7.3994e-01
 15795	    2	211.986513908	+47.904535304	622.484359	  0.037522	 7.7252e+00	 3.9699e-01
 15796	    2	212.101336037	+52.252835717	716.957324	  0.141224	 3.3311e+01	 6.4090e-01
 15797	    6	130.302960430	+15.309375175	395.002061	  0.709334	 5.8063e+01	 7.9231e-01
 15798	    2	136.786573334	+17.156451283	476.568468	  0.081386	 3.5699e-01	 1.4420e-01
 15799	   11	226.520198527	+03.697444734	159.986314	  0.597626	 3.4793e+01	 6.8008e-01
 15800	    2	226.216548990	+01.482381492	568.588276	  0.036924	 1.0755e-01	 9.5936e-02
 15801	    4	220.910578695	+12.616886036	677.813981	  0.653836	 2.7623e+01	 6.0418e-01
 15802	    2	224.807203307	+23.634044323	698.475991	  0.132322	 9.6133e+00	 4.2422e-01
 15803	    2	193.842610939	+64.315863068	297.937103	  0.270279	 1.1908e+01	 4.7080e-01
 15804	    2	197.015643666	+56.113623717	354.698401	  0.124632	 3.8044e-01	 1.4873e-01
 15805	    6	172.528442363	+47.854616441	547.162864	  0.578494	 2.6401e+01	 6.0177e-01
 15806	    2	225.243693397	+36.517896426	663.475619	  0.102202	 2.0117e+01	 5.4425e-01
 15807	    2	168.412357989	+39.515260779	431.733074	  0.175304	 1.4248e-02	 4.9458e-02
 15808	    3	215.287989090	+00.957387579	720.455118	  0.235640	 1.0148e+01	 4.3112e-01
 15809	    3	163.769473866	+04.905578778	647.762089	  0.437045	 2.9050e+01	 6.1600e-01
 15810	    5	163.111455029	+18.395173230	575.037134	  0.871711	 1.4887e+02	 1.0686e+00
 15811	    3	146.696532096	+21.582666568	391.224028	  0.100209	 2.4308e+00	 2.7519e-01
 15812	    5	218.552962052	+00.632454183	138.301731	  0.252223	 7.2289e+00	 4.0344e-01
 15813	    2	196.299527723	+11.211037799	661.738800	  0.412158	 4.0708e+01	 6.8850e-01
 15814	    2	241.106495053	+13.688368443	558.240384	  0.240176	 6.5189e-01	 1.7507e-01
 15815	    3	151.251742736	+24.730183210	488.188942	  0.197847	 6.8800e-01	 1.7928e-01
 15816	    2	151.165843332	+24.701174582	487.088948	  0.080115	 5.9157e+00	 3.6732e-01
 15817	    2	175.283889674	+24.180251669	593.559849	  0.235604	 3.3676e+00	 3.0175e-01
 15818	    3	227.397811736	+08.472268285	466.285161	  0.362531	 4.1989e+00	 3.2821e-01
 15819	    5	193.214120390	+45.759848239	274.030916	  0.332932	 7.1562e+00	 3.9803e-01
 15820	    2	178.092391852	+34.794737109	277.157478	  0.152261	 6.1339e-03	 3.7800e-02
 15821	    5	208.333197164	+37.746121464	544.286980	  0.281131	 6.9424e+00	 3.8562e-01
 15822	    3	123.492325809	+50.781451359	591.615700	  0.692462	 1.5989e+01	 5.0724e-01
 15823	    2	214.489135582	+25.077397507	755.551043	  0.212381	 1.9822e+01	 5.3724e-01
 15824	    3	142.694801297	+01.793200859	514.333526	  0.499016	 2.0463e+00	 2.5727e-01
 15825	    4	234.846709023	+14.975293326	585.121954	  0.656826	 7.4787e+01	 8.4876e-01
 15826	    4	193.297685863	+47.868491063	599.299886	  0.547275	 4.9054e+00	 3.4189e-01
 15827	    2	179.667203163	+19.587204175	516.354898	  0.044487	 3.7252e-02	 6.7667e-02
 15828	    2	133.730369440	+49.885463523	529.011421	  0.160008	 3.1889e+01	 6.4183e-01
 15829	    2	179.953353970	+25.640940833	258.904974	  0.112331	 7.7898e-01	 1.9027e-01
 15830	    2	134.310587489	+36.620246688	506.285523	  0.169540	 2.5227e+00	 2.7605e-01
 15831	    3	227.344226972	+27.691743996	348.142342	  0.363632	 2.5523e+00	 2.8066e-01
 15832	    4	124.881746484	+27.542750757	422.407399	  0.789980	 2.5359e+00	 2.7841e-01
 15833	    2	156.846741595	+29.811346454	791.198631	  0.230489	 9.7399e+00	 4.2260e-01
 15834	    5	158.734504014	+40.232763030	342.901271	  0.618026	 1.0380e+02	 9.6556e-01
 15835	    4	225.859157650	+18.714932643	645.764413	  0.943564	 2.3445e+01	 5.7362e-01
 15836	    2	143.449491077	+37.001272358	422.690304	  0.077644	 3.9785e-02	 6.9696e-02
 15837	    3	184.503250550	+44.409727246	170.946949	  0.433820	 3.8623e+00	 3.2658e-01
 15838	    2	146.784971221	+00.021162441	543.101145	  0.208291	 1.2752e+01	 4.7231e-01
 15839	    2	246.179595359	+22.640330703	646.682989	  0.029221	 3.4625e+00	 3.0318e-01
 15840	    2	208.442306179	+18.787297005	571.862673	  0.367731	 7.4052e+00	 3.9310e-01
 15841	    4	143.917152961	+30.402859735	482.931184	  0.349121	 1.1996e+01	 4.6508e-01
 15842	    2	190.099173382	+01.338599981	520.354832	  0.118018	 8.5568e-02	 8.9253e-02
 15843	    3	167.759344368	+24.001194568	599.045127	  0.597392	 4.8224e+01	 7.3241e-01
 15844	    2	208.927222344	+10.898092093	616.375603	  0.042619	 3.3884e-01	 1.4007e-01
 15845	   11	176.129067752	+23.096705130	220.265830	  0.731670	 6.6777e+01	 8.4138e-01
 15846	    8	155.141710158	+06.754492655	486.040047	  0.628038	 1.8225e+02	 1.1516e+00
 15847	    4	135.071596700	+07.783386025	634.530442	  0.171968	 8.2840e+00	 4.0592e-01
 15848	    6	134.920309986	+07.822990254	637.969412	  0.942566	 3.0614e+02	 1.3517e+00
 15849	    2	134.363243597	+14.032093078	576.634876	  0.042688	 3.9172e-01	 1.4751e-01
 15850	    3	162.389121892	+46.988506860	502.602530	  0.373858	 1.1118e-01	 9.7537e-02
 15851	    2	187.120815419	+44.957028083	752.382252	  0.163309	 1.6934e-01	 1.0986e-01
 15852	    2	252.509937253	+21.922901875	814.359492	  0.216029	 1.4735e+00	 2.2471e-01
 15853	    2	183.489770148	+13.374424772	598.585026	  0.126606	 3.0880e+00	 2.9303e-01
 15854	    3	228.265017514	+06.031581354	744.276620	  0.657118	 1.8097e+02	 1.1240e+00
 15855	    2	159.846836874	+09.411425793	525.899804	  0.356341	 6.3669e+00	 3.7523e-01
 15856	    2	171.842069380	-00.666894310	631.257432	  0.262294	 5.4930e+01	 7.6281e-01
 15857	    7	190.373213676	+16.408875229	311.838116	  0.460324	 3.4596e+01	 6.7107e-01
 15858	    3	190.291962488	+16.312189428	305.366689	  0.364165	 1.0133e+00	 2.0696e-01
 15859	    3	190.146982728	+16.231749477	308.563185	  0.326946	 4.9912e+01	 7.5846e-01
 15860	    2	209.835428806	+51.261605733	466.807231	  0.178275	 1.2988e-01	 1.0302e-01
 15861	    2	141.098872606	+41.395479852	679.727665	  0.144706	 7.6239e+00	 3.9331e-01
 15862	    3	225.568721152	+47.117127584	575.610568	  0.371010	 4.4459e+00	 3.3152e-01
 15863	    2	157.238073201	+47.128927650	609.256990	  0.016350	 6.9572e+00	 3.8380e-01
 15864	    9	164.059143062	+09.742143230	147.928566	  0.373143	 8.3877e+00	 4.2364e-01
 15865	    6	164.101241538	+10.006306721	142.900629	  0.258109	 5.6935e+00	 3.7245e-01
 15866	    2	184.147169081	+29.980717858	750.790859	  0.222981	 2.4476e+00	 2.6764e-01
 15867	    3	242.509429531	+21.116740212	584.820185	  0.341371	 1.6141e+01	 5.0914e-01
 15868	    2	184.796298668	+36.977838120	576.271365	  0.163247	 8.8265e+00	 4.1664e-01
 15869	    3	209.914259838	+55.770648844	671.795676	  0.223151	 1.2285e+01	 4.6142e-01
 15870	    3	226.304526759	+60.561917157	806.797105	  0.599786	 7.7898e+00	 3.9173e-01
 15871	    3	116.603919546	+44.822946375	139.543796	  0.204716	 7.7044e+00	 4.1206e-01
 15872	    7	192.605904481	+25.328232200	370.758217	  0.442142	 2.7133e+01	 6.1602e-01
 15873	    2	133.842717387	+39.387451018	586.042277	  0.122168	 4.8354e-04	 1.5811e-02
 15874	    3	151.855471680	+10.659116799	415.105353	  0.535306	 6.0367e-01	 1.7265e-01
 15875	    2	191.802660766	-01.633343686	537.316363	  0.117689	 3.0983e+00	 2.9486e-01
 15876	    2	127.720096936	+24.058775484	567.363965	  0.280966	 6.1536e+00	 3.6972e-01
 15877	    4	142.392145800	+07.778486764	369.739399	  0.371632	 6.6033e+00	 3.8463e-01
 15878	    2	251.413678134	+32.991896789	719.297312	  0.061782	 3.3000e-01	 1.3762e-01
 15879	    2	159.071315615	+49.556288037	650.729228	  0.383120	 2.6619e+01	 5.9816e-01
 15880	    2	222.137167732	+36.802798057	472.754333	  0.336886	 8.0379e-01	 1.8906e-01
 15881	    2	184.272268350	+61.285786715	695.837123	  0.022854	 1.7914e-01	 1.1249e-01
 15882	    3	171.030424323	+51.304323321	740.639116	  0.426530	 7.1036e+01	 8.2323e-01
 15883	    4	232.989501199	+11.216283531	685.520586	  0.871357	 3.1132e+01	 6.2833e-01
 15884	    2	155.797560679	+14.526920957	431.061800	  0.033320	 6.8932e-01	 1.8022e-01
 15885	    4	230.713688300	+01.388492085	525.925682	  0.634322	 3.5525e+01	 6.6552e-01
 15886	    4	229.164257008	+42.016265301	578.788239	  0.479875	 3.8937e+00	 3.1710e-01
 15887	    6	120.571908795	+09.809448171	477.161946	  0.439872	 6.0647e+01	 7.9860e-01
 15888	    5	181.336914247	+37.316290849	580.698029	  0.877672	 1.2303e+02	 1.0023e+00
 15889	    3	213.376955899	+28.246249244	596.405727	  0.375726	 2.3683e+01	 5.7797e-01
 15890	    2	156.794094143	+60.068890032	503.964721	  0.368221	 1.5252e+00	 2.3346e-01
 15891	    3	154.624624259	+56.655112713	542.318421	  0.549303	 1.6803e+01	 5.1784e-01
 15892	    3	171.944965414	+11.464154981	371.674321	  0.283410	 2.1172e+01	 5.6709e-01
 15893	    2	194.777339483	+45.079053225	782.908167	  0.166891	 1.4306e+01	 4.8074e-01
 15894	    2	190.028681089	+28.070174037	740.086352	  0.096162	 3.7760e+00	 3.0955e-01
 15895	    2	136.684041005	+46.632834753	716.697818	  0.213021	 1.5461e+01	 4.9624e-01
 15896	    5	228.667590853	+34.187818509	491.390825	  0.632785	 3.6136e+01	 6.7122e-01
 15897	    4	242.540011610	+47.892623104	420.480775	  0.499114	 1.9376e+01	 5.4844e-01
 15898	    2	221.445977720	+24.232359606	580.292151	  0.039107	 6.3724e-02	 8.0499e-02
 15899	    3	155.511244413	+13.006537541	545.782501	  0.152460	 6.1546e+00	 3.7040e-01
 15900	    2	193.589102023	+27.406590794	726.349746	  0.242364	 4.8099e+00	 3.3596e-01
 15901	    3	237.385517780	+33.567444618	709.639991	  0.420235	 3.8910e+01	 6.7540e-01
 15902	    3	200.047485599	+34.454489793	538.165890	  0.526863	 2.9214e+00	 2.8912e-01
 15903	    2	145.049888376	+12.052689982	642.004100	  0.264462	 1.2410e+01	 4.6417e-01
 15904	    3	119.392617553	+27.319523880	533.738715	  0.293704	 2.3187e+00	 2.6779e-01
 15905	    3	184.140366761	+07.147642771	586.561465	  0.419376	 2.8860e+01	 6.1786e-01
 15906	    5	148.113870409	+20.595028301	304.537872	  0.466250	 1.7712e+01	 5.3714e-01
 15907	    3	148.274681644	+20.506234964	306.396492	  0.271829	 2.1794e+01	 5.7550e-01
 15908	    2	188.540822079	+08.756869445	545.491161	  0.095365	 1.0988e-01	 9.6811e-02
 15909	    4	213.965195585	+06.209155639	609.005028	  0.446181	 3.4126e+01	 6.5212e-01
 15910	    4	144.912487500	+31.406276385	487.156088	  0.265175	 8.0512e+00	 4.0706e-01
 15911	    4	139.295769747	+54.254810075	542.171112	  0.680652	 3.8097e+01	 6.8030e-01
 15912	    4	185.526484209	+37.674260004	637.165719	  0.323731	 2.6548e+01	 5.9832e-01
 15913	    2	247.396734853	+28.054420655	790.367559	  0.285515	 4.2443e+01	 6.9032e-01
 15914	    2	189.987643676	+33.212724673	598.380241	  0.271896	 1.4670e+01	 4.9261e-01
 15915	    4	150.264895122	+13.986293682	234.065814	  0.684981	 5.3274e+01	 7.7954e-01
 15916	    2	132.967356226	+52.556005917	650.342056	  0.014497	 2.2909e-01	 1.2258e-01
 15917	    2	233.863588326	+30.428251800	742.769368	  0.268711	 3.3698e+00	 2.9795e-01
 15918	    5	151.567392192	+07.290736442	419.533367	  0.620434	 9.1790e+01	 9.2118e-01
 15919	    4	151.499610344	+07.285674846	421.400029	  0.293522	 1.8904e+00	 2.5247e-01
 15920	    2	168.255315502	+26.256921256	699.387757	  0.329015	 9.7634e-01	 1.9791e-01
 15921	   15	168.807488037	+53.708954283	456.315891	  0.826945	 1.5746e+02	 1.0995e+00
 15922	    3	140.045391069	+14.587047917	587.109217	  0.424585	 1.0211e+01	 4.3697e-01
 15923	    2	155.950979902	+34.947218557	637.007205	  0.261013	 2.1056e+01	 5.5385e-01
 15924	    3	126.840815926	+59.024203030	556.582677	  0.195535	 2.6934e+00	 2.8096e-01
 15925	    2	173.306766538	+24.148667065	590.361812	  0.095573	 1.0997e-01	 9.6474e-02
 15926	   16	246.176211646	+48.591778309	250.527263	  0.728339	 6.4521e+01	 8.2991e-01
 15927	    2	158.368853905	+03.477840295	661.543731	  0.302678	 6.0978e+00	 3.6566e-01
 15928	    4	145.630024643	+56.806659998	594.991995	  0.626103	 1.4499e+00	 2.2782e-01
 15929	    2	157.205362607	+42.911825935	681.452884	  0.251205	 4.4195e+00	 3.2789e-01
 15930	    4	183.059610513	+64.164505245	471.279413	  0.395013	 8.5251e+00	 4.1543e-01
 15931	    4	156.808444069	+14.073577999	371.500377	  0.880469	 7.9722e+00	 4.0951e-01
 15932	    2	158.662742355	+11.062200351	494.872779	  0.048950	 3.4064e-01	 1.4175e-01
 15933	    3	213.267440184	+22.773180776	457.110346	  0.080540	 1.4999e+01	 5.0210e-01
 15934	    2	151.975784759	+34.032290977	546.197326	  0.007660	 1.0578e+00	 2.0593e-01
 15935	    7	126.078485563	+07.430631098	356.588659	  0.484370	 3.1165e+01	 6.4585e-01
 15936	    4	126.193002638	+07.631193177	351.189147	  0.509161	 7.0494e+01	 8.4816e-01
 15937	    3	256.501011958	+20.661382040	454.524956	  0.487490	 1.9501e+01	 5.4812e-01
 15938	    5	156.039878948	+33.001365084	508.207419	  0.746535	 3.4403e+02	 1.4207e+00
 15939	    4	160.372366155	+40.026591702	192.676997	  0.359479	 2.0267e+00	 2.6299e-01
 15940	    2	163.682615913	+37.901481195	802.374258	  0.249703	 8.9372e-01	 1.9042e-01
 15941	    3	200.167705401	+16.199726989	665.552955	  0.578711	 1.9355e+02	 1.1574e+00
 15942	    2	160.000690023	+16.710165809	462.952572	  0.229886	 2.4206e-04	 1.2682e-02
 15943	    3	176.469391473	+43.606328785	584.739809	  0.543987	 6.0231e+00	 3.6655e-01
 15944	    2	241.036483332	+16.782466609	796.007878	  0.132123	 6.0114e+00	 3.5965e-01
 15945	    2	203.434917427	+44.611865248	729.420813	  0.377705	 2.2392e+00	 2.6031e-01
 15946	    2	156.682690140	+34.359421443	836.308819	  0.393973	 3.6667e+00	 3.0391e-01
 15947	    4	126.461174722	+46.541072980	545.284120	  0.518833	 2.8007e+01	 6.1383e-01
 15948	    3	192.462349856	+01.548860692	404.647904	  0.403827	 1.2149e+00	 2.1816e-01
 15949	    5	142.650381570	+14.647961603	578.264312	  0.389838	 1.2045e+01	 4.6206e-01
 15950	    2	187.352836684	+22.058922037	558.980471	  0.029752	 4.4264e-01	 1.5387e-01
 15951	    5	169.732983641	+55.535967216	599.074434	  0.513221	 4.4195e+01	 7.1142e-01
 15952	    5	216.134760554	+42.684559034	581.889104	  0.880557	 1.9423e+02	 1.1670e+00
 15953	    4	181.713710471	+03.482148923	574.933830	  0.365149	 7.1474e+00	 3.8839e-01
 15954	    6	131.847964557	+08.316141262	548.819145	  0.325469	 1.0764e+01	 4.4616e-01
 15955	    2	233.826199488	+31.565174584	785.462591	  0.102303	 1.4220e+01	 4.7966e-01
 15956	    2	202.999761996	+21.373542211	803.959881	  0.011211	 1.4963e-02	 4.8707e-02
 15957	    2	199.845063734	+10.483236592	623.329029	  0.161036	 1.2501e+00	 2.1631e-01
 15958	    2	229.049177413	+07.112147375	746.706454	  0.110648	 3.2063e+00	 2.9295e-01
 15959	    2	226.334116877	+38.870630520	618.814827	  0.069939	 1.3546e-01	 1.0317e-01
 15960	    2	209.445932505	+43.001079285	599.361709	  0.091439	 1.2660e+00	 2.1767e-01
 15961	    3	112.513860594	+36.580178739	659.204024	  0.495400	 8.7375e+00	 4.1232e-01
 15962	    2	251.254578063	+25.674632914	484.081505	  0.109359	 1.9060e+00	 2.5188e-01
 15963	    9	252.527152441	+38.816859462	268.906496	  0.647336	 4.8733e+01	 7.5474e-01
 15964	    2	252.888493389	+38.794662875	269.124826	  0.034580	 2.1489e+00	 2.6664e-01
 15965	    4	158.973991941	+34.645899276	521.191349	  0.442355	 1.0869e+01	 4.4863e-01
 15966	    2	228.416462075	+37.324902145	667.585759	  0.376554	 1.2515e+02	 1.0006e+00
 15967	    2	235.845077191	+35.865443549	533.940418	  0.115695	 6.3392e-01	 1.7380e-01
 15968	    2	210.018265979	+18.169486659	789.373413	  0.114617	 7.3542e+00	 3.8488e-01
 15969	    3	186.434325937	+17.463803078	573.823486	  0.323486	 2.0756e-01	 1.1939e-01
 15970	    2	149.881289842	+61.306953617	838.705857	  0.358535	 1.0511e+01	 4.3163e-01
 15971	    2	184.190874989	+52.546238170	811.523642	  0.124460	 1.5220e+01	 4.8951e-01
 15972	   15	169.912481083	+13.955164076	302.577764	  0.596617	 3.6607e+01	 6.8432e-01
 15973	    4	169.764878603	+13.779560151	305.754675	  0.506643	 2.6763e+01	 6.1632e-01
 15974	    3	170.045098975	+13.788044182	302.488479	  0.389177	 7.7677e+00	 4.0816e-01
 15975	    2	169.806849395	+14.085910965	300.780821	  0.208419	 2.6837e+00	 2.8644e-01
 15976	    3	131.425297110	-00.505306205	665.871506	  0.224755	 2.0256e+00	 2.5315e-01
 15977	    5	178.703561066	+12.580694112	738.208722	  0.784926	 1.8631e+02	 1.1355e+00
 15978	    2	170.668990722	+22.867747619	666.617947	  0.339764	 9.7870e-02	 9.2196e-02
 15979	    2	220.159292859	+17.292474188	537.087819	  0.134487	 1.2568e+00	 2.1828e-01
 15980	   10	220.888617788	+31.570277905	279.317626	  0.594705	 2.6728e+01	 6.1730e-01
 15981	    2	217.281548486	+21.823010708	204.170788	  0.262692	 2.5778e+00	 2.8470e-01
 15982	    2	164.016983058	+29.967693882	466.911179	  0.010993	 1.7428e-01	 1.1363e-01
 15983	    2	211.874945483	+04.565002967	769.753504	  0.147596	 9.9090e-01	 1.9766e-01
 15984	    2	189.058318087	+41.012356378	781.863326	  0.418188	 1.9441e+01	 5.3254e-01
 15985	    3	217.335500622	+55.512442726	666.383512	  0.476981	 2.2537e+00	 2.6230e-01
 15986	    2	159.502976744	+58.970929741	601.388680	  0.077674	 4.7627e-01	 1.5711e-01
 15987	    5	216.662845463	+63.145706529	537.826998	  0.733010	 6.3714e+01	 8.0780e-01
 15988	    2	170.423302829	+61.168532516	793.507789	  0.275383	 7.7606e+01	 8.4390e-01
 15989	    2	231.453088180	+29.571413022	501.843319	  0.028315	 3.9889e-01	 1.4933e-01
 15990	    2	181.065693020	+04.453990807	702.726022	  0.006607	 1.0010e-03	 1.9950e-02
 15991	    2	181.262039320	+42.640268037	580.713306	  0.184830	 3.7374e+00	 3.1275e-01
 15992	    2	168.132752777	+44.500547085	776.187054	  0.318053	 1.8177e+01	 5.2099e-01
 15993	    4	243.061296847	+43.840406843	614.895431	  0.414963	 2.5957e+01	 5.9498e-01
 15994	    2	163.953470869	+11.458712750	781.247104	  0.168303	 7.3373e+01	 8.2917e-01
 15995	    3	237.516984737	+34.039637457	522.066916	  0.566129	 1.1520e+00	 2.1229e-01
 15996	    2	134.868703937	+37.934639482	822.511995	  0.227631	 7.0591e+01	 8.1554e-01
 15997	    4	126.114062460	+50.573508876	316.225858	  0.489888	 3.7176e+01	 6.8712e-01
 15998	    2	162.639076819	+04.654740228	642.058167	  0.038004	 6.9082e+00	 3.8183e-01
 15999	    2	175.444861121	+18.028093427	607.122343	  0.305887	 4.0723e+01	 6.9181e-01
